NR90	spc	sample	cpm	data	FMT_group	name	prot
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_34	0	shotgun_metagenomics	FMT_grp_4	before_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_35	0	shotgun_metagenomics	FMT_grp_5	before_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_36	0	shotgun_metagenomics	FMT_grp_3	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_39	3.0551	shotgun_metagenomics	FMT_grp_2	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_40	2.57008	shotgun_metagenomics	FMT_grp_4	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_41	1.67641	shotgun_metagenomics	FMT_grp_5	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_45	0	shotgun_metagenomics	FMT_grp_7	before_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_46	0	shotgun_metagenomics	FMT_grp_6	before_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_48	5.83459	shotgun_metagenomics	FMT_grp_9	before_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_51	0	shotgun_metagenomics	FMT_grp_10	before_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_52	0	shotgun_metagenomics	FMT_grp_6	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_53	0	shotgun_metagenomics	FMT_grp_8	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_54	0	shotgun_metagenomics	FMT_grp_11	before_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_56	4.43357	shotgun_metagenomics	FMT_grp_10	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_57	2.16788	shotgun_metagenomics	FMT_grp_7	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_58	0.244283	shotgun_metagenomics	FMT_grp_9	after_FMT	Proline Transport protein
UniRef90_D7IP61	g__Parabacteroides.s__Parabacteroides_distasonis	Cosmic_60	2.61995	shotgun_metagenomics	FMT_grp_11	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_1-892	0	shotgun_metagenomics	FMT_grp_1	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_11-821	0.275891	shotgun_metagenomics	FMT_grp_10	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_12-1052	0	shotgun_metagenomics	FMT_grp_11	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_2-901	0.3117	shotgun_metagenomics	FMT_grp_2	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_3-911	0	shotgun_metagenomics	FMT_grp_3	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_4-913	0	shotgun_metagenomics	FMT_grp_4	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_5-915	0	shotgun_metagenomics	FMT_grp_5	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_6-955	0	shotgun_metagenomics	FMT_grp_6	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_6-955	0	shotgun_metagenomics	FMT_grp_8	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_7-983	0	shotgun_metagenomics	FMT_grp_7	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	HD_8-964	0	shotgun_metagenomics	FMT_grp_9	donor	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_27	0	shotgun_metagenomics	FMT_grp_1	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_29	0	shotgun_metagenomics	FMT_grp_2	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_31	0	shotgun_metagenomics	FMT_grp_1	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_32	0	shotgun_metagenomics	FMT_grp_3	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_34	0	shotgun_metagenomics	FMT_grp_4	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_35	0	shotgun_metagenomics	FMT_grp_5	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_36	0	shotgun_metagenomics	FMT_grp_3	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_39	0	shotgun_metagenomics	FMT_grp_2	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_40	0	shotgun_metagenomics	FMT_grp_4	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_41	0	shotgun_metagenomics	FMT_grp_5	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_45	0	shotgun_metagenomics	FMT_grp_7	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_46	0	shotgun_metagenomics	FMT_grp_6	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_48	0	shotgun_metagenomics	FMT_grp_9	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_51	0	shotgun_metagenomics	FMT_grp_10	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_52	0	shotgun_metagenomics	FMT_grp_6	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_53	0	shotgun_metagenomics	FMT_grp_8	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_54	0	shotgun_metagenomics	FMT_grp_11	before_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_56	0	shotgun_metagenomics	FMT_grp_10	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_57	0	shotgun_metagenomics	FMT_grp_7	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_58	0	shotgun_metagenomics	FMT_grp_9	after_FMT	Proline Transport protein
UniRef90_A0A3C0W991	unclassified	Cosmic_60	0	shotgun_metagenomics	FMT_grp_11	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_1-892	0	shotgun_metagenomics	FMT_grp_1	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_11-821	0.257786	shotgun_metagenomics	FMT_grp_10	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_12-1052	0	shotgun_metagenomics	FMT_grp_11	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_2-901	0	shotgun_metagenomics	FMT_grp_2	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_3-911	0	shotgun_metagenomics	FMT_grp_3	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_4-913	0	shotgun_metagenomics	FMT_grp_4	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_5-915	0	shotgun_metagenomics	FMT_grp_5	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_6-955	0	shotgun_metagenomics	FMT_grp_6	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_6-955	0	shotgun_metagenomics	FMT_grp_8	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_7-983	0.103985	shotgun_metagenomics	FMT_grp_7	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	HD_8-964	0.255611	shotgun_metagenomics	FMT_grp_9	donor	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_27	0	shotgun_metagenomics	FMT_grp_1	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_29	0.281494	shotgun_metagenomics	FMT_grp_2	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_31	0	shotgun_metagenomics	FMT_grp_1	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_32	0	shotgun_metagenomics	FMT_grp_3	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_34	0	shotgun_metagenomics	FMT_grp_4	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_35	0	shotgun_metagenomics	FMT_grp_5	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_36	0	shotgun_metagenomics	FMT_grp_3	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_39	0	shotgun_metagenomics	FMT_grp_2	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_40	0	shotgun_metagenomics	FMT_grp_4	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_41	0	shotgun_metagenomics	FMT_grp_5	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_45	0	shotgun_metagenomics	FMT_grp_7	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_46	0	shotgun_metagenomics	FMT_grp_6	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_48	0	shotgun_metagenomics	FMT_grp_9	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_51	0	shotgun_metagenomics	FMT_grp_10	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_52	0	shotgun_metagenomics	FMT_grp_6	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_53	0	shotgun_metagenomics	FMT_grp_8	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_54	0	shotgun_metagenomics	FMT_grp_11	before_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_56	0	shotgun_metagenomics	FMT_grp_10	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_57	0.494522	shotgun_metagenomics	FMT_grp_7	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_58	0	shotgun_metagenomics	FMT_grp_9	after_FMT	Proline Transport protein
UniRef90_A0A0H1RMI3	g__Lactococcus.s__Lactococcus_lactis	Cosmic_60	0.149972	shotgun_metagenomics	FMT_grp_11	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_1-892	0	shotgun_metagenomics	FMT_grp_1	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_11-821	0.177006	shotgun_metagenomics	FMT_grp_10	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_12-1052	0	shotgun_metagenomics	FMT_grp_11	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_2-901	0	shotgun_metagenomics	FMT_grp_2	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_3-911	0	shotgun_metagenomics	FMT_grp_3	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_4-913	0	shotgun_metagenomics	FMT_grp_4	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_5-915	0	shotgun_metagenomics	FMT_grp_5	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_6-955	0	shotgun_metagenomics	FMT_grp_6	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_6-955	0	shotgun_metagenomics	FMT_grp_8	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_7-983	0	shotgun_metagenomics	FMT_grp_7	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	HD_8-964	0	shotgun_metagenomics	FMT_grp_9	donor	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_27	0	shotgun_metagenomics	FMT_grp_1	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_29	0.0820102	shotgun_metagenomics	FMT_grp_2	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_31	0	shotgun_metagenomics	FMT_grp_1	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_32	0	shotgun_metagenomics	FMT_grp_3	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_34	0	shotgun_metagenomics	FMT_grp_4	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_35	0	shotgun_metagenomics	FMT_grp_5	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_36	0	shotgun_metagenomics	FMT_grp_3	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_39	0	shotgun_metagenomics	FMT_grp_2	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_40	0	shotgun_metagenomics	FMT_grp_4	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_41	0	shotgun_metagenomics	FMT_grp_5	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_45	0	shotgun_metagenomics	FMT_grp_7	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_46	0	shotgun_metagenomics	FMT_grp_6	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_48	0	shotgun_metagenomics	FMT_grp_9	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_51	0	shotgun_metagenomics	FMT_grp_10	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_52	0	shotgun_metagenomics	FMT_grp_6	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_53	0	shotgun_metagenomics	FMT_grp_8	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_54	0	shotgun_metagenomics	FMT_grp_11	before_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_56	0	shotgun_metagenomics	FMT_grp_10	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_57	0	shotgun_metagenomics	FMT_grp_7	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_58	0	shotgun_metagenomics	FMT_grp_9	after_FMT	Proline Transport protein
UniRef90_A0A0B8R0V3	unclassified	Cosmic_60	0	shotgun_metagenomics	FMT_grp_11	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_1-892	0	shotgun_metagenomics	FMT_grp_1	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_11-821	0.175976	shotgun_metagenomics	FMT_grp_10	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_12-1052	0	shotgun_metagenomics	FMT_grp_11	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_2-901	0	shotgun_metagenomics	FMT_grp_2	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_3-911	0	shotgun_metagenomics	FMT_grp_3	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_4-913	0	shotgun_metagenomics	FMT_grp_4	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_5-915	0	shotgun_metagenomics	FMT_grp_5	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_6-955	0.678704	shotgun_metagenomics	FMT_grp_6	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_6-955	0.678704	shotgun_metagenomics	FMT_grp_8	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_7-983	0	shotgun_metagenomics	FMT_grp_7	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	HD_8-964	0	shotgun_metagenomics	FMT_grp_9	donor	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_27	0	shotgun_metagenomics	FMT_grp_1	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_29	0	shotgun_metagenomics	FMT_grp_2	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_31	0	shotgun_metagenomics	FMT_grp_1	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_32	0	shotgun_metagenomics	FMT_grp_3	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_34	0	shotgun_metagenomics	FMT_grp_4	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_35	0	shotgun_metagenomics	FMT_grp_5	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_36	0	shotgun_metagenomics	FMT_grp_3	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_39	0	shotgun_metagenomics	FMT_grp_2	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_40	0	shotgun_metagenomics	FMT_grp_4	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_41	0	shotgun_metagenomics	FMT_grp_5	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_45	0	shotgun_metagenomics	FMT_grp_7	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_46	0	shotgun_metagenomics	FMT_grp_6	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_48	0	shotgun_metagenomics	FMT_grp_9	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_51	0	shotgun_metagenomics	FMT_grp_10	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_52	0.303672	shotgun_metagenomics	FMT_grp_6	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_53	0.137675	shotgun_metagenomics	FMT_grp_8	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_54	0	shotgun_metagenomics	FMT_grp_11	before_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_56	0	shotgun_metagenomics	FMT_grp_10	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_57	0	shotgun_metagenomics	FMT_grp_7	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_58	0	shotgun_metagenomics	FMT_grp_9	after_FMT	Proline Transport protein
UniRef90_A0A373LR37	g__Eubacterium.s__Eubacterium_sp_CAG_192	Cosmic_60	0	shotgun_metagenomics	FMT_grp_11	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_1-892	0	shotgun_metagenomics	FMT_grp_1	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_11-821	0.173345	shotgun_metagenomics	FMT_grp_10	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_12-1052	0	shotgun_metagenomics	FMT_grp_11	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_2-901	0.242836	shotgun_metagenomics	FMT_grp_2	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_3-911	0.381381	shotgun_metagenomics	FMT_grp_3	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_4-913	0	shotgun_metagenomics	FMT_grp_4	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_5-915	0	shotgun_metagenomics	FMT_grp_5	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_6-955	1.02543	shotgun_metagenomics	FMT_grp_6	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_6-955	1.02543	shotgun_metagenomics	FMT_grp_8	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_7-983	0	shotgun_metagenomics	FMT_grp_7	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	HD_8-964	0	shotgun_metagenomics	FMT_grp_9	donor	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_27	0	shotgun_metagenomics	FMT_grp_1	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_29	0	shotgun_metagenomics	FMT_grp_2	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_31	0.448928	shotgun_metagenomics	FMT_grp_1	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_32	0	shotgun_metagenomics	FMT_grp_3	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_34	0	shotgun_metagenomics	FMT_grp_4	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_35	0	shotgun_metagenomics	FMT_grp_5	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_36	1.17081	shotgun_metagenomics	FMT_grp_3	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_39	0	shotgun_metagenomics	FMT_grp_2	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_40	0	shotgun_metagenomics	FMT_grp_4	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_41	0.12876	shotgun_metagenomics	FMT_grp_5	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_45	0	shotgun_metagenomics	FMT_grp_7	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_46	0	shotgun_metagenomics	FMT_grp_6	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_48	0	shotgun_metagenomics	FMT_grp_9	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_51	0	shotgun_metagenomics	FMT_grp_10	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_52	0.195729	shotgun_metagenomics	FMT_grp_6	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_53	0.344093	shotgun_metagenomics	FMT_grp_8	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_54	0	shotgun_metagenomics	FMT_grp_11	before_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_56	0.719293	shotgun_metagenomics	FMT_grp_10	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_57	0	shotgun_metagenomics	FMT_grp_7	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_58	0	shotgun_metagenomics	FMT_grp_9	after_FMT	Proline Transport protein
UniRef90_A0A352USY7	g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	Cosmic_60	0	shotgun_metagenomics	FMT_grp_11	after_FMT	Proline Transport protein
