clade	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3-911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum	0	0	0.00499	0	0	0	0	0	0	0.00496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_contorta	0	0	0.00382	0	0.00018	0.10556	0.01048	0.00579	0	0	0	0	0	0	0	0	0.00642	0	0.00391	0.00027	0	0	0	0	0	0.00062	0	0	0.01663	0.00185	0.01743
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0	0	0.00356	0	0	0	0	0	0	0.01218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB72339	0	0	0.00303	0	0	0.01227	0.00118	0	0	0	0	0	0	0	0	0	0	0	0.00426	0.01059	0	0	0	0	0	0	0	0	0	0.03144	0.0418
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_divergens	0	0	0.00278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0	0	0.0027	0	0	0	0.01008	0.34551	0.00214	0.00429	0	0	0	0	0	0	0	0	0.01686	0.26022	0	0	0.64072	0	0.82242	0.39139	0	0	0.9939	0.3528	0.20859
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0	0	0.00261	0.00194	0	0.00155	0.00138	0	0.00282	0.00711	0	0.20198	0	0	0	0	0.00536	0	0	0	0	0	0	0	0	0	0	0.09798	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_odontolytica	0	0	0.00217	0.00011	0	0	0	0	0	0.00761	0	0	0.01026	0	0	0	0.56561	0	0.00242	0.02497	0	0	0.00593	0	0	0.00151	0	0	0	0.00841	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1567|s__GGB1567_SGB2154	0	0	0.00203	0	0	0	0.00907	0	0	0	0	0	0	0	0	0	0	0	0.28068	0.12355	0	0	0	0	0	0	0	0	0.01706	0.19846	0.01664
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB48424	0	0	0.0019	0	0	0.00379	0.00617	0.00536	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0	0.00561	0.00608	0	0	0.00483	0.0046	0.00114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis	0	0	0.00182	0	0	0.00052	0.0031	0.00169	0.00209	0	0	0	0	0	0	0	0.00538	0	0.00437	0.001	0	0	0	0	0.00764	0.00452	0	0	0.02506	0.0025	0.0071
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3593|s__GGB3593_SGB4817	0	0	0.00178	0	0	0.02312	0.00367	0	0.00424	0.00687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17157	0	0	0.00163	0	0.00017	0.00157	0.00258	0	0.00177	0.00801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58359
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0	0	0.00161	0	0	0.0011	0.00352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0	0.00063	0.00218
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	0	0	0.00149	0	0	0	0	0	0	0.00557	0	0.02266	0	0	0	0	0.00207	0	0	0	0	0	0	0	0	0	0	0.08128	0	0.00073	0.02322
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_oral_taxon_807	0	0	0.00095	0	0	0	0	0	0	0.00793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00407
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	0	0	0.00093	0	0	0.00048	0.00783	0.07956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255	0.00144	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6829	0	0	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_c_25	0	0	0.00081	0	0	0.00221	0.00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_sp_DSM_108611	0	0	0.00062	0	0.01102	0	0	0.01584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00545	0	0	0	0	0.00168
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_SGB15451	0	0	0.00062	0	0	0	0.00232	0	0	0.00533	0	0	0	0	0	0	0	0	0.29894	0.18427	0	0	0	0	0	0	0	0	0	0.07463	0.17822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci	0	0	0.00062	0	0	0	0	0	0	0.00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234	0	0	0.00025	0	0	0.00058	0.01898	0.11845	0	0	0	0	0	0	0	0	0	0	0.13833	0	0	0	0	0	0.00467	0.02158	0	0	0	0	0.0182
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_hongkongensis	0	0	0.00007	0	0	0.03186	0.00393	0.00484	0	0	0	0	0	0	0	0	0	0	0.00029	0.00085	0	0	0	0	0	0	0	0	0	0.00058	0.01015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3277|s__GGB3277_SGB4327|t__SGB4327	0	0	1.927	0	0	2.59851	2.59125	0	3.04027	0.65776	0	0	0	0	0	0	0	0	0.00149	0.6342	0	0	0	0	0	0	0	0	1.55157	0.49464	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_hominis|t__SGB5803_group	0	0	1.52517	0	0	1.05775	1.47618	0	0.85328	2.12024	0	0	0	0	0	0	0	0	0	2.80965	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__SGB17241	0	0	1.35711	0	0	10.94941	0.17574	5.41466	1.5803	5.07895	0	0	0	0	0	0	0	0	0	0.10936	0	0	0	0	1.57524	0	0	0	0	0	1.02793
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous|t__SGB15120	0	0	1.17456	0	0	1.15099	1.52874	0	0.91531	0.24665	0	0	0	0	0	0	0	0	0.22727	0.23132	0	0	0	0	0	0	0	0	0.51498	0.3153	0.85426
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia|s__Senegalimassilia_anaerobia|t__SGB14824_group	0	0	0.97274	0	0	0.95004	1.25275	0.10878	1.27736	1.91141	0	0	0	0	0	0	0	0	0.17908	0.11866	0	0	0	0	0.15397	0.12708	0	0	0.25888	0.22974	1.33447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus|t__SGB4422	0	0	0.94534	0	0	2.04141	0.91741	0	0.25616	0.07791	0	0	0	0	0	0	0	0	1.26637	1.47398	0	0	0	0	0	0	0	0	0	1.19767	0.0517
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304|s__GGB3304_SGB4367|t__SGB4367	0	0	0.80148	0	0	2.23985	1.12959	0.09552	0.08167	0	0	0	0	0	0	0	0	0	0	0.34792	0	0	0	0	0	0.02617	0	0	0	1.20921	0.49759
k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380|g__GGB3363|s__GGB3363_SGB4447|t__SGB4447	0	0	0.69744	0	0	0.60474	0.28046	0.13236	0.62973	1.69492	0	0	0	0	0	0	0	0	0.23954	0	0	0	0	0	0	0.2074	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__SGB4959	0	0	0.69683	0	0	0.78607	0.86411	0.54221	0.74382	0.17776	0	0	0	0	0	0	0.00271	0	0.3291	0.15437	0	0	0	0	0.10696	0.20901	0	0	0.67049	0.02985	0.135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9730|s__GGB9730_SGB15291|t__SGB15291	0	0	0.61574	0	0	0.39897	0.5581	0.02516	0.70278	0.42985	0	0	0	0	0	0	0	0	0.04064	0.16018	0	0	0	0	0.07174	0.29939	0	0	0	0.2666	0.09063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wujia|s__Wujia_chipingensis|t__SGB5111	0	0	0.38193	0	0	0.07501	0.47375	0	0.31876	0.01363	0	0	0	0	0	0	0	0	6.7267	2.56959	0	0	0	0	0	0	0	0	0	5.6314	1.46404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4831	0	0	0.37371	0	0	0.42373	0.51457	0.31554	0.24859	0.3491	0	0	0	0	0	0	0	0	0.11925	0.17635	0	0	0	0	0.26517	0.08204	0	0	0.24717	0.11685	0.02402
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9411|s__GGB9411_SGB14764|t__SGB14764_group	0	0	0.37296	0	0	0.41822	0.40526	0	0.18584	0.05789	0	0	0	0	0	0	0	0	0	0.06851	0	0	0	0	0	0	0	0	0	0.16907	0.00268
k__Bacteria|p__Actinobacteria|c__CFGB77156|o__OFGB77156|f__FGB77156|g__GGB9421|s__GGB9421_SGB14789|t__SGB14789	0	0	0.29	0	0	0.16169	0.27932	0	0.28646	0.06641	0	0	0	0	0	0	0	0	0	0.00416	0	0	0	0	0	0	0	0	0	0.16144	0.39189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea|t__SGB4813	0	0	0.2327	0	0	0.17509	0.20179	0	0.35446	0.17794	0	0	0	0	0	0	0	0	0.01077	0.00672	0	0	0	0	0	0	0	0	0.01213	0.02422	0.00468
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii|t__SGB4825	0	0	0.20516	0	0	0.25381	0.32734	0	0.29961	0.39503	0	0	0	0	0	0	0	0	0.06386	0.06595	0	0	0	0	0	0	0	0	0	0.22265	0.258
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens|t__SGB14773	0	0	0.19402	0	0	0.15516	0.13801	0	0.09473	0.14912	0	0	0	0	0	0	0	0	0.00778	0.01628	0	0	0	0	0	0	0	0	0.04999	0.08998	0.04311
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_copri|t__SGB1626	0	0	0.14617	0	0	0.08856	0.0902	0	0.10544	0.24153	0	0	0	0	0	0	0	0	4.74512	26.65097	0	0	0	0	0	0	0	0	16.65145	7.08218	0.087
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270J_160509_D11|t__SGB6139	0	0	0.13538	0	0	0	0.00412	0	0.04675	0.01774	0	0	0	0	0	0	0	0	0	0.02166	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_hominis|t__SGB4721	0	0	0.08861	0	0	0.00101	0.0272	0	0.07583	0.02181	0	0	0	0	0	0	0	0	0.13808	0.10579	0	0	0	0	0	0	0.00136	0	0.47773	0	0.23185
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_urolithinfaciens|t__SGB14808	0	0	0.08739	0	0	0.08955	0.11488	0	0.01883	0.00176	0	0	0	0	0	0	0	0	0.00756	0.00164	0	0	0	0	0	0	0	0	0	0	0.32104
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB4606	0	0	0.07741	0	0	0.02122	0.03693	0	0.08065	0.06676	0	0	0	0	0	0	0	0	0.00663	0.00202	0	0	0	0	0.01302	0	0	0	0.05211	0.005	0.00014
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9469|s__GGB9469_SGB14862|t__SGB14862	0	0	0.06954	0	0	0.11665	0.24094	0	0.10659	0.00557	0	0	0	0	0	0	0	0	0.00799	0.00338	0	0	0	0	0	0	0	0	0	0.00896	0.30985
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis|t__SGB14752	0	0	0.06541	0	0	0.05166	0.03382	0.08797	0.01954	0.01279	0	0	0	0	0	0	0	0	0	0.00169	0	0	0	0	0.0341	0.00087	0	0	0.16618	0.01494	0.02956
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_gelidum|t__SGB96977	0	0	0.0642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB4961|t__SGB4961	0	0	0.06043	0	0	0.11471	0.05381	0	0.07922	0.00818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02056	0.03804	0.05163
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_carnosum|t__SGB7129	0	0	0.05326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__SGB9226	0	0	0.04964	0	0	0.07572	0.07518	1.59387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22516	0	0	0	2.36632	4.68595
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_saudiense|t__SGB6178	0	0	0.04725	0.00017	0	0.02187	0.09892	0	0.01028	0.01554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94405	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__SGB14483	0	0	0.03543	0	0	0.03162	0.01967	0	0.01977	0.02261	0	0	0	0	0	0	0	0	0	0.00336	0	0	0	0	0	0	0	0	0.20747	0.06352	0.54099
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis|t__SGB6847	0	0	0.03028	0	0.00881	0.00019	0	0	0.17835	0.12882	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0	0	0	0	0.01724	0	0.03011	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AM59_24XD|t__SGB4654	0	0	0.02988	0	0	0.01925	0.02599	0	0.01148	0	0	0	0	0	0	0	0	0	0	0.56095	0	0	0	0	0	0	0	0	0	0.73512	0.38987
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jutongia|s__Jutongia_hominis|t__SGB4651	0	0	0.02984	0	0	0	0.02824	0.03191	0.04003	0.00138	0	0	0	0	0	0	0	0	0	0.02881	0	0	0	0	0	0.05982	0	0	0	0.03986	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__SGB5736	0	0	0.0266	0	0	0	0.01483	0	0.02607	0.02199	0	0	0	9.23688	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	4.10377	0	0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3005|s__GGB3005_SGB3996|t__SGB3996	0	0	0.016	0.00157	0	0.01197	0.0395	0.00569	0.01121	0	0	0	0.03958	0	0	0	0	0	0	0.02159	0	0	0	0	0.01921	0.01262	0	0.03154	0	0.05604	0.01992
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Bittarella|s__Bittarella_massiliensis|t__SGB7263	0	0	0.01452	0	0	0.00958	0.00971	0	0.00288	0	0	0	0.00505	0	0	0	0.02313	0	0	0.00277	0	0	0	0	0	0	0	0	0	0.00245	0.00388
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei|t__SGB7248	0	0	0.01408	0	0.06561	0	0	0	0	0.16452	0	0	0	0	0.02704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03223
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza|t__SGB5075	0	0	0.01393	0	0	0	0.00433	0	0	0	0	0	0	0	0	0	0	0	0	1.30704	0	0	1.83767	0	0	0	0	0	0	0.96562	0.38469
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_massiliensis|t__SGB33551	0	0	0.0115	0	0	0.0046	0.00446	0.00028	0.00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566	0.01258
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__SGB4046	0	0	0.01015	0	0	0.00668	0.00368	0	0	0	0	0	0.00878	0	0	0	0.01548	0	0.00145	0.0011	0	0	0	0	0.00247	0.00286	0	0	0.00472	0.00675	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta|t__SGB14142	0	0	0.01002	0	0	0.02276	0.03475	0.00214	0.00722	0	0	0	0	0	0	0	0	0	0.00554	0.01053	0	0	0	0	0.00075	0	0	0	0	0.01977	0.0296
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans|t__SGB4078	0	0	0.00946	0	0	0.05107	0.05171	0	0	0	0	0	0	0	0	0	0	0	0.04113	0	0	0	0	0	0	0	0	0	0.08969	0.01219	0.05874
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__SGB17256	0	0	0.00934	0	0	0.73634	0	2.24236	0.63541	0.8238	0	0	0	0	0	0	0	0	0.01097	0.75187	0	0	1.79378	0	1.18826	0	0	0	2.12446	0.96664	1.02529
k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491|f__FGB9491|g__GGB9491|s__GGB9491_SGB14888|t__SGB14888	0	0	0.00927	0	0	0.00071	0.00584	0	0	0.0036	0	0	0	0	0	0	0	0	0.00823	0.00205	0	0	0	0	0	0	0	0	0	0.01616	0.01633
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_carnosus|t__SGB7987	0	0	0.00865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14770|t__SGB14770	0	0	0.00796	0	0	0.00654	0.01048	0	0.00143	0	0	0	0	0	0	0	0	0	0.09298	0.00402	0	0	0	0	0	0	0	0	0	0	0.13198
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis|t__SGB7298_group	0	0	0.00716	0	0	0.00124	0.00158	0	0.00014	0.02587	0	0.00101	0	0	0	0	0.00819	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0.00101
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7968	0	0	0.00706	0	0	0.03906	0.19246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fumia|s__Fumia_xinanensis|t__SGB25547	0	0	0.00682	0	0	0.0053	0.0116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0.0003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15339	0	0	0.00657	0	0	0	0	0	0.00299	0.00304	0	0	0	0	0	0	0	0	0.09713	1.72672	0	0	0	0	0	0	0	0	0	1.55106	0.01894
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442|t__SGB8067	0	0	0.00611	0	0	0.00796	0	0	0.00244	0.01558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1550|s__GGB1550_SGB2134|t__SGB2134	0	0	0.0059	0	0	0	0.00974	0	0	0	0	0	0	0	0	0	0	0	4.35182	0.06476	0	0	0	0	0	0	0	0	0	0	0.15954
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_SGB8255|t__SGB8255_group	0	0	0.00569	0.00155	0	0.00054	0	0	0.00955	0.01301	0	0.01233	0	0	0	0	0.00629	0	0	0	0	0	0.00028	0	0	0	0	0.00675	0	0	0.00066
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15257|t__SGB15257	0	0	0.00533	0	0	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0.26716	0.05921	0	0	0	0	0	0	0	0	0	0	0.02383
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum|t__SGB4810	0	0	0.00505	0	0	0.00341	0.0141	0.03071	0.00605	0.00788	0	0	0	0	0	0	0	0	0.02851	0.00246	0	0	0	0	0	0.15398	0	0	0.09525	0.13555	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum|t__SGB17008	0	0	0.00499	0	0	0	0	0	0	0.00496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_contorta|t__SGB4614	0	0	0.00382	0	0	0.10556	0.01048	0.00579	0	0	0	0	0	0	0	0	0.00642	0	0.00391	0.00027	0	0	0	0	0	0	0	0	0.01663	0.00185	0.01743
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__SGB8047_group	0	0	0.00356	0	0	0	0	0	0	0.01218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB72339|t__SGB72339	0	0	0.00303	0	0	0.01227	0.00118	0	0	0	0	0	0	0	0	0	0	0	0.00426	0.01059	0	0	0	0	0	0	0	0	0	0.03144	0.0418
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_divergens|t__SGB7903	0	0	0.00278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293	0	0	0
