pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0	0	0	2.01501e-6	0	0	0	0	0	0	4.53628e-6	8.04012e-6	0	0	2.59078e-6	6.44917e-7	0	0	0	0	0	1.51887e-5	0	0	1.36766e-5	0	8.73058e-7	2.06457e-6	1.68366e-6	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	0	3.13778e-6	2.71431e-6	0	0	1.07683e-6	0	5.4118e-5	0	0	1.91079e-4	0	5.68195e-6	0	0	0	0	0	0	1.92953e-4	0	0	0	3.20814e-6	0	0	0
PWY-6562: norspermidine biosynthesis	0	0	0	0	0	1.83968e-6	1.14685e-6	0	2.31747e-6	1.01944e-6	6.20369e-6	2.29129e-5	0	5.56356e-6	1.50211e-5	0	0	0	6.82622e-7	0	0	2.2528e-5	0	0	0	0	2.23892e-6	1.09485e-6	0	0	0
LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)	0	0	0	0	0	5.59061e-7	0	0	0	0	0	2.16832e-5	0	0	4.69114e-5	2.33698e-6	9.23672e-7	0	0	0	1.41791e-5	9.75349e-6	0	6.65781e-6	0	0	0	2.24269e-7	0	0	0
PWY-5415: catechol degradation I (meta-cleavage pathway)	0	0	0	0	0	3.81311e-7	7.76017e-7	0	0	3.23925e-7	0	2.63769e-5	0	0	4.01668e-7	0	6.47178e-6	0	0	0	0	0	0	4.76867e-7	0	0	0	1.61015e-6	0	6.59568e-7	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0	0	0	0	0	3.57028e-7	0	0	0	0	9.11344e-5	8.23979e-6	0	5.78852e-5	5.22408e-5	2.53423e-5	8.69629e-7	0	0	0	9.6506e-5	1.03262e-4	6.21716e-7	1.22879e-4	0	0	4.90277e-5	2.04769e-6	0	0	0
PWY-5705: allantoin degradation to glyoxylate III	0	0	0	0	0	2.52401e-7	0	0	0	0	7.18789e-5	5.96288e-6	0	0	2.87419e-5	5.84031e-5	2.14002e-7	0	0	0	6.97014e-5	2.18241e-5	0	6.0791e-5	0	0	1.59119e-5	0	0	0	0
PWY-5692: allantoin degradation to glyoxylate II	0	0	0	0	0	2.38856e-7	0	0	0	0	1.50677e-7	0	0	0	9.05683e-6	3.21754e-5	2.01364e-7	0	0	0	2.518e-5	4.17249e-7	0	6.44396e-6	0	0	7.31753e-6	0	0	0	0
URDEGR-PWY: superpathway of allantoin degradation in plants	0	0	0	0	0	2.38856e-7	0	0	0	0	1.50677e-7	0	0	0	9.05683e-6	3.21754e-5	2.01364e-7	0	0	0	2.518e-5	4.17249e-7	0	6.44396e-6	0	0	7.31753e-6	0	0	0	0
PWY-6328: L-lysine degradation X	0	0	0	0	0	2.0075e-7	0	0	0	0	6.28732e-6	1.42398e-5	0	0	0	8.95404e-6	0	0	0	0	7.47986e-5	8.47051e-6	0	3.57046e-5	0	0	3.92337e-6	0	0	0	0
PWY0-41: allantoin degradation IV (anaerobic)	0	0	0	0	0	1.32193e-7	0	0	0	0	3.7317e-5	0	0	0	1.9245e-5	3.7216e-5	0	0	0	0	4.22407e-5	1.19108e-5	0	1.06713e-5	0	0	1.20694e-5	0	0	0	0
PWY-7446: sulfoquinovose degradation I	0	0	0	0	0	1.29949e-7	3.92446e-7	0	0	0	2.48554e-5	1.47226e-5	0	0	1.73185e-5	9.24555e-5	0	0	1.86818e-6	0	4.34454e-5	2.54611e-5	1.09574e-6	2.79056e-5	0	0	4.23597e-7	3.28465e-6	0	0	0
PWY66-430: myristate biosynthesis (mitochondria)	0	0	0	0	0	0	5.58434e-6	0	0	0	1.05562e-4	1.5201e-5	0	0	1.10138e-4	7.91807e-5	2.55804e-6	0	7.40426e-6	0	3.60639e-5	1.32538e-4	1.15978e-5	1.26961e-5	0	0	1.31855e-4	0	4.94054e-5	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0	0	0	0	0	0	5.39195e-6	0	0	0	1.049e-4	1.46686e-5	0	1.79549e-4	1.09979e-4	7.70292e-5	2.45333e-6	0	7.16748e-6	0	3.46908e-5	1.36904e-4	1.18271e-5	1.19602e-5	0	0	1.36542e-4	0	4.96534e-5	0	0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0	0	0	0	0	0	4.05497e-6	1.69651e-5	3.83273e-6	2.74383e-6	0	3.04937e-5	0	0	0	1.55693e-4	2.781e-5	0	0	0	0	0	0	0	1.66537e-5	1.39101e-5	0	0	0	0	6.8139e-6
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	0	0	0	0	0	0	3.74871e-7	0	0	0	1.35317e-4	2.08497e-5	0	3.73138e-5	9.59733e-5	9.96914e-5	8.66372e-6	0	2.73744e-6	0	6.47219e-5	8.75986e-5	1.66421e-6	1.1792e-4	0	0	6.2247e-5	8.07651e-6	0	0	0
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	0	0	0	0	0	0	0	0	0	1.37616e-6	0	1.34296e-5	0	0	1.4167e-6	1.0893e-4	1.442e-5	0	0	0	2.26259e-6	0	0	6.89131e-6	0	0	0	0	0	0	0
LYSINE-DEG1-PWY: L-lysine degradation XI (mammalian)	0	0	0	0	0	0	0	0	0	1.35894e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARABCATK12-PWY: D-arabinose degradation I	0	0	0	0	0	0	0	0	0	4.93844e-7	3.56481e-5	7.02811e-6	0	3.93393e-5	4.62505e-5	7.56379e-5	1.96643e-7	0	0	0	6.11963e-5	4.30786e-5	4.58012e-7	2.2614e-5	0	0	4.0661e-5	3.0165e-6	0	0	0
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0	0	0	0	0	0	0	0	0	3.47289e-7	0	0	0	0	2.51739e-5	2.55102e-5	0	0	0	0	2.55311e-5	3.09214e-7	1.11991e-6	8.53821e-5	0	0	0	0	0	0	0
PWY-7039: phosphatidate metabolism, as a signaling molecule	0	0	0	0	0	0	0	0	0	2.79146e-7	9.02444e-7	2.70631e-5	0	0	4.61489e-5	2.85395e-6	0	0	0	0	1.05721e-4	0	1.0293e-6	1.85737e-5	0	0	0	2.13683e-6	0	0	0
PWY-5028: L-histidine degradation II	0	0	0	0	0	0	0	0	0	0	1.67161e-4	1.29616e-5	0	0	8.30166e-7	6.91433e-5	0	0	0	0	0	1.99701e-4	0	7.48463e-5	0	0	0	0	0	0	0
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0	0	0	0	0	0	0	0	0	0	1.22941e-4	3.52545e-5	0	1.81945e-4	1.18543e-4	1.62338e-5	1.09947e-5	0	0	0	1.30211e-4	1.51331e-4	0	9.19794e-5	0	0	1.34305e-4	8.42291e-6	0	0	0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0	0	0	0	0	0	0	0	0	0	1.22941e-4	3.52545e-5	0	1.81945e-4	1.18543e-4	1.62338e-5	1.09947e-5	0	0	0	1.30211e-4	1.51331e-4	0	9.19794e-5	0	0	1.34305e-4	8.42291e-6	0	0	0
THREOCAT-PWY: superpathway of L-threonine metabolism	0	0	0	0	0	0	0	0	0	0	5.75574e-5	2.43776e-5	0	9.20958e-5	1.14199e-4	3.13202e-5	7.79738e-6	0	0	0	1.27059e-4	1.68758e-4	0	1.15087e-4	0	0	1.52381e-4	2.90903e-6	0	0	0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	0	0	0	0	0	0	0	0	0	0	5.48043e-5	1.6426e-5	0	1.38696e-4	1.2042e-4	1.33246e-5	0	0	0	0	2.58869e-5	1.53676e-4	0	5.07996e-5	0	0	1.31973e-4	3.55975e-7	0	0	0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	0	0	0	0	0	0	0	0	0	0	4.62652e-5	7.56206e-6	0	0	1.5866e-5	1.63956e-5	5.10027e-7	0	0	0	1.71542e-5	3.58863e-5	9.49357e-7	2.3084e-5	0	0	8.17482e-6	4.99967e-7	0	0	0
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0	0	0	0	0	0	0	0	0	0	3.61788e-5	7.06535e-6	0	4.01429e-5	4.73801e-5	8.53444e-5	1.95914e-7	0	0	0	6.50833e-5	4.37395e-5	4.37033e-7	2.29023e-5	0	0	4.17094e-5	3.03134e-6	0	0	0
PWY0-461: L-lysine degradation I	0	0	0	0	0	0	0	0	0	0	2.69966e-5	1.7354e-5	0	0	2.80584e-5	8.30923e-5	0	0	1.0478e-6	0	7.47986e-5	3.08146e-5	6.95568e-7	3.57046e-5	0	0	2.85682e-5	2.03711e-6	0	0	0
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	0	0	0	0	0	0	0	0	0	0	2.43027e-5	0	0	0	1.03939e-5	4.78254e-6	0	0	0	0	0	1.28675e-5	0	3.7663e-5	0	0	0	0	0	0	0
CARNMET-PWY: L-carnitine degradation I	0	0	0	0	0	0	0	0	0	0	2.40537e-5	9.40748e-6	0	0	2.49877e-5	6.9704e-5	0	0	1.37874e-6	0	3.61836e-5	1.80706e-5	1.28452e-6	1.89825e-5	0	0	1.40102e-5	2.19927e-6	0	0	0
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)	0	0	0	0	0	0	0	0	0	0	2.22551e-5	0	0	0	0	0	0	0	0	0	0	2.07509e-5	0	6.30516e-5	0	0	0	1.32587e-6	0	0	0
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	0	0	0	0	0	0	0	0	0	1.75351e-5	2.16906e-5	0	0	1.54126e-4	1.17781e-5	0	0	0	0	6.04564e-5	6.36501e-5	0	5.69603e-5	0	0	1.10734e-4	2.70526e-6	0	0	0
PWY-6215: 4-chlorobenzoate degradation	0	0	0	0	0	0	0	0	0	0	1.46233e-5	7.89194e-6	0	0	2.19751e-6	3.78746e-6	0	0	0	0	1.30304e-5	7.21893e-6	0	1.46446e-5	0	0	1.24355e-6	4.1015e-7	0	0	0
PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)	0	0	0	0	0	0	0	0	0	0	1.43832e-5	2.82025e-5	0	0	2.28275e-6	4.016e-5	0	0	0	0	2.31918e-6	0	0	1.27479e-5	0	0	1.07075e-4	1.78616e-6	0	0	0
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	0	0	0	0	1.42976e-5	1.67173e-5	0	0	2.74365e-5	4.33595e-6	0	0	0	0	4.2334e-5	8.7022e-6	0	2.00131e-5	0	0	2.17499e-5	1.70426e-6	0	0	0
PWY-7874: L-threonate degradation	0	0	0	0	0	0	0	0	0	0	1.40768e-5	0	0	0	1.40927e-5	4.62683e-6	0	0	0	0	3.5206e-5	6.39424e-6	0	1.28375e-5	0	0	1.14259e-5	1.06172e-6	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	0	0	0	0	1.29621e-5	1.53201e-5	0	0	2.48604e-5	3.86921e-6	0	0	0	0	3.88864e-5	7.78531e-6	0	1.80119e-5	0	0	1.95915e-5	1.53152e-6	0	0	0
PWY-5088: L-glutamate degradation VIII (to propanoate)	0	0	0	0	0	0	0	0	0	0	1.18136e-5	2.84229e-5	0	0	0	1.47363e-5	4.65476e-7	0	0	0	2.80978e-5	2.63529e-5	0	4.30156e-5	0	0	0	3.24779e-7	0	0	0
PWY-7268: cytosolic NADPH production (yeast)	0	0	0	0	0	0	0	0	0	0	1.13754e-5	3.46954e-5	0	0	1.72667e-6	8.6789e-5	0	0	0	0	1.77154e-6	0	0	1.00989e-5	0	0	2.61302e-4	1.58963e-6	0	0	0
PWY-7873: D-erythronate degradation II	0	0	0	0	0	0	0	0	0	0	9.12139e-6	0	0	0	1.19698e-5	2.21754e-6	0	0	0	0	2.94266e-5	4.90701e-6	0	4.48844e-6	0	0	9.31073e-6	1.06172e-6	0	0	0
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	0	0	0	0	0	0	0	0	0	0	6.83998e-6	1.69515e-5	0	0	0	1.36258e-5	2.92644e-7	0	0	0	1.83134e-5	1.59697e-5	0	3.47915e-5	0	0	5.40034e-6	3.15281e-7	0	0	0
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0	0	0	0	0	0	0	0	0	0	6.46071e-6	1.28936e-5	0	0	0	1.72265e-5	3.56834e-7	0	0	0	1.86825e-5	1.82956e-5	0	4.05289e-5	0	0	6.83251e-6	4.16043e-7	0	0	0
PWY-5156: superpathway of fatty acid biosynthesis II (plant)	0	0	0	0	0	0	0	0	0	0	6.28163e-6	0	0	0	0	1.16561e-4	0	0	0	0	0	3.24576e-5	0	3.22364e-5	0	0	0	0	0	0	0
PWY-7527: L-methionine salvage cycle III	0	0	0	0	0	0	0	0	0	0	5.21698e-6	0	0	0	1.64865e-6	7.72933e-6	0	0	0	0	0	1.54795e-6	0	5.41476e-5	0	0	0	0	0	0	0
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	5.11712e-6	1.56337e-5	0	1.66213e-4	1.21069e-4	1.8364e-5	0	0	0	0	3.49983e-5	1.75018e-4	0	4.444e-5	0	0	1.51672e-4	4.24206e-7	0	0	0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	0	0	0	0	0	0	0	0	0	0	5.11712e-6	1.56337e-5	0	1.66213e-4	1.21069e-4	1.8364e-5	0	0	0	0	3.49983e-5	1.75018e-4	0	4.444e-5	0	0	1.51672e-4	4.24206e-7	0	0	0
PWY-6182: superpathway of salicylate degradation	0	0	0	0	0	0	0	0	0	0	4.27412e-6	1.36681e-5	0	1.3828e-4	1.1091e-4	1.39679e-5	0	0	0	0	2.60001e-5	1.48334e-4	0	2.73496e-5	0	0	1.31931e-4	0	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	0	0	0	0	0	0	0	0	0	3.43371e-6	1.16258e-5	0	1.25831e-4	9.09642e-5	1.59144e-5	0	0	0	0	2.59396e-5	1.32329e-4	0	3.28263e-5	0	0	1.18783e-4	9.31867e-7	0	0	0
P562-PWY: myo-inositol degradation I	0	0	0	0	0	0	0	0	0	0	1.30046e-6	0	0	0	2.97749e-6	1.23751e-4	0	0	0	0	0	7.67883e-6	0	2.7892e-5	0	0	0	0	0	0	0
PWY1G-0: mycothiol biosynthesis	0	0	0	0	0	0	0	0	0	0	8.62863e-7	4.25491e-7	1.49744e-6	0	0	0	7.47596e-7	0	8.95086e-7	0	0	0	0	0	0	0	0	3.61041e-6	8.86044e-7	0	1.06031e-6
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0	0	0	0	0	0	0	0	0	0	7.57166e-7	0	0	0	0	0	0	0	0	0	0	0	0	2.60826e-6	0	0	3.2525e-6	0	0	0	0
PWY-7294: D-xylose degradation IV	0	0	0	0	0	0	0	0	0	0	7.29971e-7	1.59116e-5	0	0	3.63102e-5	6.25825e-5	0	0	0	0	0	2.95804e-5	9.18211e-7	2.49976e-5	0	0	0	3.58402e-6	0	0	0
PWY-7731: superpathway of photosynthetic hydrogen production	0	0	0	0	0	0	0	0	0	0	4.30455e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7124: ethene biosynthesis V (engineered)	0	0	0	0	0	0	0	0	0	0	3.15369e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	2.90798e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-101: photosynthesis light reactions	0	0	0	0	0	0	0	0	0	0	2.87073e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URSIN-PWY: ureide biosynthesis	0	0	0	0	0	0	0	0	0	0	2.60014e-7	0	0	0	2.10303e-5	1.01956e-5	0	0	0	0	1.74084e-6	7.12131e-5	0	1.03522e-4	0	0	3.99132e-6	0	0	0	0
PHOTOALL-PWY: oxygenic photosynthesis	0	0	0	0	0	0	0	0	0	0	1.45653e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	0	0	0	0	0	0	0	0	0	0	0	3.06406e-5	0	0	8.96308e-5	9.82946e-6	2.53103e-6	0	0	0	4.47786e-5	2.98464e-5	0	2.18942e-5	0	0	0	9.31556e-7	0	0	0
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	2.85075e-5	0	0	3.03239e-6	3.12086e-5	1.01666e-5	0	1.47062e-6	0	1.37945e-6	0	0	7.43621e-6	0	0	0	0	0	0	0
PWY-3801: sucrose degradation II (sucrose synthase)	0	0	0	0	0	0	0	0	0	0	0	1.43374e-5	0	1.48643e-4	1.18517e-4	1.0207e-5	2.29212e-5	0	0	0	5.55296e-5	1.67584e-4	0	3.1802e-5	0	0	1.12618e-4	2.07831e-6	0	0	0
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	0	0	0	0	0	0	0	0	0	0	0	1.08611e-5	0	0	0	6.61296e-5	6.92437e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	0	0	0	0	0	0	0	0	0	0	0	1.04759e-5	0	3.987e-5	2.36591e-5	0	6.08201e-7	0	0	0	0	2.91679e-6	1.08113e-6	2.84673e-5	0	0	2.93538e-6	0	3.24928e-5	0	0
PWY-5178: toluene degradation IV (aerobic) (via catechol)	0	0	0	0	0	0	0	0	0	0	0	1.00394e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7396: butanol and isobutanol biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	9.56156e-6	0	3.80732e-5	3.85342e-5	8.52174e-6	1.52871e-6	0	0	0	3.61012e-5	5.88418e-5	0	2.35327e-5	0	0	8.89135e-5	1.43181e-6	0	0	0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0	0	0	0	0	0	0	0	0	0	0	9.02266e-6	0	0	0	0	5.75891e-7	0	0	0	1.26956e-5	0	0	0	0	0	0	6.71604e-7	0	0	0
CRNFORCAT-PWY: creatinine degradation I	0	0	0	0	0	0	0	0	0	0	0	6.93312e-6	0	8.62084e-5	0	0	0	0	1.75254e-6	0	0	1.02602e-4	0	0	0	0	0	2.1137e-6	0	1.76929e-6	1.70469e-6
PWY5F9-12: biphenyl degradation	0	0	0	0	0	0	0	0	0	0	0	4.50059e-6	0	0	1.96876e-5	0	0	0	0	0	0	0	0	0	0	0	7.70495e-7	0	0	0	0
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	4.48678e-6	0	0	1.4109e-6	4.64084e-6	1.10997e-6	0	0	0	2.16009e-6	0	0	6.76959e-6	0	0	0	0	0	0	0
12DICHLORETHDEG-PWY: 1,2-dichloroethane degradation	0	0	0	0	0	0	0	0	0	0	0	2.99669e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16388e-7	0	0	0
PWY-5430: meta cleavage pathway of aromatic compounds	0	0	0	0	0	0	0	0	0	0	0	2.81959e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)	0	0	0	0	0	0	0	0	0	0	0	2.6598e-6	0	0	0	4.53016e-7	0	0	0	0	3.08926e-6	7.61408e-7	0	1.17761e-5	0	0	0	1.40976e-6	0	0	0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0	0	0	0	0	0	0	0	0	0	0	2.3615e-6	0	0	0	0	5.39758e-7	0	0	0	0	0	1.20287e-6	0	0	0	0	9.57375e-7	0	0	0
PWY-5420: catechol degradation II (meta-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	0	2.09737e-6	0	0	0	0	8.05702e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TYRFUMCAT-PWY: L-tyrosine degradation I	0	0	0	0	0	0	0	0	0	0	0	1.90905e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5419: catechol degradation to 2-hydroxypentadienoate II	0	0	0	0	0	0	0	0	0	0	0	1.21707e-6	0	0	0	0	5.20703e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0	0	0	0	0	0	0	0	0	0	0	1.1811e-6	0	2.97884e-5	3.03403e-5	0	0	0	0	0	0	1.42474e-6	0	8.30019e-8	0	0	2.94459e-5	0	0	0	0
PWY-6210: 2-aminophenol degradation	0	0	0	0	0	0	0	0	0	0	0	1.1811e-6	0	2.97884e-5	3.03403e-5	0	0	0	0	0	0	1.42474e-6	4.01019e-8	8.30019e-8	0	0	2.94459e-5	2.497e-7	0	1.69856e-7	0
PWY-7009: 2,2'-dihydroxybiphenyl degradation	0	0	0	0	0	0	0	0	0	0	0	1.15123e-6	0	0	0	8.1099e-7	3.00059e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6981: chitin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	6.87984e-7	0	0	1.99897e-6	0	0	0	0	0	3.11818e-6	0	0	1.01956e-5	0	0	0	0	0	0	0
PWY66-388: ceramide degradation by &alpha;-oxidation	0	0	0	0	0	0	0	0	0	0	0	3.98034e-7	0	0	1.01163e-6	0	0	0	0	0	1.01152e-6	0	0	4.9258e-6	0	0	0	0	0	0	0
PWY-7413: dTDP-6-deoxy-&alpha;-D-allose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	3.35934e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	8.10362e-6	0	0	0	2.37352e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20288e-6
PWY-6763: salicortin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52384e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78212e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69378e-5	0	0	0	0	0	0	2.17729e-5	0	0	0	0	0	0	0	0	0
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54353e-6	0	0	0	0	0	0	0	0	4.1257e-5	0	0	2.76821e-5	3.76502e-6	0	0	0
PWY-2201: folate transformations I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09807e-6	0	0	0	0	0	4.05068e-6	0	0	3.14105e-5	0	0	0	0	0	0	0
PWY-5079: L-phenylalanine degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0782e-6	0	0	0	0	0	7.03084e-6	0	0	1.96012e-5	0	0	0	0	0	0	0
PWY-7511: protein ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71004e-6	2.38032e-7	0	0	0	0	6.57861e-6	0	0	3.2823e-5	0	0	0	0	0	0	0
PWY66-398: TCA cycle III (animals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8405e-6	0	0	0	0	0	3.52155e-6	0	0	3.51797e-5	0	0	0	0	0	0	0
PWY-7411: phosphatidate biosynthesis (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5223e-6	0	0	0	0	0	1.70421e-6	0	0	1.08437e-5	0	0	0	0	0	0	0
PWY-8055: palmitoyl ethanolamide biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24394e-6	0	0	0	0	0	2.11025e-6	0	0	1.35739e-5	0	0	0	0	0	0	0
PWY-5067: glycogen biosynthesis II (from UDP-D-Glucose)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64467e-6	0	0	0	0	0	1.87559e-6	0	0	9.96768e-6	0	0	0	0	0	0	0
PWY3O-4108: L-tyrosine degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53131e-6	0	0	0	0	0	1.97295e-6	0	0	7.82476e-6	0	0	0	0	0	0	0
PWY-7420: monoacylglycerol metabolism (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44513e-6	0	0	0	0	0	1.55964e-6	0	0	4.02206e-6	0	0	0	0	0	0	0
PWY-5647: 2-nitrobenzoate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22957e-6	0	0	0	0	0	0	0	0	1.02768e-7	0	0	0	0	0	0	0
PWY-6842: glutathione-mediated detoxification II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16182e-6	0	0	0	0	0	1.63896e-6	0	0	7.31786e-6	0	0	0	0	0	0	0
TRIGLSYN-PWY: diacylglycerol and triacylglycerol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11701e-6	0	0	0	0	0	0	0	0	7.22267e-6	0	0	0	0	0	0	0
PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10884e-6	3.40832e-6	0	0	0	0	2.68175e-6	0	0	8.06603e-6	0	0	4.62409e-6	7.11614e-7	0	0	0
PWY-6596: adenosine nucleotides degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10603e-6	0	0	0	0	0	1.21821e-6	0	0	5.0771e-6	0	0	0	0	0	0	0
PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05959e-6	2.94934e-6	0	0	0	0	1.05505e-6	0	0	6.49244e-6	0	0	0	8.71406e-7	0	0	0
PWY-3502: superpathway of NAD biosynthesis in eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2873e-7	0	0	0	0	0	1.22013e-6	0	0	5.97981e-6	0	0	0	0	0	0	0
PWY-5129: sphingolipid biosynthesis (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67038e-7	0	0	0	0	0	1.75567e-6	0	0	6.4983e-6	0	0	0	0	0	0	0
PWY-5655: L-tryptophan degradation IX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12443e-7	0	0	0	0	0	0	0	0	2.37844e-7	0	0	0	0	0	0	0
PWY3DJ-12: ceramide de novo biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.02747e-7	0	0	0	0	0	1.10234e-6	0	0	5.35429e-6	0	0	0	0	0	0	0
PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02497e-7	0	0	0	0	0	1.26057e-6	0	0	4.77374e-6	0	0	0	1.29161e-6	0	0	0
