pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	4.66312e-4	5.51676e-4	6.2903e-4	5.23109e-4	5.62469e-4	6.08269e-4	6.18993e-4	4.86775e-4	5.7916e-4	6.11253e-4	6.27012e-4	7.06422e-4	3.20844e-4	4.76324e-4	5.72551e-4	5.12806e-4	4.43788e-4	3.54637e-4	4.04453e-4	4.0034e-4	4.94412e-4	7.43578e-4	3.62356e-4	6.67273e-4	5.00144e-4	4.66632e-4	7.7613e-4	4.37261e-4	4.05213e-4	4.36942e-4	3.87261e-4
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	4.53682e-4	5.12681e-4	5.97019e-4	4.39798e-4	4.88407e-4	5.50268e-4	5.62623e-4	4.39959e-4	5.69658e-4	5.96118e-4	2.49715e-4	3.20037e-4	3.11083e-4	2.36725e-4	2.47878e-4	3.11967e-4	3.2936e-4	3.50954e-4	3.04732e-4	4.05617e-4	1.6698e-4	2.48123e-4	0.00023557800000000001	2.74127e-4	4.39534e-4	3.31656e-4	2.7229e-4	3.68515e-4	3.58353e-4	3.89669e-4	3.34552e-4
PWY-6629: superpathway of L-tryptophan biosynthesis	4.51737e-4	6.2851e-4	5.99875e-4	5.62113e-4	0.00053179500000000005	6.19098e-4	6.09807e-4	5.41598e-4	5.64708e-4	5.83067e-4	2.91108e-4	4.41814e-4	4.6334e-4	2.64288e-4	2.825e-4	3.07399e-4	4.46242e-4	3.88541e-4	4.46021e-4	4.46366e-4	2.30524e-4	3.34433e-4	3.84956e-4	3.41606e-4	5.14404e-4	4.79029e-4	3.45914e-4	4.22469e-4	4.16013e-4	4.81248e-4	4.42904e-4
PWY-5103: L-isoleucine biosynthesis III	4.50347e-4	6.43969e-4	6.73569e-4	5.93702e-4	4.90574e-4	7.47112e-4	6.35488e-4	5.80622e-4	6.28648e-4	6.66774e-4	4.50092e-4	4.17747e-4	4.24034e-4	2.9928e-4	3.80278e-4	3.4183e-4	4.59531e-4	4.42211e-4	4.18847e-4	5.80256e-4	3.99986e-4	4.04342e-4	3.98024e-4	4.24229e-4	5.11798e-4	4.46337e-4	4.77391e-4	4.73899e-4	5.36159e-4	5.36351e-4	4.37139e-4
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	4.31528e-4	4.90836e-4	5.55737e-4	4.68737e-4	4.41307e-4	6.07029e-4	5.35461e-4	4.69207e-4	5.33977e-4	5.59059e-4	3.90504e-4	4.32345e-4	4.0259e-4	3.35882e-4	3.2637e-4	3.44755e-4	4.14518e-4	4.19753e-4	3.82989e-4	3.55282e-4	2.67278e-4	3.65997e-4	4.31911e-4	3.52148e-4	4.24773e-4	3.81953e-4	3.77603e-4	4.25629e-4	3.75029e-4	4.07827e-4	4.46123e-4
PWY-6270: isoprene biosynthesis I	4.14877e-4	4.92099e-4	5.90892e-4	4.45972e-4	4.24539e-4	6.26043e-4	5.87563e-4	4.47602e-4	5.71116e-4	6.05295e-4	3.03462e-4	2.85137e-4	3.62938e-4	1.7277e-4	2.26374e-4	2.24995e-4	3.95584e-4	3.62598e-4	3.06185e-4	2.9395e-4	1.59916e-4	2.36006e-4	2.68988e-4	2.93243e-4	3.59207e-4	3.80741e-4	2.44737e-4	4.44941e-4	3.8229e-4	3.42515e-4	3.8594e-4
PWY-7560: methylerythritol phosphate pathway II	4.13704e-4	4.85883e-4	6.02135e-4	4.39315e-4	4.19177e-4	6.28175e-4	5.93775e-4	4.38171e-4	5.83877e-4	6.16501e-4	3.32311e-4	2.90536e-4	3.51115e-4	2.30102e-4	2.91955e-4	2.35399e-4	3.97264e-4	3.51488e-4	2.90975e-4	4.75618e-4	2.41796e-4	2.80443e-4	2.53104e-4	3.161e-4	3.46095e-4	3.70337e-4	3.12559e-4	4.4499e-4	3.80802e-4	3.29582e-4	3.70289e-4
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	4.1256e-4	3.83102e-4	4.12078e-4	4.22729e-4	4.04471e-4	3.12752e-4	3.86099e-4	3.0314e-4	3.79099e-4	3.5808e-4	2.18059e-4	2.4195e-4	3.32123e-4	1.24654e-4	1.54664e-4	2.41876e-4	3.40462e-4	3.1168e-4	3.06488e-4	3.32634e-4	1.53578e-4	1.8352e-4	3.37428e-4	2.71043e-4	3.95647e-4	3.10421e-4	2.05092e-4	2.95641e-4	3.17057e-4	3.00009e-4	3.11128e-4
PWY-2942: L-lysine biosynthesis III	4.05135e-4	4.34387e-4	5.05684e-4	4.39413e-4	4.02664e-4	5.31765e-4	5.01646e-4	3.8892e-4	4.68565e-4	5.09291e-4	3.65581e-5	4.05486e-4	4.06538e-4	1.19539e-4	5.30017e-5	2.53985e-4	4.05756e-4	3.79735e-4	4.09071e-4	3.96588e-4	1.41661e-4	1.58557e-4	4.63682e-4	2.59999e-4	3.75329e-4	3.85147e-4	2.57815e-4	4.19144e-4	4.24744e-4	4.15922e-4	4.87175e-4
PWY-6527: stachyose degradation	4.00451e-4	3.94412e-4	5.01274e-4	3.59758e-4	5.0265e-4	4.35872e-4	4.92118e-4	3.24765e-4	4.34368e-4	4.93153e-4	3.2479e-4	3.5071e-4	3.44353e-4	2.45513e-4	2.43755e-4	4.22643e-4	3.5736e-4	2.47508e-4	3.24984e-4	3.47863e-4	2.24888e-4	2.57052e-4	1.44662e-4	2.8152e-4	3.57973e-4	3.22919e-4	2.24964e-4	2.69446e-4	2.69679e-4	3.32608e-4	1.99698e-4
PWY-7199: pyrimidine deoxyribonucleosides salvage	3.99597e-4	3.22489e-4	3.94066e-4	3.63885e-4	3.75323e-4	3.11442e-4	3.54502e-4	3.72172e-4	3.52863e-4	4.01187e-4	1.87114e-4	3.42029e-4	3.64011e-4	1.76177e-4	1.87638e-4	2.61221e-4	3.62871e-4	3.74793e-4	3.92203e-4	3.88804e-4	1.74675e-4	2.21265e-4	3.56986e-4	2.2872e-4	3.39041e-4	3.71611e-4	2.10245e-4	3.4847e-4	3.81573e-4	3.70446e-4	4.0794e-4
1CMET2-PWY: folate transformations III (E. coli)	3.97854e-4	4.55481e-4	4.82343e-4	4.43967e-4	4.18915e-4	5.52195e-4	4.93447e-4	4.50478e-4	4.50208e-4	4.9853e-4	3.23891e-4	3.40317e-4	4.0939e-4	2.28178e-4	2.71004e-4	2.80817e-4	4.24976e-4	4.12267e-4	4.12673e-4	3.3348e-4	2.16257e-4	2.98176e-4	4.42416e-4	3.40196e-4	4.52173e-4	4.37021e-4	3.15318e-4	4.42653e-4	3.94145e-4	4.0376e-4	4.61708e-4
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	3.80975e-4	5.13205e-4	5.46281e-4	4.51051e-4	4.92438e-4	5.57015e-4	5.47264e-4	4.33187e-4	4.96396e-4	5.20505e-4	6.16007e-4	6.7338e-4	2.68111e-4	5.54752e-4	6.72254e-4	4.60254e-4	4.13686e-4	3.10682e-4	3.526e-4	3.23878e-4	5.9502e-4	9.91084e-4	3.30248e-4	7.00483e-4	4.8103e-4	4.10213e-4	8.49167e-4	4.02091e-4	3.60671e-4	3.62988e-4	3.33493e-4
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	3.71712e-4	4.33736e-4	4.5337e-4	4.32313e-4	4.1039e-4	4.40578e-4	4.48581e-4	3.44465e-4	4.31585e-4	4.71144e-4	2.42469e-4	2.18285e-4	4.09457e-4	1.68271e-4	2.03714e-4	2.83032e-4	4.03617e-4	3.64058e-4	3.95709e-4	3.53126e-4	1.79048e-4	2.26591e-4	3.66683e-4	3.03641e-4	4.01293e-4	3.63866e-4	2.40336e-4	3.81519e-4	3.84302e-4	3.90702e-4	4.06067e-4
HSERMETANA-PWY: L-methionine biosynthesis III	3.6909e-4	3.4725e-4	4.21647e-4	3.05695e-4	4.33877e-4	5.39416e-4	4.2404e-4	3.54812e-4	4.0548e-4	4.56633e-4	8.50411e-6	2.68208e-4	2.64208e-4	3.90466e-5	3.85475e-5	1.42468e-4	3.38618e-4	2.11575e-4	2.22296e-4	2.35279e-4	4.17371e-5	5.74099e-5	2.39458e-4	1.28444e-4	2.72535e-4	2.67064e-4	1.02507e-4	2.88799e-4	2.72927e-4	3.28938e-4	3.10228e-4
PWY-6823: molybdopterin biosynthesis	3.55925e-4	4.22897e-4	5.36743e-4	4.1515e-4	3.80608e-4	4.09853e-4	5.03566e-4	3.20266e-4	5.0269e-4	5.60272e-4	2.07652e-4	2.20401e-4	1.75761e-4	1.59091e-4	1.76323e-4	2.05225e-4	2.50745e-4	2.55137e-4	1.73432e-4	2.21351e-4	1.49509e-4	2.0032e-4	8.02792e-5	2.35013e-4	3.20105e-4	2.53557e-4	2.24678e-4	2.48151e-4	2.10314e-4	2.08551e-4	2.08851e-4
PWY-3001: superpathway of L-isoleucine biosynthesis I	3.50068e-4	4.36935e-4	4.70278e-4	3.93964e-4	3.44969e-4	5.24048e-4	4.47375e-4	4.09087e-4	4.57418e-4	4.95762e-4	4.11711e-4	4.07929e-4	3.1474e-4	3.24798e-4	4.0483e-4	3.52109e-4	3.8998e-4	3.68316e-4	3.3511e-4	3.65847e-4	3.67591e-4	4.17745e-4	3.84499e-4	4.23856e-4	3.62862e-4	3.29034e-4	4.71893e-4	4.38754e-4	4.11065e-4	4.02878e-4	3.69419e-4
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	3.33704e-4	0	6.30377e-4	0	0	7.02872e-4	5.78418e-4	0	5.74159e-4	0	3.38952e-4	2.35159e-4	0	4.33277e-4	3.65173e-4	2.06212e-4	3.5238e-4	2.42376e-4	1.8924e-4	4.00751e-4	2.90901e-4	3.59008e-4	1.83642e-4	2.71298e-4	0	0	3.48178e-4	3.47724e-4	3.82958e-4	2.73471e-4	1.99726e-4
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	3.33148e-4	2.60013e-4	4.49953e-4	2.47663e-4	3.31879e-4	3.92978e-4	4.57422e-4	2.56222e-4	4.33786e-4	4.40181e-4	3.32017e-4	1.3659e-4	2.37368e-4	2.80319e-4	2.76084e-4	1.87184e-4	2.66934e-4	2.18628e-4	2.08383e-4	1.70189e-4	1.88311e-4	3.01403e-4	1.96578e-4	2.8746e-4	2.39078e-4	2.33774e-4	3.08484e-4	1.95341e-4	2.14182e-4	2.08261e-4	2.02311e-4
PANTO-PWY: phosphopantothenate biosynthesis I	3.3261e-4	3.75194e-4	4.12677e-4	3.84372e-4	3.75156e-4	3.94052e-4	4.08377e-4	3.0045e-4	3.78169e-4	4.29586e-4	2.7082e-4	1.84932e-4	3.77102e-4	2.36537e-4	2.74498e-4	3.00923e-4	3.9003e-4	3.51293e-4	3.58914e-4	3.21288e-4	2.36542e-4	2.82903e-4	3.85157e-4	3.66523e-4	3.61533e-4	3.36411e-4	2.74823e-4	3.65819e-4	3.72839e-4	3.53947e-4	3.92049e-4
THRESYN-PWY: superpathway of L-threonine biosynthesis	3.31189e-4	3.94668e-4	4.43018e-4	3.64283e-4	3.14038e-4	5.30096e-4	4.05378e-4	3.90467e-4	4.38689e-4	4.83635e-4	5.20127e-4	3.8285e-4	3.50429e-4	3.58309e-4	4.04086e-4	3.47805e-4	3.93925e-4	3.74804e-4	3.2993e-4	3.15868e-4	3.31205e-4	4.2991e-4	4.50502e-4	4.05404e-4	3.51992e-4	2.76125e-4	4.37227e-4	4.56471e-4	3.47327e-4	3.3628e-4	3.26449e-4
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	3.26794e-4	3.89827e-4	4.41054e-4	3.7049e-4	3.62543e-4	5.43796e-4	4.19596e-4	3.8041e-4	4.35225e-4	4.97629e-4	3.477e-4	3.65735e-4	2.01696e-4	5.84842e-5	1.70487e-4	2.25858e-4	2.80135e-4	3.43355e-4	2.07259e-4	2.67003e-4	1.09903e-4	1.09995e-4	2.23204e-4	2.00203e-4	2.82801e-4	3.23151e-4	2.05186e-4	4.12112e-4	3.47348e-4	3.62356e-4	3.6292e-4
TRPSYN-PWY: L-tryptophan biosynthesis	3.17892e-4	5.13297e-4	4.4265e-4	4.33124e-4	4.16307e-4	4.9196e-4	4.71221e-4	4.30816e-4	4.11431e-4	4.35814e-4	2.21997e-4	4.26019e-4	4.21905e-4	1.91e-4	2.12189e-4	3.13606e-4	3.69602e-4	2.76731e-4	3.59131e-4	3.74581e-4	1.85209e-4	2.64357e-4	3.77479e-4	3.03046e-4	4.44975e-4	3.96492e-4	2.7909e-4	3.16938e-4	3.36857e-4	3.84754e-4	3.40825e-4
PWY-7237: myo-, chiro- and scyllo-inositol degradation	3.16166e-4	3.61972e-4	4.41927e-4	3.7693e-4	3.03471e-4	4.14767e-4	4.16375e-4	3.25176e-4	4.2575e-4	4.65882e-4	5.10087e-4	0	2.13614e-4	0	4.68351e-4	3.27051e-4	2.88505e-4	2.56716e-4	2.49497e-4	3.70381e-4	1.94244e-4	5.59192e-4	3.13734e-4	2.5126e-4	3.87933e-4	2.65116e-4	0	2.13668e-4	2.5918e-4	2.53032e-4	1.73095e-4
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	3.14832e-4	4.0787e-4	4.93754e-4	3.50181e-4	3.59629e-4	5.57968e-4	4.93518e-4	3.73344e-4	4.74836e-4	4.93156e-4	3.31234e-4	2.84541e-4	2.98176e-4	2.82201e-4	3.43956e-4	2.37708e-4	3.27891e-4	2.95495e-4	2.77945e-4	2.19838e-4	2.28908e-4	3.04463e-4	3.53425e-4	2.56599e-4	2.99124e-4	3.3041e-4	3.04486e-4	3.53454e-4	3.07737e-4	2.71315e-4	3.61304e-4
PWY-6628: superpathway of L-phenylalanine biosynthesis	3.01728e-4	2.98579e-4	2.90589e-4	2.37642e-4	2.69991e-4	4.69869e-4	2.34984e-4	3.43626e-4	2.90548e-4	3.61596e-4	3.32781e-4	3.60736e-4	1.56851e-4	2.17452e-4	2.30455e-4	2.30729e-4	2.40037e-4	1.96258e-4	1.65932e-4	1.45447e-4	1.99341e-4	2.50863e-4	1.94435e-4	2.67431e-4	1.7771e-4	1.66455e-4	2.63228e-4	2.01871e-4	1.75597e-4	2.57083e-4	1.67298e-4
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	2.90553e-4	3.32625e-4	3.54237e-4	3.06962e-4	2.93383e-4	3.6948e-4	3.73466e-4	2.34291e-4	3.09077e-4	3.90592e-4	3.87317e-4	1.87568e-4	2.80005e-4	3.25429e-4	3.14286e-4	2.28904e-4	3.32055e-4	1.47575e-4	2.45353e-4	1.94747e-4	3.47384e-4	3.25702e-4	2.66081e-4	3.03337e-4	2.50425e-4	2.42538e-4	3.1948e-4	2.25609e-4	2.07796e-4	1.8638e-4	2.7291e-4
PWY-6897: thiamine diphosphate salvage II	2.84981e-4	2.91143e-4	2.75428e-4	2.45298e-4	2.91462e-4	2.03329e-4	2.15913e-4	2.07307e-4	2.53027e-4	2.27791e-4	2.65756e-4	1.31172e-4	2.70128e-4	1.86856e-4	2.41381e-4	2.6209e-4	2.63003e-4	2.8321e-4	2.83384e-4	3.65191e-4	1.91126e-4	2.42707e-4	2.59673e-4	2.71956e-4	3.32241e-4	2.84174e-4	2.72215e-4	2.74951e-4	3.46431e-4	2.91722e-4	3.01045e-4
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	2.84737e-4	2.65025e-4	2.70537e-4	2.22349e-4	2.92709e-4	2.13209e-4	2.17692e-4	2.1821e-4	2.47532e-4	2.33655e-4	3.53178e-6	2.26697e-4	2.24713e-4	0	5.49623e-7	1.73076e-4	2.67507e-4	2.15477e-4	2.20899e-4	1.68755e-4	2.21981e-6	3.29005e-5	2.30093e-4	5.39358e-5	3.436e-4	1.6475e-4	1.14766e-7	2.12888e-4	2.47506e-4	1.97523e-4	2.04134e-4
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	2.83498e-4	4.54916e-4	4.75153e-4	3.96914e-4	3.72838e-4	5.64852e-4	4.83615e-4	3.50951e-4	4.48182e-4	4.96963e-4	3.1396e-4	3.30662e-4	1.60367e-4	2.97194e-4	2.59461e-4	2.65885e-4	3.15901e-4	2.59693e-4	1.831e-4	1.75113e-4	8.05485e-5	3.31044e-4	1.92537e-4	2.19281e-4	3.4212e-4	2.48833e-4	2.93757e-4	3.30817e-4	2.3934e-4	2.1657e-4	2.48672e-4
PWY-5100: pyruvate fermentation to acetate and lactate II	2.83498e-4	4.54916e-4	4.75153e-4	3.96914e-4	3.72838e-4	5.64852e-4	4.83615e-4	3.50951e-4	4.48182e-4	4.96963e-4	3.1396e-4	3.30662e-4	1.60367e-4	2.97194e-4	2.59461e-4	2.65885e-4	3.15901e-4	2.59693e-4	1.831e-4	2.48881e-4	1.82121e-4	3.31044e-4	1.92537e-4	2.23924e-4	3.4212e-4	2.48833e-4	2.93757e-4	3.30817e-4	2.52395e-4	2.1657e-4	2.48672e-4
PWY-5659: GDP-mannose biosynthesis	2.6367e-4	1.932e-4	8.73408e-5	2.16888e-4	2.93829e-4	8.36649e-5	8.06281e-5	9.4885e-5	7.64345e-5	1.02277e-4	2.02676e-4	2.60236e-4	2.02679e-4	1.36974e-4	1.5574e-4	1.68178e-4	2.29673e-4	1.41875e-4	1.6183e-4	8.89664e-5	1.85571e-4	1.04017e-4	2.33655e-4	1.88074e-4	1.10221e-4	1.00401e-4	1.44301e-4	1.36579e-4	1.10367e-4	1.30541e-4	1.39652e-4
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	2.6064e-4	2.99658e-4	3.42265e-4	2.9029e-4	2.83665e-4	4.71647e-4	3.21746e-4	3.25938e-4	3.43488e-4	4.04025e-4	3.97372e-4	3.61455e-4	1.36529e-4	2.60586e-4	2.68722e-4	4.25715e-4	2.03188e-4	2.61633e-4	1.33061e-4	1.62297e-4	3.22718e-4	3.30225e-4	1.53794e-4	4.13264e-4	1.95519e-4	2.3492e-4	3.39613e-4	3.303e-4	2.34379e-4	2.74432e-4	3.05512e-4
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I	2.54983e-4	7.751e-5	1.00039e-4	1.33203e-4	1.78346e-4	1.04145e-4	8.78717e-5	1.94145e-4	9.72208e-5	1.2229e-4	2.99964e-4	1.85576e-4	2.76077e-4	1.88076e-4	2.36729e-4	2.54333e-4	2.80639e-4	2.43922e-4	2.85525e-4	3.05708e-4	2.13536e-4	2.47657e-4	3.08947e-4	2.85484e-4	2.98536e-4	2.59104e-4	2.65056e-4	2.59547e-4	3.17318e-4	2.60115e-4	3.10911e-4
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	2.49446e-4	2.94456e-4	3.56556e-4	2.94058e-4	2.61286e-4	4.11432e-4	3.80491e-4	3.22802e-4	3.5116e-4	3.78032e-4	2.1297e-4	2.64391e-4	3.38527e-4	2.01758e-4	2.16118e-4	1.36727e-4	2.91878e-4	3.19593e-4	3.37072e-4	2.78715e-4	2.0083e-4	2.35443e-4	4.18047e-4	2.38235e-4	3.84266e-4	3.1647e-4	2.31941e-4	4.14416e-4	3.47985e-4	3.00045e-4	3.10455e-4
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	2.48428e-4	2.89934e-4	1.61103e-4	3.37295e-4	4.07176e-4	1.90475e-4	1.75534e-4	3.82127e-4	2.55505e-4	2.32885e-4	3.19238e-4	2.38897e-4	6.98069e-5	1.71908e-4	2.22154e-4	3.26969e-4	1.99938e-4	2.92052e-4	6.19618e-5	5.46658e-5	1.77437e-4	2.45639e-4	4.53738e-4	2.25824e-4	1.71806e-4	6.73895e-5	2.07157e-4	3.29392e-4	7.15772e-5	5.96492e-5	8.39921e-5
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	2.30422e-4	3.16903e-4	4.4253e-4	2.97039e-4	2.77797e-4	4.32954e-4	4.83821e-4	3.55101e-4	4.30274e-4	4.47797e-4	3.02691e-4	3.95558e-4	3.39586e-4	3.01788e-4	3.16018e-4	3.51329e-4	3.15458e-4	3.27428e-4	3.79205e-4	2.33644e-4	3.15397e-4	3.40114e-4	2.46044e-4	3.48334e-4	4.03162e-4	3.65373e-4	3.46935e-4	3.76665e-4	3.23931e-4	3.24079e-4	4.07471e-4
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	2.20151e-4	1.29742e-4	2.48066e-4	1.63058e-4	1.6658e-4	1.58129e-4	1.98648e-4	1.4869e-4	2.32899e-4	2.30102e-4	3.26245e-4	2.49944e-4	1.03865e-4	8.30614e-5	1.99361e-4	1.43296e-4	2.09062e-4	1.42605e-4	1.00534e-4	1.19355e-4	2.43641e-4	1.75198e-4	1.59709e-4	2.59796e-4	1.46993e-4	1.49781e-4	1.30943e-4	2.00884e-4	1.33696e-4	1.2361e-4	1.28098e-4
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	2.19421e-4	3.3773e-4	3.41917e-4	3.41883e-4	1.93526e-4	7.62596e-4	2.48692e-4	4.14565e-4	3.47505e-4	5.76052e-4	0.0011467	6.32271e-4	4.51172e-4	0.00103595	0.00103633	9.94715e-4	4.07047e-4	3.44562e-4	3.94937e-4	3.31458e-4	9.50572e-4	0.00110328	5.4544e-4	0.00113755	4.94945e-4	3.79296e-4	0.00108925	4.53463e-4	3.63634e-4	3.62319e-4	3.65037e-4
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	2.18508e-4	1.94429e-5	6.26422e-5	7.14296e-5	2.1126e-4	3.62858e-5	5.25421e-5	1.1519e-4	3.61401e-5	4.40187e-5	7.07859e-5	1.35752e-4	2.11407e-4	1.34358e-4	1.61666e-4	2.19936e-4	1.72738e-4	1.18875e-4	1.38322e-4	9.45612e-5	1.28415e-4	1.48425e-4	3.16017e-4	2.3516e-4	1.20039e-4	1.49481e-4	2.10421e-4	1.71872e-4	1.55454e-4	1.72373e-4	8.89394e-5
PWY-6936: seleno-amino acid biosynthesis (plants)	2.16971e-4	2.94474e-4	3.50137e-4	2.91071e-4	2.51758e-4	4.7226e-4	3.57703e-4	3.14966e-4	3.53449e-4	3.79951e-4	3.12209e-4	3.86462e-4	1.14666e-4	3.04957e-4	3.13353e-4	4.77936e-4	2.6965e-4	1.33612e-4	1.14013e-4	1.72347e-4	3.12457e-4	3.92511e-4	1.80382e-4	4.43035e-4	1.81567e-4	1.49213e-4	4.44805e-4	2.49718e-4	1.87838e-4	2.22693e-4	2.10626e-4
GLUCONEO-PWY: gluconeogenesis I	2.10991e-4	2.44338e-4	2.39397e-4	1.87019e-4	1.88963e-4	2.76919e-4	1.93096e-4	2.61613e-4	1.95759e-4	2.43294e-4	3.5155e-4	2.44573e-4	1.36602e-4	2.81243e-4	3.12232e-4	3.33365e-4	2.74519e-4	1.23666e-4	1.91704e-4	1.43325e-4	2.88293e-4	3.70633e-4	2.56707e-4	3.73818e-4	1.87601e-4	8.65249e-5	3.4634e-4	2.31402e-4	2.0223e-4	2.11569e-4	2.16447e-4
COLANSYN-PWY: colanic acid building blocks biosynthesis	2.10578e-4	1.64949e-4	1.04547e-4	1.56201e-4	1.93839e-4	9.48829e-5	9.07058e-5	1.21343e-4	8.76039e-5	9.39929e-5	2.28982e-4	1.69293e-4	1.93426e-4	1.18241e-5	1.5295e-4	1.3678e-4	2.22275e-4	1.58159e-4	1.62706e-4	1.17252e-4	1.92854e-4	9.7265e-5	2.51381e-4	1.89391e-4	1.4042e-4	1.31111e-4	1.26009e-4	1.66737e-4	1.32238e-4	1.4363e-4	1.4475e-4
GALACTUROCAT-PWY: D-galacturonate degradation I	2.09348e-4	6.70526e-5	6.98819e-5	1.00066e-4	1.68431e-4	3.14416e-5	5.62882e-5	5.76713e-5	7.40657e-5	7.48833e-5	2.72382e-4	1.27544e-4	9.23316e-5	1.15647e-5	5.15601e-5	2.05627e-4	8.15563e-5	1.02024e-4	8.63634e-5	5.30733e-5	9.75276e-5	1.09069e-4	4.99058e-5	2.08367e-4	5.58979e-5	6.02576e-5	5.00426e-5	9.02406e-5	4.78081e-5	6.18671e-5	3.2051e-5
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	2.02885e-4	5.80189e-5	5.72056e-5	8.93713e-5	1.69729e-4	2.46913e-5	4.57012e-5	4.97245e-5	6.04361e-5	6.16438e-5	2.30029e-4	1.83643e-4	8.64707e-5	3.67707e-6	4.00078e-5	2.24312e-4	7.85459e-5	9.79552e-5	8.10499e-5	4.67042e-5	8.91565e-5	6.11834e-5	3.45809e-5	1.55152e-4	5.12923e-5	5.34548e-5	3.87585e-5	9.02897e-5	4.25444e-5	5.54402e-5	2.77779e-5
PWY-7456: &beta;-(1,4)-mannan degradation	2.02186e-4	8.06798e-5	2.57748e-5	1.02169e-4	2.24398e-4	2.65754e-5	2.80172e-5	7.81928e-5	2.26759e-6	4.24274e-5	0	0	1.46305e-4	0	0	0	1.70355e-4	9.29111e-5	1.45066e-4	5.11831e-5	0	0	6.96646e-5	0	9.28133e-5	5.69541e-5	0	8.90194e-5	7.60657e-5	1.04853e-4	1.21087e-4
PWY-5973: cis-vaccenate biosynthesis	2.01392e-4	4.79787e-5	4.72574e-5	1.0466e-4	1.50993e-4	6.4831e-5	7.18488e-5	1.55611e-4	7.21436e-5	7.67159e-5	3.2727e-4	1.89786e-4	3.46453e-4	3.71667e-4	3.77408e-4	5.68008e-4	3.25139e-4	2.96088e-4	3.23196e-4	3.18505e-4	3.28692e-4	4.21088e-4	4.26609e-4	5.16985e-4	3.09963e-4	4.03177e-4	4.64659e-4	3.45825e-4	3.49738e-4	2.80624e-4	3.3042e-4
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	1.88371e-4	9.78567e-5	8.09114e-5	1.2916e-4	1.55743e-4	7.89992e-5	9.20414e-5	1.72026e-4	6.35338e-5	5.38811e-5	8.65262e-6	3.75781e-5	1.07864e-4	1.6861e-4	1.39442e-4	6.90621e-5	1.17716e-4	1.42895e-4	7.21283e-5	9.23755e-5	5.49201e-5	1.57491e-4	2.31921e-6	3.19745e-5	9.36793e-5	1.38163e-4	1.60333e-4	9.07754e-5	1.07979e-4	1.28733e-4	9.04336e-5
PWY-6703: preQ0 biosynthesis	1.87787e-4	1.8797e-4	1.73286e-4	2.39616e-4	1.84191e-4	2.02123e-4	1.89158e-4	1.74501e-4	1.60185e-4	1.9134e-4	2.04951e-4	1.60557e-4	2.96003e-4	1.72211e-4	1.87917e-4	2.18956e-4	2.43876e-4	2.2705e-4	2.73384e-4	3.13259e-4	1.6197e-4	2.32169e-4	3.30885e-4	2.77658e-4	2.14707e-4	2.31919e-4	2.5544e-4	2.35198e-4	3.44962e-4	2.58785e-4	2.74511e-4
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	1.85153e-4	1.81481e-4	2.56123e-4	2.14172e-4	1.78947e-4	2.9155e-4	2.6933e-4	1.69418e-4	2.39996e-4	2.81993e-4	2.95995e-4	3.6595e-4	3.64411e-4	2.42045e-4	2.91923e-4	4.85255e-4	3.9754e-4	3.46244e-4	3.36017e-4	1.82089e-4	2.3005e-4	3.38799e-4	4.61629e-4	4.07351e-4	3.44625e-4	4.62969e-4	3.49919e-4	4.90073e-4	3.36246e-4	2.77532e-4	3.74852e-4
