pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	7112.3281673169	10024.5546711151	17793.7266881739	8968.7181123886	7471.5992610072	15729.631000448	14415.7891360031	15732.9189246439	9453.4735762483	21702.8279020136	14899.9720565862	14104.292909759	6527.0867482383	2367.6558997965	17062.8779707818	9508.0379634482	12598.4031059355	3475.161242993	5504.2914327812	15369.0472513267	4752.2938372966	16288.4830408772	4905.1484977935	15572.0633998897	8506.9410410639	8035.7942767305	23719.3231122251	10476.7221642971	10448.1434301335	10563.6295709625	9825.3185605941
PWY-6629: superpathway of L-tryptophan biosynthesis	7081.8418472541	12289.3699064694	17878.8242396626	11463.0614426902	8135.3400849649	17697.1728985868	15624.7403383176	19367.530243328	9371.3404494776	21227.6794054957	17369.7948694117	19471.092353432	9721.718861691	2643.3330952285	19446.1019135442	9368.8226933529	17069.2476766679	3847.3452087314	8056.3543547636	16913.0397746393	6560.7879809537	21954.4953674851	8015.4511200559	19405.2367911751	9956.0077170411	11606.543332461	30132.7234806944	12010.6187123569	12129.2791652627	13046.2760610179	13007.4512784495
PWY-5103: L-isoleucine biosynthesis III	7060.0403680497	12591.6546331039	20075.2422671322	12107.2523661722	7504.7572627231	21356.5123604326	16282.7516181847	20763.0126110763	10432.4187722895	24275.200683389	26856.087238498	18410.4472929543	8897.0111926094	2993.3060062105	26176.7146654248	10418.2136738641	17577.5725979589	4378.7912189396	7565.513449016	21986.195114693	11383.7047069065	26543.7731902215	8287.5423410081	24098.7285835893	9905.562406902	10814.4416927044	41585.8217824299	13472.7459428406	15632.282612733	14540.0768477091	12838.1459354201
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	6765.0158131123	9597.4072075169	16563.3227551949	9558.8676399913	6751.0749681907	17352.1653381044	13719.8096353194	16778.8328655848	8861.3576222871	20353.6135308833	23300.5953009496	19053.7797166987	8447.0607954396	3359.3889881814	22465.9333207818	10507.3485439914	15855.7728500772	4156.4063962699	6917.8289802567	13461.8095562754	7606.8152409423	24026.5634728515	8993.1422293932	20004.0765166618	8221.2459827211	9254.4595321365	32893.1999292396	12100.4562317011	10934.357057305	11055.8955242578	13102.0015666252
PWY-6270: isoprene biosynthesis I	6503.9844120346	9622.1022861612	17611.1138892309	9094.629614411	6494.5600100862	17895.6990629078	15054.8004301389	16006.2381336987	9477.6785468728	22036.922999806	18106.9694469781	12566.2389869969	7615.095571585	1727.9957599665	15582.6426137667	6857.331359932	15131.5443881543	3590.4595198595	5530.5380278218	11137.9018518914	4551.2492655724	15493.0253254504	5600.7999998377	16657.9665967877	6952.2504817963	9225.0932090794	21319.216319803	12649.4870437913	11146.0757814205	9285.3354815914	11334.5167999603
PWY-7560: methylerythritol phosphate pathway II	6485.5988143802	9500.5546759997	17946.1954799186	8958.8593693932	6412.5335878306	17956.6387804605	15213.9734393971	15668.9817519242	9689.4496947287	22444.9126571365	19828.2939575414	12804.1618357004	7367.0208604982	2301.4064968119	20096.9682626081	7174.41754269	15195.7810137284	3480.4469430863	5255.800194859	18021.4037028748	6881.5957659871	18410.237866228	5270.0539588856	17956.3435561497	6698.4793386935	8973.0016324483	27227.1987013154	12650.8657898546	11102.6744942487	8934.7318906221	10874.8699971791
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	6467.6690364094	7490.862383974	12281.6965329819	8620.6249940423	6187.5638079697	8940.1443560376	9892.7987725047	10840.2533213396	6291.1472805332	13036.6011127706	13011.1412064658	10662.9177454971	6968.5493959083	1246.750329109	10646.3935440557	7371.8515373025	13023.0551711879	3086.2665456482	5536.0003212553	12603.6542059606	4370.8799941034	12047.5026363923	7025.8245271467	15396.8496111981	7657.5265940034	7521.2900334253	17865.6932732198	8404.9395931277	9244.1120885486	8133.0346264327	9137.3766911511
PWY-2942: L-lysine biosynthesis III	6351.2650306617	8493.6440363434	15071.5537364636	8960.8584242521	6159.9189981171	15200.7183843854	12853.3990499255	13907.7558377242	7775.8449900638	18541.7369774696	2181.3460676191	17870.0850064843	8529.9095740776	1195.589604933	3648.4135757899	7740.8777717087	15520.6204222334	3760.1471043189	7388.9387879367	15026.9204430628	4031.7176259154	10408.8017831233	9654.6672094138	14769.4806954346	7264.2744952226	9331.8452831798	22458.4052899205	11916.0683749679	12383.8666023477	11275.3462585139	14307.6213370718
PWY-6527: stachyose degradation	6277.8313989748	7712.0021363895	14940.09495953	7336.4672485373	7689.4902238846	12459.5878626613	12609.2582510265	11613.582423707	7208.3404365056	17954.1767269547	19379.5552667574	15456.0957736142	7225.1598721515	2455.5472243768	16779.0420017856	12881.1969225684	13669.4217757958	2450.8345382384	5870.0946740901	13180.7169422872	6400.370959264	16874.672330214	3012.1197061401	15992.0178409651	6928.3610504051	7824.1070202065	19596.716170536	7660.240025802	7862.7842365336	9016.7585854838	5864.8313256728
PWY-7199: pyrimidine deoxyribonucleosides salvage	6264.4355641384	6305.6892299093	11744.8352492985	7420.6425585842	5741.656563072	8902.7049396607	9083.2033492174	13308.8601844414	5855.7676567887	14606.0038979153	11164.7204076187	15073.5093504932	7637.6153452715	1762.0709976112	12916.2282001703	7961.4327167841	13880.2318236444	3711.2136192881	7084.2511174179	14731.9799761116	4971.3085061609	14525.3639083206	7433.0550234047	12992.6626922142	6561.9566126037	9003.8803171909	18314.601864705	9906.8336277212	11125.144806507	10042.5047893127	11980.6221207103
1CMET2-PWY: folate transformations III (E. coli)	6237.1116974692	8906.1000735331	14375.8734190508	9053.7451100375	6408.5167856227	15784.7359874525	12643.32295844	16109.0603809118	7471.2000248365	18149.9354971827	19325.8931371484	14998.0523589209	8589.7359963398	2282.1712632574	18654.7680377158	8558.6843654154	16255.8330796525	4082.2893808589	7453.9867483472	12635.7185748826	6154.7274864904	19574.3341410772	9211.8754454	19325.1373120921	8751.5471792773	10588.715992798	27467.5190019042	12584.4158916135	11491.705689752	10945.6366132282	13559.7069512533
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	5972.5057407509	10034.7849914822	16281.5025875721	9198.2028693775	7533.2743563854	15922.4920042444	14022.2428092328	15490.726309006	8237.6889230532	18950.0061818543	36755.8528705753	29676.410293916	5625.4563873211	5548.4580677484	46275.1330496192	14027.5093948926	15823.9591726448	3076.3821388196	6368.9112400172	12271.8983746202	16934.439026218	65061.5867728323	6876.3404193291	39791.5919734166	9310.0567660264	9939.1773960795	73971.4500358078	11431.2761973386	10515.7291413342	9840.3277821476	9794.2203688604
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	5827.3001122323	8480.9276004148	13512.3468037521	8816.0845039541	6278.1041304948	12594.1102280724	11493.7547303316	12318.0442947346	7162.1527731581	17152.924515085	14467.6439820011	9619.9826033819	8591.1562052662	1682.9926203822	14022.7753637307	8626.1802445006	15438.81068137	3604.9194109417	7147.5720457511	13380.1396473466	5095.7532104809	14874.9660292507	7634.9689799374	17248.5889078609	7766.7967348819	8816.2203841888	20935.7628893565	10846.4085475305	11204.7373658339	10591.646337662	11925.6020247994
HSERMETANA-PWY: L-methionine biosynthesis III	5786.1844127925	6789.8361305673	12566.8744949508	6233.982594735	6637.4058980487	15419.4286174054	10864.9432929818	12688.0725686593	6728.9352441721	16624.6146529142	507.4229284237	11820.1309277739	5543.553433156	390.5323652154	2653.4476356036	4342.0927012436	12952.5223328741	2095.0268351451	4015.2724604831	8914.8464638461	1187.8489443979	3768.7798790042	4985.9308317879	7296.4033740571	5274.7675582728	6470.7771587527	8929.4687887562	8210.4322700932	7957.4711284359	8917.2780036398	9110.9484263035
PWY-6823: molybdopterin biosynthesis	5579.7978083401	8268.9914700893	15997.2248866807	8466.0755825347	5822.499546992	11715.8251368489	12902.5991831316	11452.7118499147	8342.1377274092	20397.7907285197	12390.1620186177	9713.2645938977	3687.7886232733	1591.1766517712001	12137.3179149331	6254.7830756776	9591.2868294636	2526.3744324455	3132.6568085436	8387.095866225	4255.0790944877	13150.3957578296	1671.5506303298	13350.1135331899	6195.453839922	6143.5046194116	19571.8631175839	7054.8143394154	6131.9137530501	5653.6700660904	6133.6668004563
PWY-3001: superpathway of L-isoleucine biosynthesis I	5487.9792859752	8543.4700460627	14016.2961498652	8034.0253288071	5277.2939099756	14980.1344487247	11462.8529087387	14628.9264652863	7590.8521194599	18049.1852400959	24565.9292063463	17977.757422217	6603.8212709262	3248.5350544132	27866.7490545333	10731.479044777	14917.1796682053	3647.0819931982	6052.996912957	13862.1393349881	10461.7462093921	27423.6420686501	8005.9272806645	24077.5229838723	7022.9901838167	7972.258896963	41106.824268928	12473.5852433848	11985.0415308376	10921.7194212757	10849.2987044896
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	5231.4494860183	0	18787.936573339	0	0	20091.8791295511	14820.4793793552	0	9528.178311554	0	20224.5450160156	10363.6600348795	0	4333.5018160551	25136.9287745222	6284.8932131151	13478.9335934219	2400.0155602062	3418.1884940946	15184.6502656683	8279.1230525914	23567.7250309833	3823.7346142075	15411.3287491316	0	0	30329.9393174226	9885.6367853943	11165.5249910851	7413.598936105	5865.6529162149
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	5222.7324707681	5084.077769046	13410.5174649843	5050.5545507771	5077.0475600355	11233.4316698365	11720.2723530109	9162.4855002687	7198.6784878717	16025.6396137699	19810.8033862954	6019.617897994	4980.4088881094	2803.6637958332	19004.450241445	5704.9472386996	10210.5236492146	2164.861163378	3763.9632861919	6448.554338439	5359.3970164179	19786.1591052419	4093.0993662229	16329.4572651434	4627.2130049442	5664.1803212832	26872.2384999725	5553.4677333646	6244.6885707845	5645.7998399827	5941.5869930822
PANTO-PWY: phosphopantothenate biosynthesis I	5214.2914975966	7336.2387137367	12299.5259458272	7838.4242637038	5739.1039781391	11264.1516908669	10463.6068101206	10744.0933702421	6275.7112907855	15639.9011770767	16159.2581709815	8150.1003721115	7912.2936279992	2365.7703018042	18895.2589558126	9171.4516743157	14919.0909834064	3478.520340831	6482.956885603	12173.7480895543	6732.0661102984	18571.6884660645	8019.643406048	20820.6625332431	6997.2641293308	8150.9907698056	23939.9814094268	10400.0674290044	10870.4992196476	9595.2345707644	11513.9250599556
THRESYN-PWY: superpathway of L-threonine biosynthesis	5192.0118345509	7717.0185518762	13203.8337717287	7428.7639398576	4804.1260575165	15153.0001346228	10386.7649266039	13963.0739522124	7280.050602243	17607.6765237074	31034.9411774626	16872.5281571325	7352.6383095629	3583.7006719756	27815.5511618021	10600.3135238441	15068.0910196086	3711.3250795884	5959.4355610091	11968.4018820385	9426.1925409743	28222.277459841	9380.2385550554	23029.3729280732	6812.6041574365	6690.3108438031	38087.0945650376	12977.2678693282	10126.6758919418	9116.3132456738	9587.3272879013
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	5123.1114771352	7622.3681516982	13145.2765699938	7555.3387625419	5546.1425732095	15544.6244755039	10751.0711185555	13603.425314585	7222.5615003064	18117.1505742362	20746.5352804378	16118.2269388847	4231.9551890555	584.9413451433	11735.6193428436	6883.6461173965	10715.4838235926	3399.9113336478	3743.6563956543	10116.8616157239	3127.8765548422	7220.820184376	4647.4930864676	11372.7167206406	5473.4528911345	7829.7148941625	17873.9080385223	11716.1660589373	10127.2820072828	9823.2094064503	10658.4278731344
TRPSYN-PWY: L-tryptophan biosynthesis	4983.5628729929	10036.5825900915	13192.8641492049	8832.6092085178	6368.629186056	14062.8788250444	12073.8296842731	15405.9719742697	6827.7082176819	15866.6540356227	13246.0910117179	18775.0072900057	8852.340255454	1910.3201034244	14606.1765635612	9558.0036129628	14137.6828175931	2740.203963981	6486.8884435291	14193.0792464798	5271.0982761565	17354.2227604422	7859.7574207361	17214.8292071054	8612.2359767392	9606.7307275237	24311.6828987901	9010.4184706571	9821.4114898234	10430.3935138864	10009.5479929106
PWY-7237: myo-, chiro- and scyllo-inositol degradation	4956.4987145116	7077.7117741036	13171.3089733943	7686.6526686535	4642.4736505596	11856.2847808255	10668.5582320268	11628.2591461062	7065.3238842426	16961.3356339403	30435.8430218806	0	4482.0090257645	0	32239.3283568164	9967.7699554704	11035.6475577863	2542.0091509627	4506.5839989371	14033.9266784713	5528.2489832664	36709.2349396301	6532.4788410884	14273.042592508	7508.2219743607	6423.5753420752	0	6074.4722214894	7556.6626937597	6859.5135113007	5083.5398583237
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	4935.5915105497	7975.167508257	14715.9837297892	7141.1789246409	5501.5634716603	15949.7390246709	12645.1466013163	13350.7772719276	7879.9068082253	17954.282690313	19764.0777484299	12539.9656820408	6256.2674155073	2822.4877563945	23676.4654227713	7244.799718406	12542.1861469255	2926.0001266443	5020.4472237261	8329.7871872267	6514.7996432513	19987.0649435708	7358.9097998018	14576.3228710429	5789.3673344893	8005.5970366517	26523.9060757673	10048.5375414755	8972.3947544056009	7355.135667151	10610.982227485
PWY-6628: superpathway of L-phenylalanine biosynthesis	4730.1648352422	5838.1710788269	8660.7850611882	4846.1965184125	4130.3009258767	13431.3996608648	6020.8771575398	12288.054361492	4821.6430379509	13164.6177888609	19856.3570128045	15897.9205801962	3291.0273267371	2174.8862105756	15863.5466733775	7032.110055222	9181.6820651468	1943.3577433033	2997.1899606664	5511.0516751832	5673.2905057844	16468.386686814	4048.4651565139998	15191.6485529768	3439.4763773079	4033.0772262049	22929.9115066888	5739.1032158388	5119.7222218817	6969.3289364721	4913.3018264257
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	4554.9774506841	6503.8801477542	10557.780611585	6259.8174976284	4488.1427156917	10561.736539634	9569.1170750879	8378.2351694171	5129.1429890593	14220.2633672812	23110.414016318002	8266.2582245162	5875.0212625637	3254.8386618611	21634.1074330036	6976.4690267782	12701.4947492834	1461.2924443995	4431.7470158406	7379.0756950533	9886.6368209452	21381.29552038	5540.2594904146	17231.3336393837	4846.8436481312	5876.5310609945	27830.0540278248	6413.9582511629	6058.5069945891	5052.6198222165	8014.9878673846
PWY-6897: thiamine diphosphate salvage II	4467.623161614	5692.7649000115	8208.9409404725	5002.3175948673	4458.7567548497	5812.232075627	5532.2259647607	7413.2956249996	4198.983927659	8293.169113584	15857.132363101	5780.8562780155	5667.7658606224	1868.8814651259	16615.6381172324	7987.910969406	10060.1789218568	2804.3596061469	5118.686388817	13837.28356746	5439.5112791252	15932.9509167606	5406.8497538523	15448.7021378853	6430.3390216394	6885.341981905	23712.7831852334	7816.7454818163	10100.5655080349	7908.3561423415	8841.2571648345
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	4463.7971582631	5182.0819252236	8063.1692834164	4534.3262549176	4477.8327176779	6094.6706281215	5577.7958861785	7803.1921383993	4107.7906618845	8506.6659006591	210.7341849565	9990.7323573308	4714.8866516285	0	37.8337322061	5274.9751030313	10232.4298717935	2133.6664061747	3990.0405450488	6394.1943953649	63.1763107206	2159.8133153704	4790.942625625	3063.8726188051	6650.1929266751	3991.7862435492	9.9973261606	6052.3195582245	7216.28102304	5354.7110016174	5995.1182205728
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	4444.3659168829	8895.0625382035	14161.5730468547	8094.1879969699	5703.6438625656	16146.5147627428	12391.3973617149	12550.0053219849	7437.5820550189	18092.8848712607	18733.3622784071	14572.5609690055	3364.786009129	2972.4437807408	17860.1684713741	8103.5717337783	12083.5537367527	2571.4928198124	3307.2818846985	6635.1059414839	2292.433004579	21732.010323929	4008.9528555811	12456.4847573632	6621.5453210106	6029.055548155	25589.3248761803	9404.9800640032	6978.1960322669	5871.057253133	7303.1461255799
PWY-5100: pyruvate fermentation to acetate and lactate II	4444.3659168829	8895.0625382035	14161.5730468547	8094.1879969699	5703.6438625656	16146.5147627428	12391.3973617149	12550.0053219849	7437.5820550189	18092.8848712607	18733.3622784071	14572.5609690055	3364.786009129	2972.4437807408	17860.1684713741	8103.5717337783	12083.5537367527	2571.4928198124	3307.2818846985	9430.2382067493	5183.2283179528	21732.010323929	4008.9528555811	12720.1829445114	6621.5453210106	6029.055548155	25589.3248761803	9404.9800640032	7358.8405073734	5871.057253133	7303.1461255799
