measure1	measure2	rho	p	type1	type2	Padj	Padj_taxa_metabo
Lawsonibacter_asaccharolyticus.t__SGB15154	plasma_untarg_proline	0.5655722932483527	0.00753813490178071	species_relab	plasma_untarg_metabo	0.01682302266488546	0.01810144236282868
Clostridium_sp_AM22_11AC.t__SGB4749	feces_untarg_N-methylproline	0.4699800999606722	0.00763540873050707	species_relab	feces_untarg_metabo	0.0169725285838318	0.01821519076232079
Lawsonibacter_asaccharolyticus.t__SGB15154	feces_untarg_prolylhydroxyproline	-0.46538478738047506	0.00833465339237604	species_relab	feces_untarg_metabo	0.01811963166662766	0.019021078038861463
Clostridium_sp_AF36_4.t__SGB4644	feces_untarg_proline	-0.46664790145206786	0.00813725398340491	species_relab	feces_untarg_metabo	0.01780366228834971	0.019021078038861463
Dorea_sp_AF36_15AT.t__SGB4552	plasma_untarg_proline	0.5597003330443151	0.00833143203313887	species_relab	plasma_untarg_metabo	0.01811458018670723	0.019021078038861463
Oscillibacter_sp_ER4.t__SGB15254	feces_untarg_N-methylproline	0.4668862829642807	0.00810044760961079	species_relab	feces_untarg_metabo	0.0177577935049019	0.019021078038861463
Lachnospiraceae_bacterium_CLA_AA_H244.t__SGB4993	feces_untarg_N-methylproline	0.4654324555707086	0.00832713086271765	species_relab	feces_untarg_metabo	0.0181130357284448	0.019021078038861463
Lachnospiraceae_bacterium.t__SGB4781	feces_untarg_N-methylproline	0.4653635494297227	0.00833800681155571	species_relab	feces_untarg_metabo	0.01812435107820561	0.019021078038861463
Blautia_wexlerae.t__SGB4831	feces_untarg_prolylhydroxyproline	-0.46566498835579434	0.0082905171794807	species_relab	feces_untarg_metabo	0.01805480465519505	0.019021078038861463
Senegalimassilia_anaerobia.t__SGB14824_group	feces_untarg_proline	-0.4648029034700701	0.00842694548685904	species_relab	feces_untarg_metabo	0.01827125645715705	0.019104565855301552
Ruminococcus_torques.t__SGB4608	plasma_untarg_2-piperidinone	0.558297575317387	0.00853073747163154	species_relab	plasma_untarg_metabo	0.01844654270336615	0.0192204887478118
Barnesiella_intestinihominis.t__SGB1965	feces_untarg_prolylhydroxyproline	-0.4620448035594928	0.00887626331055565	species_relab	feces_untarg_metabo	0.01902042956850907	0.019876295143268784
Coprococcus_catus.t__SGB4670	plasma_untarg_2-piperidinone	0.5525153387262158	0.00939400518588917	species_relab	plasma_untarg_metabo	0.01986405812572687	0.020848204438493816
Gemmiger_formicilis.t__SGB15300	feces_untarg_proline	-0.4585136719772153	0.00948093825875204	species_relab	feces_untarg_metabo	0.02002210724604097	0.020848204438493816
Blautia_wexlerae.t__SGB4831	feces_untarg_proline	-0.45850963398401495	0.00948164914189034	species_relab	feces_untarg_metabo	0.02002210724604097	0.020848204438493816
Escherichia_coli.t__SGB10068	feces_untarg_N-methylproline	-0.4574269896441188	0.0096738777678964	species_relab	feces_untarg_metabo	0.02031957440379405	0.021143505301090933
Blautia_obeum.t__SGB4811	feces_untarg_N-methylproline	0.4564466415848414	0.00985077012668263	species_relab	feces_untarg_metabo	0.02059465224806502	0.021401970810947378
Romboutsia_timonensis.t__SGB6148	feces_untarg_N-methylproline	0.45491365453618415	0.01013284487597445	species_relab	feces_untarg_metabo	0.02109057690403288	0.021755813998415727
Blautia_obeum.t__SGB4811	feces_untarg_proline	-0.45521632718703847	0.01007661912738626	species_relab	feces_untarg_metabo	0.0209820375782531	0.021755813998415727
Oscillibacter_valericigenes.t__SGB15053	feces_untarg_prolylhydroxyproline	-0.45374792201931097	0.01035187313614199	species_relab	feces_untarg_metabo	0.02144847800919395	0.022096103477729976
Blautia_wexlerae.t__SGB4837	feces_untarg_N-methylproline	0.4531658031907005	0.01046273129627566	species_relab	feces_untarg_metabo	0.02162533593166913	0.022119812928201785
Clostridium_sp_AM49_4BH.t__SGB4652	feces_untarg_proline	-0.4530537480861141	0.01048418530569564	species_relab	feces_untarg_metabo	0.02165636843908897	0.022119812928201785
Dorea_longicatena.t__SGB4582	feces_untarg_prolylhydroxyproline	-0.45102993722752144	0.01087808674252989	species_relab	feces_untarg_metabo	0.02227843648031118	0.022818975063352932
Dorea_formicigenerans.t__SGB4575	plasma_untarg_proline	0.5408328004695669	0.01135666374046129	species_relab	plasma_untarg_metabo	0.02303180262250351	0.02368675580153355
Odoribacter_splanchnicus.t__SGB1790	plasma_untarg_proline	0.5394583842040789	0.01160801191648793	species_relab	plasma_untarg_metabo	0.0234214856438977	0.024073433804080082
Dorea_longicatena.t__SGB4581	feces_untarg_N-methylproline	0.4455230017073221	0.01201346128607272	species_relab	feces_untarg_metabo	0.02409083204798921	0.024773521861110412
Blautia_luti.t__SGB4832	feces_untarg_proline	-0.4447123964329662	0.01218869296790887	species_relab	feces_untarg_metabo	0.02436651719146907	0.02499366816453223
Bacteroides_cellulosilyticus.t__SGB1844	plasma_untarg_proline	0.5358534516865373	0.012288842213853	species_relab	plasma_untarg_metabo	0.02453755263225255	0.02505825367629243
Faecalicatena_fissicatena.t__SGB4871	plasma_untarg_proline	0.532358692890023	0.01297949416433768	species_relab	plasma_untarg_metabo	0.02559242194408692	0.026319529833240294
Adlercreutzia_equolifaciens.t__SGB14797	feces_untarg_N-methylproline	0.4401046263236016	0.01322601073775069	species_relab	feces_untarg_metabo	0.02596431393808091	0.026671237123088408
Escherichia_coli.t__SGB10068	feces_untarg_proline	0.4385769763346084	0.01358581949266144	species_relab	feces_untarg_metabo	0.02653640657342013	0.02724628634517267
Oscillibacter_valericigenes.t__SGB15053	feces_untarg_proline	-0.437157469656328	0.0139274590745932	species_relab	feces_untarg_metabo	0.0270258070540553	0.027647831413997223
Faecalibacillus_intestinalis.t__SGB6754	feces_untarg_N-methylproline	0.43711604022254463	0.01393753693198764	species_relab	feces_untarg_metabo	0.02703756203025812	0.027647831413997223
Eubacterium_ramulus.t__SGB4959	feces_untarg_prolylhydroxyproline	-0.4302878559655904	0.01568391701404097	species_relab	feces_untarg_metabo	0.0296666723157687	0.030943944379053803
Dysosmobacter_welbionis.t__SGB15078	feces_untarg_N-methylproline	0.428973575463277	0.01604013740222749	species_relab	feces_untarg_metabo	0.03019206518680343	0.031141756126665074
Coprococcus_catus.t__SGB4670	plasma_untarg_proline	0.5188421402217573	0.01595328998634424	species_relab	plasma_untarg_metabo	0.03005548649934952	0.031141756126665074
Bacteroides_ovatus.t__SGB1871	feces_untarg_prolylhydroxyproline	-0.4291155904668034	0.01600132434602403	species_relab	feces_untarg_metabo	0.03012866007182969	0.031141756126665074
Faecalibacterium_prausnitzii.t__SGB15316	feces_untarg_N-methylproline	0.4268480791642464	0.01663046580627508	species_relab	feces_untarg_metabo	0.03105465938541582	0.031788864077187715
Anaerostipes_hadrus.t__SGB4540	plasma_untarg_proline	0.5166409496560768	0.01648580529988528	species_relab	plasma_untarg_metabo	0.03086094172143391	0.031788864077187715
Adlercreutzia_equolifaciens.t__SGB14797	feces_untarg_proline	-0.4268329887593685	0.01663472065409001	species_relab	feces_untarg_metabo	0.03105465938541582	0.031788864077187715
Alistipes_onderdonkii.t__SGB2303	plasma_untarg_2-piperidinone	0.5152884864370818	0.0168200356773939	species_relab	plasma_untarg_metabo	0.03134261727583827	0.03197558865754569
Roseburia_faecis.t__SGB4925	feces_untarg_N-methylproline	0.4234969656870002	0.01759781267560269	species_relab	feces_untarg_metabo	0.03248888886042964	0.033280837443497316
Lachnospira_eligens.t__SGB5082	feces_untarg_prolylhydroxyproline	-0.420578796651495	0.01847778899225145	species_relab	feces_untarg_metabo	0.03381644884323425	0.03476491227923598
Adlercreutzia_equolifaciens.t__SGB14797	plasma_untarg_2-piperidinone	0.5082671954877783	0.01864396204552937	species_relab	plasma_untarg_metabo	0.03405990242544275	0.0348976725467601
Blautia_SGB4815.t__SGB4815	plasma_untarg_proline	0.5067810340974631	0.0190496512310358	species_relab	plasma_untarg_metabo	0.034639943483111973	0.0354751158128983
Blautia_massiliensis.t__SGB4826	plasma_untarg_proline	0.503719671366946	0.01990765042006201	species_relab	plasma_untarg_metabo	0.03587039315284811	0.03687781763888253
Roseburia_inulinivorans.t__SGB4940	feces_untarg_N-methylproline	0.41577705493690353	0.02000495313013354	species_relab	feces_untarg_metabo	0.03600391930306881	0.03687781763888253
Lacrimispora_amygdalina.t__SGB4716	feces_untarg_N-methylproline	0.4135613511951354	0.02074401265091127	species_relab	feces_untarg_metabo	0.03705522844935356	0.037857823087913064
Odoribacter_splanchnicus.t__SGB1790	feces_untarg_prolylhydroxyproline	-0.4138427610828916	0.02064891605939224	species_relab	feces_untarg_metabo	0.03691949387960023	0.037857823087913064
Blautia_luti.t__SGB4832	feces_untarg_N-methylproline	0.4125906616003264	0.02107481476123811	species_relab	feces_untarg_metabo	0.03755091287862076	0.03827018600921349
Lachnospiraceae_bacterium.t__SGB4781	plasma_untarg_2-piperidinone	0.4993502271458874	0.02118558714014318	species_relab	plasma_untarg_metabo	0.03768522484949912	0.038280887654219116
Alistipes_finegoldii.t__SGB2301	plasma_untarg_2-piperidinone	0.4989131043721799	0.02131695748487724	species_relab	plasma_untarg_metabo	0.0378719953484521	0.038328519615665975
Eubacterium_ramulus.t__SGB4959	feces_untarg_proline	-0.41114517353092334	0.02157547850148321	species_relab	feces_untarg_metabo	0.0382639034652744	0.03860318457373222
Dorea_sp_AF36_15AT.t__SGB4552	feces_untarg_N-methylproline	0.4108273280924166	0.02168687281023251	species_relab	feces_untarg_metabo	0.03842430915806651	0.03861321256456032
Mediterraneibacter_faecis.t__SGB4563	feces_untarg_N-methylproline	0.41051490406686986	0.02179682852521236	species_relab	feces_untarg_metabo	0.03859420303028975	0.038620594231565594
Fusicatenibacter_saccharivorans.t__SGB4874	plasma_untarg_proline	0.4954770637084596	0.02237242419348165	species_relab	plasma_untarg_metabo	0.03938485864385066	0.03940950007844165
Phocaeicola_dorei.t__SGB1815	feces_untarg_prolylhydroxyproline	-0.4086631329478325	0.02245801648305716	species_relab	feces_untarg_metabo	0.03949925022477722	0.03940950007844165
Faecalibacterium_prausnitzii.t__SGB15318	plasma_untarg_2-piperidinone	0.4947898555757157	0.02258843466224968	species_relab	plasma_untarg_metabo	0.03967329789173154	0.03944870168287623
Anaerobutyricum_hallii.t__SGB4532	plasma_untarg_2-piperidinone	0.4934154393102275	0.02302544377102877	species_relab	plasma_untarg_metabo	0.04028304681939197	0.03983028893167242
Bacteroides_cellulosilyticus.t__SGB1844	feces_untarg_prolylhydroxyproline	-0.40687556956279786	0.02311184971904949	species_relab	feces_untarg_metabo	0.04041669195538756	0.03983028893167242
Bifidobacterium_adolescentis.t__SGB17244	feces_untarg_N-methylproline	0.4068149203485623	0.02313430480414946	species_relab	feces_untarg_metabo	0.04045245411502934	0.03983028893167242
Alistipes_putredinis.t__SGB2318	plasma_untarg_proline	0.4927282311774835	0.02324646025744494	species_relab	plasma_untarg_metabo	0.04059228287446704	0.03983548353975307
Veillonella_parvula.t__SGB6939	feces_untarg_N-methylproline	-0.4058514588502677	0.02349343410346437	species_relab	feces_untarg_metabo	0.0409279070890693	0.04007057685871259
Faecalibacterium_prausnitzii.t__SGB15342	plasma_untarg_2-piperidinone	0.4906666067792514	0.02391966491360688	species_relab	plasma_untarg_metabo	0.04152345168733083	0.040331396421378576
Alistipes_putredinis.t__SGB2318	feces_untarg_N-methylproline	0.40457088703871935	0.02397784389983329	species_relab	feces_untarg_metabo	0.04159509282278505	0.040331396421378576
Blautia_sp_MCC283.t__SGB4828	plasma_untarg_2-piperidinone	0.4909652044248379	0.02382121126821688	species_relab	plasma_untarg_metabo	0.041395278594334	0.040331396421378576
Faecalibacterium_prausnitzii.t__SGB15317	feces_untarg_N-methylproline	0.4039091116455588	0.024231373507240542	species_relab	feces_untarg_metabo	0.0419310826119719	0.04038562251206757
Ruminococcus_gnavus.t__SGB4571	feces_untarg_prolylhydroxyproline	-0.40407207679709406	0.02416873745205541	species_relab	feces_untarg_metabo	0.04185500090722874	0.04038562251206757
Blautia_wexlerae.t__SGB4837	plasma_untarg_proline	0.4886049823810191	0.024608291298678808	species_relab	plasma_untarg_metabo	0.04241960645309204	0.04045957803611606
Faecalibacillus_intestinalis.t__SGB6754	feces_untarg_proline	-0.4034750341478205	0.02439886254496133	species_relab	feces_untarg_metabo	0.04215004337685207	0.04045957803611606
Senegalimassilia_anaerobia.t__SGB14824_group	plasma_untarg_2-piperidinone	0.4889245545695623	0.0245005275937905	species_relab	plasma_untarg_metabo	0.04227718680064235	0.04045957803611606
Senegalimassilia_anaerobia.t__SGB14824_group	feces_untarg_prolylhydroxyproline	-0.40180750081690225	0.02505113842756032	species_relab	feces_untarg_metabo	0.04299450834376408	0.04100298442179156
Phocaeicola_dorei.t__SGB1815	feces_untarg_N-methylproline	0.40099888705966663	0.02537254494773035	species_relab	feces_untarg_metabo	0.04342465186035393	0.041159906248540344
Alistipes_finegoldii.t__SGB2301	feces_untarg_proline	-0.40099888705966663	0.02537254494773023	species_relab	feces_untarg_metabo	0.04342465186035393	0.041159906248540344
Bacteroides_cellulosilyticus.t__SGB1844	feces_untarg_N-methylproline	0.39814912692699367	0.02653230771538308	species_relab	feces_untarg_metabo	0.04508146297038185	0.04285085095626028
Eubacteriaceae_bacterium.t__SGB5043	plasma_untarg_2-piperidinone	0.47974314260941303	0.02774981590135559	species_relab	plasma_untarg_metabo	0.04679548979871724	0.04461974803521934
Bacteroides_caccae.t__SGB1877	feces_untarg_prolylhydroxyproline	-0.39317028721962993	0.02866241277785109	species_relab	feces_untarg_metabo	0.04800543725564054	0.04584318817052102
Intestinibacter_bartlettii.t__SGB6140	plasma_untarg_2-piperidinone	0.4770578062911603	0.02876189066040908	species_relab	plasma_untarg_metabo	0.0481161319836725	0.04584318817052102
Oliverpabstia_intestinalis.t__SGB4868	feces_untarg_N-methylproline	0.39087187924322786	0.02969172536682907	species_relab	feces_untarg_metabo	0.04934242266727923	0.04711947721257657
Lacrimispora_amygdalina.t__SGB4716	feces_untarg_prolylhydroxyproline	-0.3901722567070619	0.03001094891376693	species_relab	feces_untarg_metabo	0.04974785706811332	0.04741989763430705
Dorea_longicatena.t__SGB4582	plasma_untarg_proline	0.4703577993327435	0.03141445223487124	species_relab	plasma_untarg_metabo	0.05160799566381673	0.04921148096878971
Alistipes_onderdonkii.t__SGB2303	plasma_untarg_proline	0.4706572002102479	0.03129195162279586	species_relab	plasma_untarg_metabo	0.05148639875178603	0.04921148096878971
Alistipes_putredinis.t__SGB2318	feces_untarg_prolylhydroxyproline	-0.3850327758283739	0.0324425733703621	species_relab	feces_untarg_metabo	0.05298209655150111	0.05060486871872721
Alistipes_finegoldii.t__SGB2301	feces_untarg_prolylhydroxyproline	-0.3835078429067672	0.03319402245980321	species_relab	feces_untarg_metabo	0.05401692000737555	0.05155667318224754
Ruminococcus_gnavus.t__SGB4571	feces_untarg_proline	-0.3824222755075093	0.03373750792124529	species_relab	feces_untarg_metabo	0.05473799431706065	0.05217877284429886
Eubacterium_rectale.t__SGB4933	plasma_untarg_proline	0.4629100498862757	0.0345851138007016	species_relab	plasma_untarg_metabo	0.05588402668028817	0.05326399382808475
Oscillibacter_sp_ER4.t__SGB15254	feces_untarg_proline	-0.37944894972230464	0.03526306919820571	species_relab	feces_untarg_metabo	0.05681115835293809	0.05407991704766842
Anaerostipes_hadrus.t__SGB4540	feces_untarg_N-methylproline	0.3775793281244699	0.03625055165541571	species_relab	feces_untarg_metabo	0.05804979212312086	0.055361721147392184
Roseburia_faecis.t__SGB4925	plasma_untarg_2-piperidinone	0.454493503524707	0.03846436748057561	species_relab	plasma_untarg_metabo	0.06098982653481918	0.05849789221004208
Clostridium_sp_AM49_4BH.t__SGB4652	feces_untarg_N-methylproline	0.37144231342600587	0.0396498277926885	species_relab	feces_untarg_metabo	0.06251090603008876	0.05980242621624505
Bifidobacterium_adolescentis.t__SGB17244	feces_untarg_proline	-0.3715276593017533	0.03960085903626152	species_relab	feces_untarg_metabo	0.06244346145472403	0.05980242621624505
Lacrimispora_amygdalina.t__SGB4716	plasma_untarg_proline	0.45168798807085087	0.03983019101318598	species_relab	plasma_untarg_metabo	0.06270217399337236	0.0598272416453205
Alistipes_communis.t__SGB2290	plasma_untarg_2-piperidinone	0.4494341188146084	0.04095456475876369	species_relab	plasma_untarg_metabo	0.06407725287977473	0.06126400056126536
Faecalibacterium_SGB15346.t__SGB15346	plasma_untarg_proline	0.4487469106818643	0.0413022512995208	species_relab	plasma_untarg_metabo	0.06447933770577853	0.06153192540540855
Anaerobutyricum_hallii.t__SGB4532	plasma_untarg_proline	0.44737249441637617	0.04200450371894931	species_relab	plasma_untarg_metabo	0.0653097689402204	0.06232375551795324
Lawsonibacter_asaccharolyticus.t__SGB15154	plasma_untarg_2-piperidinone	0.4466852862836322	0.0423590891214785	species_relab	plasma_untarg_metabo	0.06574962237126485	0.06259541509854111
Roseburia_faecis.t__SGB4925	plasma_untarg_proline	0.4460769571631384	0.04267490938341634	species_relab	plasma_untarg_metabo	0.06615550238554288	0.06280783034252807
Dorea_formicigenerans.t__SGB4575	plasma_untarg_2-piperidinone	0.44531087001814407	0.04307522716095614	species_relab	plasma_untarg_metabo	0.06655911000356961	0.0631424012600361
Alistipes_putredinis.t__SGB2318	plasma_untarg_2-piperidinone	0.4425620374871679	0.04453564602956368	species_relab	plasma_untarg_metabo	0.06839148564871805	0.0649623243579157
Gemmiger_formicilis.t__SGB15299	feces_untarg_proline	-0.3631058268581515	0.04467272168174477	species_relab	feces_untarg_metabo	0.06858632669095756	0.0649623243579157
Fusicatenibacter_sp_CLA_AA_H277.t__SGB4780	plasma_untarg_2-piperidinone	0.44039491268081565	0.045713800913697	species_relab	plasma_untarg_metabo	0.06990421848294531	0.06621244973610875
Mediterraneibacter_faecis.t__SGB4563	plasma_untarg_proline	0.43775158055795954	0.04718330451908436	species_relab	plasma_untarg_metabo	0.07168266962439314	0.0680707752943312
Ruminococcus_bromii.t__SGB4285	feces_untarg_N-methylproline	0.35815025288069746	0.04789144123237437	species_relab	feces_untarg_metabo	0.0724747325992363	0.06882037814888442
Blautia_obeum.t__SGB4811	plasma_untarg_2-piperidinone	0.4329411236287512	0.04995084291383077	species_relab	plasma_untarg_metabo	0.07506764170060803	0.07149826534724797
Eubacterium_ramulus.t__SGB4959	plasma_untarg_2-piperidinone	0.4295006418010757	0.05200561105555958	species_relab	plasma_untarg_metabo	0.0775491252877116	0.07414862513780955
Gemmiger_formicilis.t__SGB15300	plasma_untarg_2-piperidinone	0.4280144804107606	0.05291300233156891	species_relab	plasma_untarg_metabo	0.07857699624965542	0.07514881654094417
Fusicatenibacter_sp_CLA_AA_H277.t__SGB4780	plasma_untarg_proline	0.4252833225398072	0.05461214315248522	species_relab	plasma_untarg_metabo	0.08069048128205143	0.07726136531262444
Fusicatenibacter_saccharivorans.t__SGB4874	feces_untarg_N-methylproline	0.3473587649796591	0.05553915086653296	species_relab	feces_untarg_metabo	0.08183244099854209	0.07826945971538429
Bifidobacterium_adolescentis.t__SGB17244	plasma_untarg_2-piperidinone	0.4216541329006604	0.05693422645915526	species_relab	plasma_untarg_metabo	0.08354024341985133	0.07992689483689103
Blautia_massiliensis.t__SGB4826	feces_untarg_proline	-0.34414171302126917	0.057996270069074	species_relab	feces_untarg_metabo	0.08475282453140484	0.08110589492418395
Bacteroides_ovatus.t__SGB1871	plasma_untarg_2-piperidinone	0.4165586714504493	0.06032078087176677	species_relab	plasma_untarg_metabo	0.08757320446464513	0.08403467564196515
Faecalibacterium_prausnitzii.t__SGB15342	plasma_untarg_proline	0.41576092031014994	0.06086456462746319	species_relab	plasma_untarg_metabo	0.08821033763024887	0.08446983303811431
Bacteroides_ovatus.t__SGB1871	plasma_untarg_proline	0.4152062082314543	0.06124487327680306	species_relab	plasma_untarg_metabo	0.08863418505996669	0.08467567706830725
Alistipes_communis.t__SGB2290	plasma_untarg_proline	0.41301208777917375	0.06276687916729745	species_relab	plasma_untarg_metabo	0.09047991147807108	0.0864524939474097
Faecalibacterium_SGB15346.t__SGB15346	feces_untarg_N-methylproline	0.33751624979723666	0.06332572446445466	species_relab	feces_untarg_metabo	0.0911292448840526	0.08689432116363138
Blautia_massiliensis.t__SGB4826	feces_untarg_N-methylproline	0.3347956797768774	0.06562202148810822	species_relab	feces_untarg_metabo	0.09389132942600764	0.0897080069032191
Clostridium_sp_AF36_4.t__SGB4644	feces_untarg_N-methylproline	0.33435964315051836	0.06599602497411383	species_relab	feces_untarg_metabo	0.09433279936970068	0.08988264595355056
Oliverpabstia_intestinalis.t__SGB4868	plasma_untarg_proline	0.40729333427670206	0.06686872947397847	species_relab	plasma_untarg_metabo	0.09533707988951837	0.09073266266915295
Lachnospira_eligens.t__SGB5082	feces_untarg_proline	-0.33218059621114304	0.06789005513400768	species_relab	feces_untarg_metabo	0.0965000100344398	0.0917772967552326
Roseburia_inulinivorans.t__SGB4940	plasma_untarg_proline	0.40118870990143896	0.071467530519178	species_relab	plasma_untarg_metabo	0.10070538189017768	0.09625700604981538
Candidatus_Cibionibacter_quicibialis.t__SGB15286	plasma_untarg_2-piperidinone	0.3999551332570368	0.07242501887350254	species_relab	plasma_untarg_metabo	0.1019193475945502	0.09665450878554119
Coprococcus_comes.t__SGB4577	plasma_untarg_proline	0.3997859521745109	0.07255708330750214	species_relab	plasma_untarg_metabo	0.10203629842248477	0.09665450878554119
Lacrimispora_amygdalina.t__SGB4716	plasma_untarg_2-piperidinone	0.3997859521745109	0.07255708330750214	species_relab	plasma_untarg_metabo	0.10203629842248477	0.09665450878554119
Candidatus_Cibionibacter_quicibialis.t__SGB15286	feces_untarg_N-methylproline	0.32562321061847616	0.0738458542491107	species_relab	feces_untarg_metabo	0.10355047614040631	0.0980135883670015
Clostridiaceae_bacterium.t__SGB4269	plasma_untarg_proline	0.39698043672065464	0.07477357109315119	species_relab	plasma_untarg_metabo	0.10464047329355748	0.09852835180144472
Ruminococcus_torques.t__SGB4608	plasma_untarg_proline	0.39698043672065464	0.07477357109315119	species_relab	plasma_untarg_metabo	0.10464047329355748	0.09852835180144472
Blautia_wexlerae.t__SGB4831	plasma_untarg_2-piperidinone	0.39609077838546825	0.07548693313580024	species_relab	plasma_untarg_metabo	0.10543290228638871	0.09911054170707585
Veillonella_parvula.t__SGB6939	plasma_untarg_proline	-0.395570478904311	0.07590648514209372	species_relab	plasma_untarg_metabo	0.10593934777007852	0.09930418307119789
Candidatus_Cibionibacter_quicibialis.t__SGB15286	plasma_untarg_proline	0.39102142753136415	0.07964941203563562	species_relab	plasma_untarg_metabo	0.11037413667424478	0.10382869783216787
Faecalibacterium_SGB15346.t__SGB15346	plasma_untarg_2-piperidinone	0.388959803133132	0.08139033081911838	species_relab	plasma_untarg_metabo	0.11242414479615138	0.10534564095382344
Mediterraneibacter_faecis.t__SGB4563	plasma_untarg_2-piperidinone	0.388959803133132	0.08139033081911838	species_relab	plasma_untarg_metabo	0.11242414479615138	0.10534564095382344
Faecalibacterium_prausnitzii.t__SGB15318	plasma_untarg_proline	0.38689817873489984	0.08315943809862873	species_relab	plasma_untarg_metabo	0.11445484191787392	0.10725510567490985
Ruminococcus_torques.t__SGB4608	feces_untarg_prolylhydroxyproline	-0.315550819942874	0.08377228386968488	species_relab	feces_untarg_metabo	0.11519616790285776	0.10766508314237669
Lachnospira_eligens.t__SGB5082	plasma_untarg_proline	0.3849857488304515	0.08482593959927455	species_relab	plasma_untarg_metabo	0.1164308151901063	0.10863672966222881
Bacteroides_caccae.t__SGB1877	plasma_untarg_2-piperidinone	0.3765900567437391	0.0924364746751726	species_relab	plasma_untarg_metabo	0.1251738758067757	0.1175585827750453
Gemmiger_formicilis.t__SGB15299	plasma_untarg_2-piperidinone	0.3767504083471153	0.09228656328924152	species_relab	plasma_untarg_metabo	0.1250044298796339	0.1175585827750453
Dysosmobacter_welbionis.t__SGB15078	plasma_untarg_proline	0.375939070816733	0.09304692011761832	species_relab	plasma_untarg_metabo	0.1258446452160181	0.11755901506696725
Blautia_obeum.t__SGB4811	plasma_untarg_proline	0.3759028486109951	0.09308097357357133	species_relab	plasma_untarg_metabo	0.12586079639417963	0.11755901506696725
Faecalibacterium_prausnitzii.t__SGB15332	plasma_untarg_2-piperidinone	0.3732798484426104	0.09557141107280308	species_relab	plasma_untarg_metabo	0.12873652187835954	0.12028815531576939
Ruminococcus_gnavus.t__SGB4571	plasma_untarg_proline	0.3713351047363765	0.09744923837248486	species_relab	plasma_untarg_metabo	0.13086411198945938	0.1222301443503676
Lachnospira_eligens.t__SGB5082	feces_untarg_N-methylproline	0.3013005939073183	0.09952418057980822	species_relab	feces_untarg_metabo	0.13319842077200786	0.12440522572476027
Clostridiales_bacterium_KLE1615.t__SGB5090	feces_untarg_N-methylproline	0.297861532005655	0.10364062354444932	species_relab	feces_untarg_metabo	0.13794820642894343	0.12910862659974062
Lawsonibacter_asaccharolyticus.t__SGB15154	feces_untarg_N-methylproline	0.2934189949515934	0.10914626098299064	species_relab	feces_untarg_metabo	0.14393471160507443	0.13550471176459722
Faecalibacillus_intestinalis.t__SGB6754	plasma_untarg_2-piperidinone	0.35508919390416	0.11420690829315971	species_relab	plasma_untarg_metabo	0.1496624529863664	0.1413068526339095
Faecalibacterium_prausnitzii.t__SGB15316	plasma_untarg_proline	0.347761765333743	0.1224098485055358	species_relab	plasma_untarg_metabo	0.15884388149052645	0.15094457670446138
Blautia_wexlerae.t__SGB4837	plasma_untarg_2-piperidinone	0.3463528989030009	0.12403425697227544	species_relab	plasma_untarg_metabo	0.16070373100427676	0.15243267271003547
Eubacteriaceae_bacterium.t__SGB5043	plasma_untarg_proline	0.34227288537045836	0.12882548868648808	species_relab	plasma_untarg_metabo	0.16603716928950943	0.1577896086260676
Roseburia_inulinivorans.t__SGB4940	plasma_untarg_2-piperidinone	0.33946736991660215	0.1321957296707079	species_relab	plasma_untarg_metabo	0.16981684838389718	0.16137605795922536
Gemmiger_formicilis.t__SGB15299	feces_untarg_N-methylproline	0.2760732885616071	0.1327525282002821	species_relab	feces_untarg_metabo	0.17048868700255185	0.16151557597700988
Odoribacter_splanchnicus.t__SGB1790	plasma_untarg_2-piperidinone	0.33810640131007236	0.13385303881121297	species_relab	plasma_untarg_metabo	0.17172357505139024	0.162313485601637
Faecalicatena_fissicatena.t__SGB4871	feces_untarg_N-methylproline	0.2691280485977931	0.14318499169360632	species_relab	feces_untarg_metabo	0.18183809021915248	0.17305470850386195
Dorea_sp_AF36_15AT.t__SGB4552	plasma_untarg_2-piperidinone	0.30159291128954324	0.18396965106090488	species_relab	plasma_untarg_metabo	0.22515805225378369	0.22161360606346628
Clostridium_sp_AM22_11AC.t__SGB4749	plasma_untarg_2-piperidinone	0.2954994970799413	0.19342879227922377	species_relab	plasma_untarg_metabo	0.23533603122394467	0.23224180651946275
Clostridium_sp_AM49_4BH.t__SGB4652	plasma_untarg_proline	0.28978546585450793	0.20259205281264403	species_relab	plasma_untarg_metabo	0.2450071835051977	0.24244622713644284
Blautia_sp_MCC283.t__SGB4828	plasma_untarg_proline	0.286162576293334	0.20854986445405735	species_relab	plasma_untarg_metabo	0.25127229323985034	0.2487604592344148
Faecalibacterium_prausnitzii.t__SGB15332	plasma_untarg_proline	0.2853697392079377	0.2098690614219451	species_relab	plasma_untarg_metabo	0.25268695860547713	0.24951859094140055
Fusicatenibacter_saccharivorans.t__SGB4874	plasma_untarg_2-piperidinone	0.2845041669560365	0.21131560262281296	species_relab	plasma_untarg_metabo	0.25426172783830264	0.25042271090041146
GGB47687_SGB2286.t__SGB2286	plasma_untarg_proline	0.2815957877584188	0.21622448769074573	species_relab	plasma_untarg_metabo	0.259394820627634	0.25541080261204596
Phocaeicola_dorei.t__SGB1815	plasma_untarg_proline	0.28064381690444135	0.21784750099668057	species_relab	plasma_untarg_metabo	0.26115554795377716	0.2564978640767368
