sample	bodysite	Malic Acid	Glucose	Lactic acid	Itaconic Acid	Succinic Acid	Fumaric Acid	Citric Acid	Isocitric Acid	Aconitic Acid	Ketoglutaric Acid	Picolinic acid	Quinolinic acid	3-OH-Kynurenine	Serotonine	5-OH-Tryptophane	Kynurenine	3-OH-Anthranilic acid	Tryptamine	Tryptophane	5-OH-Indole acetic acid	Indole-3-Sulfate	N-acetyl-serotonine	Xanthurenic acid	Indole-3-acetamide	Kynurenic acid	Indole-3-Lactic acid	Indole-3-Aldehyde	Indole-3-Acetic acid	Tryptophol	Melatonine	Indole-3-propionic acid	Indole	Acetic Acid	Propionic Acid	Butyric Acid	IsoButyric Acid	Valeric Acid	IsoValeric Acid	THCA	GHCA	TCA	GUDCA	CA-S	GCA	TUDCA	TCDCA	HCA	UDCA	TDCA	GCDCA	CA	GDCA	TLCA	LCA-S	CDCA	GLCA	DCA	LCA
Cosmic_27	feces	253.9	24353.6	8400.6	< LLOQ	6692.7	1426.8	4917.1	657.1	3017.7	965.6	959.47	10.87	< LLOQ	12.08	1.5	14.08	32.48	< LLOQ	4047.43	5.4	< LLOQ	1.54	20.23	0.44	35.85	4851.05	45.1	63.88	10.14	0.82	< LLOQ	66.74	74370.15	6015.7	48724.74	39.17	< LLOQ	7.92	< LLOQ	5.13	30.45	28.86	5.64	1357.41	0.83	45.45	3.66	0.99	1.17	1695.22	484.05	42.39	< LLOQ	< LLOQ	428.88	< LLOQ	16.05	< LLOQ
Cosmic_29	feces	407.5	14273.7	20368.9	< LLOQ	5928.2	1755.5	9209.6	452.6	1624.3	536.1	1469.58	100.22	10.41	44.03	9.76	104.87	86.78	1620.25	41550.38	53.2	< LLOQ	6.96	83.59	1.19	169.24	719.92	102.18	171.74	15.91	0.25	412.14	3677.13	229221.82	35172.18	1055203.83	272.07	815.57	< LLOQ	2.87	< LLOQ	202.48	< LLOQ	84.76	74.14	< LLOQ	107.55	125.53	20.72	< LLOQ	31.61	57710.97	< LLOQ	< LLOQ	72.95	10132.28	< LLOQ	< LLOQ	< LLOQ
Cosmic_32	feces	106.1	1717.9	1919.5	< LLOQ	137.1	< LLOQ	2493.7	< LLOQ	1321.5	< LLOQ	23.54	54.45	17.93	6.86	1.63	85.85	14.82	22.78	48966.7	1.61	< LLOQ	0.44	4.32	0.98	12.08	6327.54	36.76	19.99	< LLOQ	< LLOQ	< LLOQ	132.16	16302.82	4635.09	20748.95	54.95	< LLOQ	< LLOQ	< LLOQ	1.32	< LLOQ	< LLOQ	1.33	126.81	< LLOQ	5.67	< LLOQ	< LLOQ	< LLOQ	154.69	58.37	< LLOQ	< LLOQ	< LLOQ	10.85	< LLOQ	< LLOQ	< LLOQ
Cosmic_34	feces	362.7	2769	3730.1	< LLOQ	537	245.7	9871.9	497.8	120.6	127.9	592.89	57.09	< LLOQ	13.35	1.34	32.21	102.51	8.05	18759.42	14.22	< LLOQ	3.71	38.57	3.61	65.19	12074.34	134.52	409.8	3.45	< LLOQ	< LLOQ	1327.89	275426.56	125677.28	1302076.77	34416.78	< LLOQ	5362.02	< LLOQ	33.44	26.60	24.85	< LLOQ	19564.55	< LLOQ	39.29	10.34	< LLOQ	< LLOQ	14914.24	4466.80	< LLOQ	< LLOQ	< LLOQ	673.78	< LLOQ	< LLOQ	< LLOQ
Cosmic_35	feces	181.7	26731.8	14427.6	< LLOQ	782.6	315.5	536.6	< LLOQ	50.6	1395.3	367.63	84.63	< LLOQ	15.51	12.68	27.02	< LLOQ	1358.05	49655.67	18.58	193.83	0.24	19.96	1.8	159.83	9203.44	79.75	35.7	10.34	< LLOQ	339.89	713.79	99276.38	56261.89	1078.92	246.55	< LLOQ	37.04	7.55	5.56	2117.62	125.84	< LLOQ	1992.85	40.71	2259.91	6.13	18.32	96.64	2212.56	15683.12	92.92	< LLOQ	< LLOQ	5645.60	< LLOQ	294.69	< LLOQ
Cosmic_46	feces	297	53745.1	18367.1	136.3	5439.8	372.8	2090.8	2927.4	457.2	525.2	431.69	238.62	7.7	57.97	1.83	25.72	> ULOQ	5.52	9236.88	46.36	< LLOQ	1.69	108.35	0.85	234.72	> ULOQ	44.41	100.94	13.65	< LLOQ	77.53	2998.62	43100.81	30641.76	4496.81	117.82	< LLOQ	< LLOQ	< LLOQ	61.00	39.81	55.70	22.97	19347.37	< LLOQ	45.14	36.58	2.00	< LLOQ	12196.74	50978.36	65.98	< LLOQ	< LLOQ	22726.23	< LLOQ	35.26	< LLOQ
Cosmic_45	feces	312	35385	51437.7	582.9	4722	428.6	15581.3	467.9	7038.7	478.1	187.12	89.75	36.04	< LLOQ	0.57	46.32	> ULOQ	< LLOQ	2545.37	3.37	16.9	< LLOQ	5.74	< LLOQ	18.07	3174.37	35.6	8.86	< LLOQ	< LLOQ	4.5	1154.7	115253.92	26014.9	2477.17	34.75	< LLOQ	< LLOQ	19.22	30.03	3619.51	86.81	< LLOQ	13184.14	17.37	3491.25	2.43	< LLOQ	5.16	9949.93	3509.51	4.42	< LLOQ	< LLOQ	2978.49	< LLOQ	< LLOQ	< LLOQ
Cosmic_48	feces	58.6	9506.6	2664.5	< LLOQ	472.6	434.4	350.1	< LLOQ	< LLOQ	< LLOQ	3706.43	18.11	< LLOQ	75.82	0.78	9.21	117.13	29	1390.42	55.11	< LLOQ	3.19	202.95	1.61	477.44	5346.33	139	149.15	1.31	< LLOQ	1406.05	1809.31	249762.01	121019.47	736890.42	15717.37	< LLOQ	2257.35	< LLOQ	< LLOQ	37.06	52.61	157.57	88.71	21.20	66.24	386.13	897.26	< LLOQ	47.35	8424.80	< LLOQ	< LLOQ	< LLOQ	1534.33	< LLOQ	153.77	< LLOQ
Cosmic_51	feces	370.5	121681	15991.9	< LLOQ	2681.3	1110	38506.5	< LLOQ	3023.9	< LLOQ	909.05	49.4	< LLOQ	47.64	2.86	36	81.6	3.44	8121.99	17.2	< LLOQ	0.24	92.73	1.88	222.61	10463.11	76.63	124.12	5.69	0.4	145.56	2561.81	51030.8	24389.03	169849.78	4148.13	< LLOQ	1060.7	16.33	22.97	2686.72	126.15	12.28	4709.74	47.65	3341.96	4.67	< LLOQ	91.41	5269.98	3971.50	148.47	< LLOQ	< LLOQ	1894.83	< LLOQ	70.88	< LLOQ
Cosmic_54	feces	301.9	21174.5	3113.6	< LLOQ	1223.4	1984	2936.5	1908.6	366.4	214.4	1055.08	96.43	31.88	34.01	4.12	137.79	179.79	< LLOQ	24607.73	82.33	< LLOQ	9.58	85.77	1.21	384.24	14973.87	146.82	487.05	23.28	0.86	< LLOQ	2488.17	59770.46	141449.12	257936.56	18736.03	< LLOQ	5414.47	166.99	101.27	12671.19	874.24	< LLOQ	23606.15	280.23	18334.74	5.70	12.52	6.70	33310.30	933.33	14.20	< LLOQ	< LLOQ	2896.07	< LLOQ	83.86	< LLOQ
Cosmic_31	feces	1490.7	81398.5	21744.9	< LLOQ	8104.9	1780.3	7358.6	< LLOQ	500.1	2385.4	512.55	99.06	19.96	82.48	31.22	10.59	25.52	2.37	7749.34	60.9	< LLOQ	14.15	180.11	0.81	204.01	173.72	176.45	929.07	< LLOQ	0.66	1666.32	1839.09	626932.33	132459.43	1990959.4	15516.74	3749.58	1219.02	< LLOQ	< LLOQ	32.02	14.80	63.49	105.88	3.00	38.13	14.65	124.40	42.42	78.98	563.81	136.72	< LLOQ	366.84	496.53	< LLOQ	16004.56	9385.95
Cosmic_36	feces	267.5	9723.2	18819.5	< LLOQ	6615.4	1538.2	2795.5	< LLOQ	475.2	2832.3	1656.63	< LLOQ	11.91	33.59	1.91	2.58	37.33	13.76	3135.39	< LLOQ	< LLOQ	5.83	2.25	0.64	4.4	223.98	103.85	135.8	1.61	< LLOQ	218.1	449.12	472560.92	125117.69	1615749.89	27645.06	10621.86	3293.05	< LLOQ	< LLOQ	8.48	< LLOQ	< LLOQ	19.34	< LLOQ	26.41	< LLOQ	14.61	6.32	24.50	116.99	22.44	< LLOQ	< LLOQ	311.91	8.67	4717.00	7157.98
Cosmic_39	feces	72.5	3497.4	79891.7	< LLOQ	4422.3	645.5	2054.4	< LLOQ	694	711.5	2369.95	23.46	< LLOQ	9.7	14.18	97.11	18.48	18.71	5637.42	6.19	< LLOQ	3.04	11.87	0.61	138.75	243.55	57.2	177.31	0.61	< LLOQ	229.64	2829.67	175580.69	45470.3	1054598.57	31518.4	4661.39	6651.8	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	5.00	< LLOQ	3.67	< LLOQ	4.05	5.06	3.56	< LLOQ	4.73	17.08	< LLOQ	< LLOQ	< LLOQ	1622.46	3171.68
Cosmic_40	feces	74.3	3445.2	3329.4	< LLOQ	907.5	553.7	947.9	< LLOQ	1495.2	< LLOQ	1297.86	< LLOQ	< LLOQ	5.68	0.79	4.85	28.69	3.25	1055.91	18.81	45.37	1.42	3.44	0.46	10.66	90.95	45.44	142.53	< LLOQ	< LLOQ	98.98	188.17	127430.19	17877.14	224423.58	6751.43	779.26	755.77	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	10.29	< LLOQ	< LLOQ	< LLOQ	32.17	< LLOQ	< LLOQ	< LLOQ	< LLOQ	9631.74	6214.35
Cosmic_41	feces	869.7	53141.2	20450.1	< LLOQ	5187.4	1033.2	1119.3	< LLOQ	153.1	625.5	750.73	< LLOQ	18.2	12.02	1.12	9.71	50.84	5.08	5260.65	8.58	< LLOQ	2.76	71.38	0.4	129.02	474.54	140.72	913.08	2.72	< LLOQ	927.51	968.79	244533.18	85585.4	1224054.85	5691.44	3112.37	559.28	< LLOQ	< LLOQ	10.98	2.30	< LLOQ	15.57	< LLOQ	22.46	4.75	15.86	20.06	24.41	89.25	26.80	< LLOQ	32.11	246.51	< LLOQ	4102.36	3992.20
Cosmic_52	feces	948.3	35418.7	7446.4	97.1	28701.8	1162.2	964.4	< LLOQ	71	3359.7	622.92	75.29	7.72	90.2	> ULOQ	6.92	21.58	19.28	3743.19	12.58	< LLOQ	18.18	30.42	< LLOQ	59.83	231.81	59.12	> ULOQ	1.78	< LLOQ	869.18	1212.73	339872.72	81460.61	2355043.19	12360.98	6142.13	1077.38	< LLOQ	< LLOQ	61.99	31.30	< LLOQ	243.83	6.31	67.86	13.88	232.31	31.53	184.49	1060.47	145.61	< LLOQ	67.91	1636.34	< LLOQ	16751.27	18192.68
Cosmic_57	feces	443.3	13412.1	2434.1	143.4	2091.3	627.2	2074.1	< LLOQ	207.6	3795.7	421.99	113.21	< LLOQ	31.42	0.51	10.57	> ULOQ	5.97	1204.23	5.22	56.64	2.66	68	1.31	114.13	127.42	474.03	1973.13	1.22	< LLOQ	287.54	1088.14	130544.08	55636.23	522952.4	18118.37	4681.06	2152.59	< LLOQ	< LLOQ	1.39	< LLOQ	1.79	12.73	< LLOQ	3.78	34.44	148.36	< LLOQ	17.71	6173.62	2.68	< LLOQ	< LLOQ	3957.11	< LLOQ	2586.71	1153.64
Cosmic_53	feces	232.1	10386.2	12162.7	< LLOQ	4501.2	686.2	444.4	< LLOQ	281.8	752.6	789.78	< LLOQ	39.74	82.25	7.86	9.1	> ULOQ	9.27	7685.23	3.3	< LLOQ	9.18	90.19	0.64	266.81	175.72	116.51	1126.12	< LLOQ	0.48	1280.82	235.67	503399.6	59003.4	2041176.65	13576.53	4469.35	1990.56	< LLOQ	< LLOQ	55.23	8.18	93.60	31.55	7.62	241.93	< LLOQ	114.60	71.13	84.01	330.39	45.78	< LLOQ	220.65	1115.36	< LLOQ	5083.90	11191.62
Cosmic_58	feces	402.4	8292.7	3688.1	< LLOQ	2176.5	236.6	1641.3	< LLOQ	225.9	1944.5	163.65	< LLOQ	< LLOQ	12.44	9.42	5.18	14.04	5.09	1673.22	1.22	< LLOQ	1.99	22.74	0.41	126.87	50.5	55.76	135.94	1.35	< LLOQ	295.89	1027.86	77579.39	24222.05	605219.07	8337.01	2168.74	1087.93	< LLOQ	< LLOQ	3.24	3.46	< LLOQ	24.40	< LLOQ	3.56	< LLOQ	10.47	1.77	21.14	66.71	15.12	< LLOQ	< LLOQ	97.86	< LLOQ	2974.85	3338.69
Cosmic_56	feces	990.6	35690.6	39564.9	< LLOQ	34007.7	1871.4	16818.2	< LLOQ	1020.2	2820.5	1052.28	48.83	< LLOQ	37.5	1.57	10.11	58.34	58.62	5221.21	6.71	< LLOQ	2.91	49.69	0.39	42.69	6268.49	51.89	152.12	1.36	< LLOQ	88.1	1346.65	309170.06	57711.43	1050352.21	6819.2	3532.95	688.18	< LLOQ	< LLOQ	16.74	6.18	4.25	40.40	4.00	40.42	19.12	395.84	20.08	72.73	3181.40	32.09	< LLOQ	198.88	4200.03	< LLOQ	7765.00	7625.92
Cosmic_60	feces	101.9	2964.1	9700.6	< LLOQ	1557.9	161.3	610.4	< LLOQ	352	1787	147.57	< LLOQ	< LLOQ	50.67	1.57	5	77.98	5.27	6679.79	< LLOQ	< LLOQ	2.56	2.41	0.54	1.64	386.46	101.7	30.24	16.55	< LLOQ	44.33	501.14	29907.49	3645.21	148082.67	4205.79	915.74	834.71	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	1.96	< LLOQ	2.10	< LLOQ	33.87	2.60	2.32	11.31	25.12	< LLOQ	< LLOQ	11.17	8.33	5294.39	5776.54
HD_1-892	feces	11590.9	105776.3	2857.9	< LLOQ	4231.9	4160.1	4698	< LLOQ	976.8	20189.2	1426.16	< LLOQ	< LLOQ	24.91	2.41	3.74	> ULOQ	2.68	5841.04	43.06	< LLOQ	4.02	28.72	0.67	68.95	463.93	81.42	169.66	1.36	0.22	631.32	415.72	159489.58	38698.63	594061.09	6882.43	2003.43	773.34	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	6.39	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	304.55	1908.75
HD_2-901	feces	7765.7	89313.4	2242.6	< LLOQ	3162.3	2467.8	888.8	< LLOQ	445.4	7437.3	1778.13	22.82	9.71	26.54	2.32	3.24	62.33	40.17	2235.42	9.17	< LLOQ	5.35	5.12	< LLOQ	27.37	299.66	75.62	65.2	2.64	< LLOQ	731.11	179.28	142850.14	20600.99	563136.24	3468.82	2234.95	412.84	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	< LLOQ	5.89	< LLOQ	6.79	< LLOQ	6.97	< LLOQ	< LLOQ	< LLOQ	< LLOQ	1564.11	3496.28
