bodysite	metabolites	restored	type_restoration	FMT_effect	chem_name	SUPER_PATHWAY	SUB_PATHWAY
feces	100005372	NS	normal	NS	feces_untarg_1-(1-enyl-oleoyl)-GPE (P-18:1)*	Lipid	Lysoplasmalogen
feces	100005373	NS	normal	NS	feces_untarg_fructosyllysine	Amino Acid	Lysine Metabolism
feces	100005383	restored	normal	restored normal	feces_untarg_N-methylpipecolate	Xenobiotics	Bacterial/Fungal
feces	100005384	NS	normal	NS	feces_untarg_O-sulfo-tyrosine	Xenobiotics	Chemical
feces	100005391	NS	normal	NS	feces_untarg_3-(3-hydroxyphenyl)propionate sulfate	Xenobiotics	Benzoate Metabolism
feces	100005466	NS	normal	NS	feces_untarg_N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
feces	100005714	NS	normal	NS	feces_untarg_1-linolenoyl-GPE (18:3)*	Lipid	Lysophospholipid
feces	100005716	NS	over	NS	feces_untarg_1-oleoyl-GPG (18:1)*	Lipid	Lysophospholipid
feces	100005717	NS	normal	NS	feces_untarg_1-palmitoyl-GPG (16:0)*	Lipid	Lysophospholipid
feces	100005933	NS	normal	NS	feces_untarg_o-hydroxyatorvastatin	Xenobiotics	Drug - Metabolic
feces	100005939	NS	normal	NS	feces_untarg_p-hydroxyatorvastatin	Xenobiotics	Drug - Metabolic
feces	100005946	NS	normal	NS	feces_untarg_2-keto-3-deoxy-gluconate	Xenobiotics	Food Component/Plant
feces	100005996	depleted	normal	depleted normal	feces_untarg_octadecenedioylcarnitine (C18:1-DC)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)
feces	100006056	NS	normal	NS	feces_untarg_N-formylphenylalanine	Amino Acid	Tyrosine Metabolism
feces	100006092	NS	normal	NS	feces_untarg_tyramine O-sulfate	Amino Acid	Tyrosine Metabolism
feces	100006129	NS	normal	NS	feces_untarg_vanillactate	Amino Acid	Tyrosine Metabolism
feces	100006203	NS	normal	NS	feces_untarg_acesulfame	Xenobiotics	Food Component/Plant
feces	100006290	NS	normal	NS	feces_untarg_sphingomyelin (d18:1/20:0, d16:1/22:0)*	Lipid	Sphingomyelins
feces	100006294	NS	normal	NS	feces_untarg_behenoyl sphingomyelin (d18:1/22:0)*	Lipid	Sphingomyelins
feces	100006314	NS	normal	NS	feces_untarg_sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	Lipid	Sphingomyelins
feces	100006367	NS	normal	NS	feces_untarg_3-hydroxyhexanoate	Lipid	Fatty Acid, Monohydroxy
feces	100006369	NS	normal	NS	feces_untarg_N-carbamoylalanine	Amino Acid	Alanine and Aspartate Metabolism
feces	100006370	NS	normal	NS	feces_untarg_3beta-hydroxy-5-cholestenoate	Lipid	Sterol
feces	100006374	NS	normal	NS	feces_untarg_1,2,3-benzenetriol sulfate (2)	Xenobiotics	Chemical
feces	100006378	NS	normal	NS	feces_untarg_N-acetylkynurenine (2)	Amino Acid	Tryptophan Metabolism
feces	100006379	NS	normal	NS	feces_untarg_C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism
feces	100006430	NS	normal	NS	feces_untarg_arabitol/xylitol	Carbohydrate	Pentose Metabolism
feces	100006435	restored	normal	restored normal	feces_untarg_N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	Aminosugar Metabolism
feces	100006438	NS	normal	NS	feces_untarg_citraconate/glutaconate	Energy	TCA Cycle
feces	100006614	depleted	normal	depleted normal	feces_untarg_adipoylcarnitine (C6-DC)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)
feces	100006627	depleted	normal	depleted normal	feces_untarg_suberoylcarnitine (C8-DC)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)
feces	100006641	depleted	normal	depleted normal	feces_untarg_glycochenodeoxycholate 3-sulfate	Lipid	Primary Bile Acid Metabolism
feces	100006642	NS	normal	NS	feces_untarg_glycodeoxycholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism
feces	100006644	NS	normal	NS	feces_untarg_taurodeoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism
feces	100006726	NS	normal	NS	feces_untarg_linoleoyl ethanolamide (18:2)	Lipid	Endocannabinoid
feces	100008903	NS	partial	NS	feces_untarg_1,2-dilinoleoyl-GPC (18:2/18:2)	Lipid	Phosphatidylcholine (PC)
feces	100008904	NS	partial	NS	feces_untarg_1-stearoyl-2-oleoyl-GPC (18:0/18:1)	Lipid	Phosphatidylcholine (PC)
feces	100008914	NS	normal	NS	feces_untarg_1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	Lipid	Phosphatidylcholine (PC)
feces	100008921	NS	normal	NS	feces_untarg_1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	Lipid	Phosphatidylcholine (PC)
feces	100008928	NS	over	NS	feces_untarg_2-hydroxybutyrate/2-hydroxyisobutyrate	Amino Acid	Glutathione Metabolism
feces	100008930	NS	normal	NS	feces_untarg_oleate/vaccenate (18:1)	Lipid	Long Chain Monounsaturated Fatty Acid
feces	100008934	restored	normal	restored normal	feces_untarg_2-hydroxylaurate	Lipid	Fatty Acid, Monohydroxy
feces	100008939	restored	over	restored over	feces_untarg_isoleucylleucine/leucylisoleucine	Peptide	Dipeptide
feces	100008952	NS	over	NS	feces_untarg_1-palmitoleoylglycerol (16:1)*	Lipid	Monoacylglycerol
feces	100008954	NS	normal	NS	feces_untarg_palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Dihydrosphingomyelins
feces	100008957	NS	normal	NS	feces_untarg_sphingomyelin (d18:2/24:1, d18:1/24:2)*	Lipid	Sphingomyelins
feces	100008980	NS	partial	NS	feces_untarg_1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	Lipid	Phosphatidylcholine (PC)
feces	100008984	NS	normal	NS	feces_untarg_1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	Lipid	Phosphatidylcholine (PC)
feces	100008998	NS	normal	NS	feces_untarg_gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism
feces	100009020	NS	normal	NS	feces_untarg_1-palmityl-2-oleoyl-GPC (O-16:0/18:1)*	Lipid	Plasmalogen
feces	100009028	NS	over	NS	feces_untarg_N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Dihydroceramides
feces	100009030	depleted	normal	depleted normal	feces_untarg_lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Lactosylceramides (LCER)
feces	100009147	NS	normal	NS	feces_untarg_1-stearyl-GPC (O-18:0)*	Lipid	Lysoplasmalogen
feces	100009198	NS	normal	NS	feces_untarg_1-stearyl-GPE (O-18:0)*	Lipid	Lysoplasmalogen
feces	100009227	NS	normal	NS	feces_untarg_1-linoleoyl-GPG (18:2)*	Lipid	Lysophospholipid
feces	100009246	NS	normal	NS	feces_untarg_2-methylserine	Amino Acid	Glycine, Serine and Threonine Metabolism
feces	100009271	depleted	normal	depleted normal	feces_untarg_(S)-3-hydroxybutyrylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)
feces	100009272	NS	normal	NS	feces_untarg_glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Hexosylceramides (HCER)
plasma	35	NS	normal	NS	plasma_untarg_S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism
plasma	50	NS	normal	NS	plasma_untarg_spermidine	Amino Acid	Polyamine Metabolism
plasma	55	NS	normal	NS	plasma_untarg_1-methylnicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism
plasma	62	NS	normal	NS	plasma_untarg_12,13-DiHOME	Lipid	Fatty Acid, Dihydroxy
plasma	93	NS	normal	NS	plasma_untarg_alpha-ketoglutarate	Energy	TCA Cycle
plasma	98	NS	normal	NS	plasma_untarg_kynurenate	Amino Acid	Tryptophan Metabolism
plasma	111	NS	normal	NS	plasma_untarg_3-hydroxyisobutyrate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	112	NS	normal	NS	plasma_untarg_3-hydroxy-3-methylglutarate	Lipid	Mevalonate Metabolism
plasma	132	NS	normal	NS	plasma_untarg_3-phosphoglycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism
plasma	136	NS	normal	NS	plasma_untarg_cholate	Lipid	Primary Bile Acid Metabolism
plasma	144	NS	normal	NS	plasma_untarg_4-hydroxyphenylacetate	Amino Acid	Phenylalanine Metabolism
plasma	158	NS	normal	NS	plasma_untarg_5,6-dihydrothymine	Nucleotide	Pyrimidine Metabolism, Thymine containing
plasma	171	NS	normal	NS	plasma_untarg_hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing
plasma	179	NS	normal	NS	plasma_untarg_9,10-DiHOME	Lipid	Fatty Acid, Dihydroxy
plasma	180	NS	normal	NS	plasma_untarg_linoleate (18:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	181	NS	normal	NS	plasma_untarg_laurate (12:0)	Lipid	Medium Chain Fatty Acid
plasma	182	NS	normal	NS	plasma_untarg_quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism
plasma	189	NS	normal	NS	plasma_untarg_N6,N6,N6-trimethyllysine	Amino Acid	Lysine Metabolism
plasma	192	NS	normal	NS	plasma_untarg_N-acetylputrescine	Amino Acid	Polyamine Metabolism
plasma	194	NS	normal	NS	plasma_untarg_N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	197	NS	normal	NS	plasma_untarg_S-adenosylhomocysteine (SAH)	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	209	NS	normal	NS	plasma_untarg_AMP	Nucleotide	Purine Metabolism, Adenine containing
plasma	212	NS	normal	NS	plasma_untarg_5-methylthioadenosine (MTA)	Amino Acid	Polyamine Metabolism
plasma	213	NS	normal	NS	plasma_untarg_N6-methyladenosine	Nucleotide	Purine Metabolism, Adenine containing
plasma	229	NS	normal	NS	plasma_untarg_arachidonate (20:4n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	231	NS	normal	NS	plasma_untarg_arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	234	NS	normal	NS	plasma_untarg_aspartate	Amino Acid	Alanine and Aspartate Metabolism
plasma	235	depleted	normal	depleted normal	plasma_untarg_2-hydroxyphenylacetate	Amino Acid	Phenylalanine Metabolism
plasma	240	NS	normal	NS	plasma_untarg_3-(4-hydroxyphenyl)lactate (HPLA)	Amino Acid	Tyrosine Metabolism
plasma	241	NS	normal	NS	plasma_untarg_phenylpyruvate	Amino Acid	Phenylalanine Metabolism
plasma	244	NS	normal	NS	plasma_untarg_beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	250	NS	normal	NS	plasma_untarg_biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism
plasma	252	NS	normal	NS	plasma_untarg_succinate	Energy	TCA Cycle
plasma	254	NS	normal	NS	plasma_untarg_3-hydroxybutyrate (BHBA)	Lipid	Ketone Bodies
plasma	266	NS	normal	NS	plasma_untarg_cholesterol	Lipid	Sterol
plasma	267	NS	normal	NS	plasma_untarg_phosphocholine	Lipid	Phospholipid Metabolism
plasma	272	NS	normal	NS	plasma_untarg_corticosterone	Lipid	Corticosteroids
plasma	273	NS	normal	NS	plasma_untarg_cortisone	Lipid	Corticosteroids
plasma	275	NS	normal	NS	plasma_untarg_creatinine	Amino Acid	Creatine Metabolism
plasma	278	NS	normal	NS	plasma_untarg_cysteinylglycine	Amino Acid	Glutathione Metabolism
plasma	279	NS	normal	NS	plasma_untarg_cystine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	297	NS	normal	NS	plasma_untarg_sphingosine	Lipid	Sphingosines
plasma	302	restored	normal	restored normal	plasma_untarg_deoxycholate	Lipid	Secondary Bile Acid Metabolism
plasma	313	NS	normal	NS	plasma_untarg_sphinganine	Lipid	Sphingolipid Synthesis
plasma	330	NS	normal	NS	plasma_untarg_fumarate	Energy	TCA Cycle
plasma	331	NS	normal	NS	plasma_untarg_gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid
plasma	338	NS	normal	NS	plasma_untarg_gluconate	Xenobiotics	Food Component/Plant
plasma	339	NS	normal	NS	plasma_untarg_glutarate (C5-DC)	Lipid	Fatty Acid, Dicarboxylate
plasma	340	NS	normal	NS	plasma_untarg_glycine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	342	NS	normal	NS	plasma_untarg_glycocholate	Lipid	Primary Bile Acid Metabolism
plasma	344	restored	normal	restored normal	plasma_untarg_guanidinoacetate	Amino Acid	Creatine Metabolism
plasma	355	NS	normal	NS	plasma_untarg_histidine	Amino Acid	Histidine Metabolism
plasma	356	NS	normal	NS	plasma_untarg_cortisol	Lipid	Corticosteroids
plasma	361	NS	normal	NS	plasma_untarg_inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing
plasma	363	NS	normal	NS	plasma_untarg_myo-inositol	Lipid	Inositol Metabolism
plasma	376	NS	normal	NS	plasma_untarg_isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	381	NS	normal	NS	plasma_untarg_2-aminoadipate	Amino Acid	Lysine Metabolism
plasma	391	restored	normal	restored normal	plasma_untarg_citrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	397	NS	normal	NS	plasma_untarg_leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	407	NS	normal	NS	plasma_untarg_lysine	Amino Acid	Lysine Metabolism
plasma	409	NS	normal	NS	plasma_untarg_malate	Energy	TCA Cycle
plasma	415	NS	normal	NS	plasma_untarg_methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	424	NS	normal	NS	plasma_untarg_palmitate (16:0)	Lipid	Long Chain Saturated Fatty Acid
plasma	437	NS	normal	NS	plasma_untarg_pelargonate (9:0)	Lipid	Medium Chain Fatty Acid
plasma	439	NS	normal	NS	plasma_untarg_stearate (18:0)	Lipid	Long Chain Saturated Fatty Acid
plasma	444	NS	normal	NS	plasma_untarg_ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	445	NS	normal	NS	plasma_untarg_orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing
plasma	452	NS	normal	NS	plasma_untarg_palmitoleate (16:1n7)	Lipid	Long Chain Monounsaturated Fatty Acid
plasma	460	restored	normal	restored normal	plasma_untarg_phenylalanine	Amino Acid	Phenylalanine Metabolism
plasma	461	NS	normal	NS	plasma_untarg_phosphate	Energy	Oxidative Phosphorylation
plasma	466	NS	normal	NS	plasma_untarg_phytanate	Xenobiotics	Food Component/Plant
plasma	477	NS	normal	NS	plasma_untarg_pristanate	Lipid	Fatty Acid, Branched
plasma	480	restored	normal	restored normal	plasma_untarg_proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	482	NS	normal	NS	plasma_untarg_lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism
plasma	498	NS	normal	NS	plasma_untarg_retinol (vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism
plasma	501	NS	normal	NS	plasma_untarg_salicylate	Xenobiotics	Drug - Topical Agents
plasma	503	NS	normal	NS	plasma_untarg_serine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	512	NS	normal	NS	plasma_untarg_taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	519	NS	normal	NS	plasma_untarg_myristate (14:0)	Lipid	Long Chain Saturated Fatty Acid
plasma	533	restored	normal	restored normal	plasma_untarg_urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	535	NS	normal	NS	plasma_untarg_uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	536	NS	normal	NS	plasma_untarg_2'-deoxyuridine	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	537	NS	normal	NS	plasma_untarg_trans-urocanate	Amino Acid	Histidine Metabolism
plasma	561	NS	normal	NS	plasma_untarg_glutamate	Amino Acid	Glutamate Metabolism
plasma	563	NS	normal	NS	plasma_untarg_glutamine	Amino Acid	Glutamate Metabolism
plasma	564	NS	normal	NS	plasma_untarg_threonine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	565	NS	normal	NS	plasma_untarg_tryptophan	Amino Acid	Tryptophan Metabolism
plasma	566	NS	normal	NS	plasma_untarg_valine	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	572	NS	normal	NS	plasma_untarg_glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism
plasma	796	NS	normal	NS	plasma_untarg_alpha-ketobutyrate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	798	NS	normal	NS	plasma_untarg_adenosine	Nucleotide	Purine Metabolism, Adenine containing
plasma	799	NS	normal	NS	plasma_untarg_betaine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	800	NS	normal	NS	plasma_untarg_cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	803	NS	normal	NS	plasma_untarg_mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism
plasma	806	NS	normal	NS	plasma_untarg_dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	811	NS	normal	NS	plasma_untarg_alanine	Amino Acid	Alanine and Aspartate Metabolism
plasma	815	NS	normal	NS	plasma_untarg_tyrosine	Amino Acid	Tyrosine Metabolism
plasma	821	NS	normal	NS	plasma_untarg_pseudouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	823	NS	normal	NS	plasma_untarg_pyruvate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism
plasma	825	NS	normal	NS	plasma_untarg_uracil	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	827	NS	normal	NS	plasma_untarg_cytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing
plasma	848	NS	normal	NS	plasma_untarg_cotinine	Xenobiotics	Tobacco Metabolite
plasma	849	NS	normal	NS	plasma_untarg_caffeine	Xenobiotics	Xanthine Metabolism
plasma	878	NS	normal	NS	plasma_untarg_fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism
plasma	888	NS	normal	NS	plasma_untarg_caprate (10:0)	Lipid	Medium Chain Fatty Acid
plasma	891	NS	normal	NS	plasma_untarg_margarate (17:0)	Lipid	Long Chain Saturated Fatty Acid
plasma	892	NS	normal	NS	plasma_untarg_nonadecanoate (19:0)	Lipid	Long Chain Saturated Fatty Acid
plasma	913	NS	normal	NS	plasma_untarg_maltose	Carbohydrate	Glycogen Metabolism
plasma	917	NS	normal	NS	plasma_untarg_asparagine	Amino Acid	Alanine and Aspartate Metabolism
plasma	923	NS	normal	NS	plasma_untarg_dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing
plasma	925	NS	normal	NS	plasma_untarg_heptanoate (7:0)	Lipid	Medium Chain Fatty Acid
plasma	926	NS	normal	NS	plasma_untarg_caproate (6:0)	Lipid	Medium Chain Fatty Acid
plasma	935	NS	normal	NS	plasma_untarg_sucrose	Carbohydrate	Disaccharides and Oligosaccharides
plasma	980	NS	normal	NS	plasma_untarg_pentadecanoate (15:0)	Lipid	Long Chain Saturated Fatty Acid
plasma	1001	NS	normal	NS	plasma_untarg_hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	1002	NS	normal	NS	plasma_untarg_allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing
plasma	1004	NS	normal	NS	plasma_untarg_xanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing
plasma	1021	NS	normal	NS	plasma_untarg_5-oxoproline	Amino Acid	Glutathione Metabolism
plasma	1022	NS	normal	NS	plasma_untarg_picolinate	Amino Acid	Tryptophan Metabolism
plasma	1023	NS	normal	NS	plasma_untarg_sarcosine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	1024	NS	normal	NS	plasma_untarg_pantothenate (Vitamin B5)	Cofactors and Vitamins	Pantothenate and CoA Metabolism
plasma	1025	NS	normal	NS	plasma_untarg_pipecolate	Amino Acid	Lysine Metabolism
plasma	1026	NS	normal	NS	plasma_untarg_phosphoethanolamine (PE)	Lipid	Phospholipid Metabolism
plasma	1052	depleted	normal	depleted normal	plasma_untarg_glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism
plasma	1053	NS	normal	NS	plasma_untarg_3-ureidopropionate	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	1082	NS	normal	NS	plasma_untarg_N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	1083	NS	normal	NS	plasma_untarg_N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	1084	NS	normal	NS	plasma_untarg_N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	1087	NS	normal	NS	plasma_untarg_erucate (22:1n9)	Lipid	Long Chain Monounsaturated Fatty Acid
plasma	1090	NS	normal	NS	plasma_untarg_bilirubin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism
plasma	1094	NS	normal	NS	plasma_untarg_thyroxine	Amino Acid	Tyrosine Metabolism
plasma	1102	NS	normal	NS	plasma_untarg_gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid
plasma	1104	NS	normal	NS	plasma_untarg_methyl indole-3-acetate	Xenobiotics	Food Component/Plant
plasma	1105	NS	normal	NS	plasma_untarg_alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism
plasma	1108	NS	normal	NS	plasma_untarg_N-carbamoylaspartate	Nucleotide	Pyrimidine Metabolism, Orotate containing
plasma	1110	NS	normal	NS	plasma_untarg_N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism
plasma	1111	NS	normal	NS	plasma_untarg_vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism
plasma	1113	NS	normal	NS	plasma_untarg_4-acetamidobutanoate	Amino Acid	Polyamine Metabolism
plasma	1114	NS	normal	NS	plasma_untarg_3-aminoisobutyrate	Nucleotide	Pyrimidine Metabolism, Thymine containing
plasma	1123	NS	normal	NS	plasma_untarg_chenodeoxycholate	Lipid	Primary Bile Acid Metabolism
plasma	1124	NS	normal	NS	plasma_untarg_citrate	Energy	TCA Cycle
plasma	1125	NS	normal	NS	plasma_untarg_5,6-dihydrouracil	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	1134	NS	normal	NS	plasma_untarg_urate	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing
plasma	1135	NS	normal	NS	plasma_untarg_ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism
plasma	1136	NS	normal	NS	plasma_untarg_valerate (5:0)	Lipid	Short Chain Fatty Acid
plasma	1137	NS	normal	NS	plasma_untarg_oleoyl ethanolamide (18:1)	Lipid	Endocannabinoid
plasma	1140	NS	normal	NS	plasma_untarg_gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid
plasma	1143	NS	normal	NS	plasma_untarg_butyrate/isobutyrate (4:0)	Lipid	Short Chain Fatty Acid
plasma	1162	NS	normal	NS	plasma_untarg_N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism
plasma	1215	NS	normal	NS	plasma_untarg_N-acetylglucosaminylasparagine	Carbohydrate	Aminosugar Metabolism
plasma	1221	NS	normal	NS	plasma_untarg_creatine	Amino Acid	Creatine Metabolism
plasma	1224	NS	normal	NS	plasma_untarg_cys-gly, oxidized	Amino Acid	Glutathione Metabolism
plasma	1231	NS	normal	NS	plasma_untarg_dihomolinoleate (20:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	1235	NS	normal	NS	plasma_untarg_gamma-glutamylhistidine	Peptide	Gamma-glutamyl Amino Acid
plasma	1239	NS	normal	NS	plasma_untarg_2-hydroxystearate	Lipid	Fatty Acid, Monohydroxy
plasma	1242	NS	normal	NS	plasma_untarg_1-methyladenosine	Nucleotide	Purine Metabolism, Adenine containing
plasma	1254	NS	normal	NS	plasma_untarg_glycerol	Lipid	Glycerolipid Metabolism
plasma	1256	NS	normal	NS	plasma_untarg_choline	Lipid	Phospholipid Metabolism
plasma	1258	NS	normal	NS	plasma_untarg_anthranilate	Amino Acid	Tryptophan Metabolism
plasma	1268	NS	normal	NS	plasma_untarg_gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid
plasma	1342	NS	normal	NS	plasma_untarg_3-methoxytyrosine	Amino Acid	Tyrosine Metabolism
plasma	1383	NS	normal	NS	plasma_untarg_4-acetamidophenol	Xenobiotics	Drug - Analgesics, Anesthetics
plasma	1442	NS	normal	NS	plasma_untarg_beta-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	1489	NS	normal	NS	plasma_untarg_palmitoyl ethanolamide (16:0)	Lipid	Endocannabinoid
plasma	1504	NS	normal	NS	plasma_untarg_oleamide	Lipid	Fatty Acid, Amide
plasma	1518	NS	normal	NS	plasma_untarg_N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides
plasma	1526	NS	normal	NS	plasma_untarg_1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	Lipid	Phosphatidylethanolamine (PE)
plasma	1528	NS	normal	NS	plasma_untarg_1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	Lipid	Phosphatidylinositol (PI)
plasma	1537	NS	normal	NS	plasma_untarg_1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	Lipid	Phosphatidylcholine (PC)
plasma	1538	NS	normal	NS	plasma_untarg_stearoyl sphingomyelin (d18:1/18:0)	Lipid	Sphingomyelins
plasma	1539	NS	normal	NS	plasma_untarg_1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	Lipid	Phosphatidylcholine (PC)
plasma	1547	NS	normal	NS	plasma_untarg_N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	Ceramides
plasma	1628	NS	normal	NS	plasma_untarg_glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism
plasma	1629	NS	normal	NS	plasma_untarg_taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism
plasma	1648	NS	normal	NS	plasma_untarg_taurocholate	Lipid	Primary Bile Acid Metabolism
plasma	1668	NS	normal	NS	plasma_untarg_taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism
plasma	1869	NS	normal	NS	plasma_untarg_2-hydroxyhippurate (salicylurate)	Xenobiotics	Benzoate Metabolism
plasma	2029	NS	normal	NS	plasma_untarg_azelate (C9-DC)	Lipid	Fatty Acid, Dicarboxylate
plasma	2048	NS	normal	NS	plasma_untarg_3-(N-acetyl-cystein-S-yl) acetaminophen	Xenobiotics	Drug - Analgesics, Anesthetics
plasma	2049	NS	normal	NS	plasma_untarg_4-acetaminophen sulfate	Xenobiotics	Drug - Analgesics, Anesthetics
plasma	2050	NS	normal	NS	plasma_untarg_eicosapentaenoate (EPA; 20:5n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	2051	NS	normal	NS	plasma_untarg_methylsuccinate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	2054	NS	normal	NS	plasma_untarg_ethylmalonate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100000007	NS	normal	NS	plasma_untarg_carnitine	Lipid	Carnitine Metabolism
plasma	100000008	NS	normal	NS	plasma_untarg_benzoate	Xenobiotics	Benzoate Metabolism
plasma	100000010	NS	normal	NS	plasma_untarg_3-phenylpropionate (hydrocinnamate)	Xenobiotics	Benzoate Metabolism
