bodysite	metabolites	restored	type_restoration	FMT_effect	chem_name	SUPER_PATHWAY	SUB_PATHWAY
plasma	100000014	restored	normal	restored normal	plasma_untarg_hippurate	Xenobiotics	Benzoate Metabolism
plasma	100000015	NS	normal	NS	plasma_untarg_xanthurenate	Amino Acid	Tryptophan Metabolism
plasma	100000036	NS	normal	NS	plasma_untarg_3-methyl-2-oxovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100000039	NS	normal	NS	plasma_untarg_methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	100000042	NS	normal	NS	plasma_untarg_3-methylhistidine	Amino Acid	Histidine Metabolism
plasma	100000043	NS	normal	NS	plasma_untarg_4-acetamidophenylglucuronide	Xenobiotics	Drug - Analgesics, Anesthetics
plasma	100000054	NS	normal	NS	plasma_untarg_5-hydroxylysine	Amino Acid	Lysine Metabolism
plasma	100000096	NS	normal	NS	plasma_untarg_4-guanidinobutanoate	Amino Acid	Guanidino and Acetamido Metabolism
plasma	100000257	NS	normal	NS	plasma_untarg_glucuronate	Carbohydrate	Aminosugar Metabolism
plasma	100000258	NS	normal	NS	plasma_untarg_glycerol 3-phosphate	Lipid	Glycerolipid Metabolism
plasma	100000263	NS	normal	NS	plasma_untarg_imidazole lactate	Amino Acid	Histidine Metabolism
plasma	100000265	NS	normal	NS	plasma_untarg_kynurenine	Amino Acid	Tryptophan Metabolism
plasma	100000269	NS	normal	NS	plasma_untarg_glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism
plasma	100000272	NS	normal	NS	plasma_untarg_allo-threonine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	100000275	NS	normal	NS	plasma_untarg_maltotetraose	Carbohydrate	Glycogen Metabolism
plasma	100000276	NS	normal	NS	plasma_untarg_maltotriose	Carbohydrate	Glycogen Metabolism
plasma	100000282	NS	normal	NS	plasma_untarg_N-acetylglutamate	Amino Acid	Glutamate Metabolism
plasma	100000285	NS	normal	NS	plasma_untarg_N-alpha-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100000295	NS	normal	NS	plasma_untarg_tartarate	Xenobiotics	Food Component/Plant
plasma	100000299	NS	normal	NS	plasma_untarg_xanthosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing
plasma	100000406	NS	normal	NS	plasma_untarg_ribitol	Carbohydrate	Pentose Metabolism
plasma	100000409	NS	normal	NS	plasma_untarg_2-isopropylmalate	Xenobiotics	Food Component/Plant
plasma	100000436	NS	normal	NS	plasma_untarg_glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism
plasma	100000437	NS	normal	NS	plasma_untarg_theophylline	Xenobiotics	Xanthine Metabolism
plasma	100000442	NS	normal	NS	plasma_untarg_quinate	Xenobiotics	Food Component/Plant
plasma	100000445	NS	normal	NS	plasma_untarg_theobromine	Xenobiotics	Xanthine Metabolism
plasma	100000453	NS	normal	NS	plasma_untarg_paraxanthine	Xenobiotics	Xanthine Metabolism
plasma	100000463	restored	normal	restored normal	plasma_untarg_indolelactate	Amino Acid	Tryptophan Metabolism
plasma	100000467	restored	normal	restored normal	plasma_untarg_3-indoxyl sulfate	Amino Acid	Tryptophan Metabolism
plasma	100000487	NS	normal	NS	plasma_untarg_glycylvaline	Peptide	Dipeptide
plasma	100000491	NS	normal	NS	plasma_untarg_gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid
plasma	100000551	NS	normal	NS	plasma_untarg_4-methyl-2-oxopentanoate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100000580	NS	normal	NS	plasma_untarg_1,5-anhydroglucitol (1,5-AG)	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism
plasma	100000611	NS	normal	NS	plasma_untarg_1-palmityl-GPC (O-16:0)	Lipid	Lysoplasmalogen
plasma	100000616	NS	normal	NS	plasma_untarg_1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	Lipid	Phosphatidylinositol (PI)
plasma	100000626	NS	normal	NS	plasma_untarg_sphingosine 1-phosphate	Lipid	Sphingosines
plasma	100000639	NS	normal	NS	plasma_untarg_1-stearoyl-2-oleoyl-GPS (18:0/18:1)	Lipid	Phosphatidylserine (PS)
plasma	100000656	NS	normal	NS	plasma_untarg_1-stearoyl-GPI (18:0)	Lipid	Lysophospholipid
plasma	100000657	NS	normal	NS	plasma_untarg_1,2-dipalmitoyl-GPC (16:0/16:0)	Lipid	Phosphatidylcholine (PC)
plasma	100000665	NS	normal	NS	plasma_untarg_docosahexaenoate (DHA; 22:6n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100000672	NS	normal	NS	plasma_untarg_1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	Lipid	Phosphatidylcholine (PC)
plasma	100000706	NS	normal	NS	plasma_untarg_alpha-hydroxyisocaproate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100000708	restored	normal	restored normal	plasma_untarg_isovalerate (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100000711	NS	normal	NS	plasma_untarg_4-acetylphenyl sulfate	Xenobiotics	Benzoate Metabolism
plasma	100000715	depleted	normal	depleted normal	plasma_untarg_1-methylguanidine	Amino Acid	Guanidino and Acetamido Metabolism
plasma	100000743	NS	normal	NS	plasma_untarg_2-hydroxyoctanoate	Lipid	Fatty Acid, Monohydroxy
plasma	100000765	NS	normal	NS	plasma_untarg_levulinate (4-oxovalerate)	Xenobiotics	Food Component/Plant
plasma	100000773	NS	normal	NS	plasma_untarg_3-hydroxyoctanoate	Lipid	Fatty Acid, Monohydroxy
plasma	100000774	NS	normal	NS	plasma_untarg_phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism
plasma	100000776	NS	normal	NS	plasma_untarg_palmitoylcarnitine (C16)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)
plasma	100000781	NS	normal	NS	plasma_untarg_hexanoylcarnitine (C6)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)
plasma	100000787	NS	normal	NS	plasma_untarg_N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism
plasma	100000792	NS	normal	NS	plasma_untarg_dehydroepiandrosterone sulfate (DHEA-S)	Lipid	Androgenic Steroids
plasma	100000802	NS	normal	NS	plasma_untarg_acetylcarnitine (C2)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Short Chain)
plasma	100000808	NS	normal	NS	plasma_untarg_cysteine s-sulfate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	100000827	NS	normal	NS	plasma_untarg_1-palmitoylglycerol (16:0)	Lipid	Monoacylglycerol
plasma	100000840	depleted	normal	depleted normal	plasma_untarg_tartronate (hydroxymalonate)	Xenobiotics	Food Component/Plant
plasma	100000841	depleted	normal	depleted normal	plasma_untarg_oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism
plasma	100000846	NS	normal	NS	plasma_untarg_erythritol	Xenobiotics	Food Component/Plant
plasma	100000863	NS	normal	NS	plasma_untarg_adipate	Lipid	Fatty Acid, Dicarboxylate
plasma	100000870	NS	normal	NS	plasma_untarg_saccharin	Xenobiotics	Food Component/Plant
plasma	100000882	NS	normal	NS	plasma_untarg_3-hydroxymyristate	Lipid	Fatty Acid, Monohydroxy
plasma	100000900	NS	normal	NS	plasma_untarg_iminodiacetate (IDA)	Xenobiotics	Chemical
plasma	100000924	NS	normal	NS	plasma_untarg_1-oleoylglycerol (18:1)	Lipid	Monoacylglycerol
plasma	100000936	NS	normal	NS	plasma_untarg_3-methyl-2-oxobutyrate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100000943	NS	normal	NS	plasma_untarg_2-oleoylglycerol (18:1)	Lipid	Monoacylglycerol
plasma	100000961	NS	normal	NS	plasma_untarg_homoarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100000963	NS	normal	NS	plasma_untarg_homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100000966	NS	normal	NS	plasma_untarg_pyroglutamylglutamine	Peptide	Modified Peptides
plasma	100000987	NS	normal	NS	plasma_untarg_2-linoleoylglycerol (18:2)	Lipid	Monoacylglycerol
plasma	100000997	NS	normal	NS	plasma_untarg_3-hydroxydecanoate	Lipid	Fatty Acid, Monohydroxy
plasma	100000998	NS	normal	NS	plasma_untarg_citramalate	Amino Acid	Glutamate Metabolism
plasma	100001002	NS	normal	NS	plasma_untarg_EDTA	Xenobiotics	Chemical
plasma	100001006	NS	normal	NS	plasma_untarg_N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	100001007	NS	normal	NS	plasma_untarg_ribonate	Carbohydrate	Pentose Metabolism
plasma	100001022	depleted	normal	depleted normal	plasma_untarg_threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism
plasma	100001026	restored	normal	restored normal	plasma_untarg_galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism
plasma	100001033	NS	normal	NS	plasma_untarg_beta-sitosterol	Lipid	Sterol
plasma	100001034	NS	normal	NS	plasma_untarg_indoleacetate	Amino Acid	Tryptophan Metabolism
plasma	100001040	NS	normal	NS	plasma_untarg_1-linoleoylglycerol (18:2)	Lipid	Monoacylglycerol
plasma	100001051	NS	normal	NS	plasma_untarg_1-methylhistidine	Amino Acid	Histidine Metabolism
plasma	100001054	NS	normal	NS	plasma_untarg_butyrylcarnitine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)
plasma	100001055	restored	normal	restored normal	plasma_untarg_isobutyrylcarnitine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001064	restored	normal	restored normal	plasma_untarg_glycolithocholate	Lipid	Secondary Bile Acid Metabolism
plasma	100001073	NS	normal	NS	plasma_untarg_androsterone sulfate	Lipid	Androgenic Steroids
plasma	100001081	NS	normal	NS	plasma_untarg_2-pyrrolidinone	Amino Acid	Glutamate Metabolism
plasma	100001083	restored	normal	restored normal	plasma_untarg_indolepropionate	Amino Acid	Tryptophan Metabolism
plasma	100001086	NS	normal	NS	plasma_untarg_N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant
plasma	100001092	NS	normal	NS	plasma_untarg_trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism
plasma	100001102	NS	normal	NS	plasma_untarg_dodecanedioate (C12)	Lipid	Fatty Acid, Dicarboxylate
plasma	100001104	NS	normal	NS	plasma_untarg_N-acetyltyrosine	Amino Acid	Tyrosine Metabolism
plasma	100001106	NS	normal	NS	plasma_untarg_1,3-dimethylurate	Xenobiotics	Xanthine Metabolism
plasma	100001108	NS	normal	NS	plasma_untarg_3-methylxanthine	Xenobiotics	Xanthine Metabolism
plasma	100001112	NS	normal	NS	plasma_untarg_3-hydroxylaurate	Lipid	Fatty Acid, Monohydroxy
plasma	100001121	NS	normal	NS	plasma_untarg_pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism
plasma	100001126	NS	normal	NS	plasma_untarg_gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid
plasma	100001127	NS	normal	NS	plasma_untarg_pyroglutamylglycine	Peptide	Modified Peptides
plasma	100001132	NS	normal	NS	plasma_untarg_pyroglutamylvaline	Peptide	Modified Peptides
plasma	100001145	NS	normal	NS	plasma_untarg_3-hydroxysebacate	Lipid	Fatty Acid, Monohydroxy
plasma	100001148	NS	normal	NS	plasma_untarg_5-hydroxyhexanoate	Lipid	Fatty Acid, Monohydroxy
plasma	100001150	NS	normal	NS	plasma_untarg_propionylglycine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)
plasma	100001151	NS	normal	NS	plasma_untarg_butyrylglycine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)
plasma	100001153	NS	normal	NS	plasma_untarg_2-hydroxyadipate	Lipid	Fatty Acid, Dicarboxylate
plasma	100001155	NS	normal	NS	plasma_untarg_2-methylbutyrylglycine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001162	restored	normal	restored normal	plasma_untarg_propionylcarnitine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)
plasma	100001167	NS	normal	NS	plasma_untarg_prolylhydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100001170	NS	normal	NS	plasma_untarg_3-hydroxy-2-ethylpropionate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001178	NS	normal	NS	plasma_untarg_3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	Lipid	Fatty Acid, Dicarboxylate
plasma	100001180	NS	normal	NS	plasma_untarg_2-hydroxymyristate	Lipid	Fatty Acid, Monohydroxy
plasma	100001181	NS	normal	NS	plasma_untarg_docosapentaenoate (DPA; 22:5n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100001182	NS	normal	NS	plasma_untarg_docosadienoate (22:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100001193	NS	normal	NS	plasma_untarg_adrenate (22:4n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100001197	NS	normal	NS	plasma_untarg_10-undecenoate (11:1n1)	Lipid	Medium Chain Fatty Acid
plasma	100001198	NS	normal	NS	plasma_untarg_myristoleate (14:1n5)	Lipid	Long Chain Monounsaturated Fatty Acid
plasma	100001207	NS	normal	NS	plasma_untarg_4-imidazoleacetate	Amino Acid	Histidine Metabolism
plasma	100001208	NS	normal	NS	plasma_untarg_1-methyl-4-imidazoleacetate	Amino Acid	Histidine Metabolism
plasma	100001211	NS	normal	NS	plasma_untarg_sebacate (C10-DC)	Lipid	Fatty Acid, Dicarboxylate
plasma	100001212	NS	normal	NS	plasma_untarg_guanidinosuccinate	Amino Acid	Guanidino and Acetamido Metabolism
plasma	100001229	NS	normal	NS	plasma_untarg_stearidonate (18:4n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100001231	NS	normal	NS	plasma_untarg_nervonate (24:1n9)*	Lipid	Long Chain Monounsaturated Fatty Acid
plasma	100001232	NS	normal	NS	plasma_untarg_5-dodecenoate (12:1n7)	Lipid	Medium Chain Fatty Acid
plasma	100001247	NS	normal	NS	plasma_untarg_octanoylcarnitine (C8)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)
plasma	100001250	NS	normal	NS	plasma_untarg_tauro-beta-muricholate	Lipid	Primary Bile Acid Metabolism
plasma	100001251	NS	normal	NS	plasma_untarg_decanoylcarnitine (C10)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)
plasma	100001253	NS	normal	NS	plasma_untarg_N-acetylglutamine	Amino Acid	Glutamate Metabolism
plasma	100001254	NS	normal	NS	plasma_untarg_N-acetyltryptophan	Amino Acid	Tryptophan Metabolism
plasma	100001256	NS	normal	NS	plasma_untarg_N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism
plasma	100001258	depleted	normal	depleted normal	plasma_untarg_glycylleucine	Peptide	Dipeptide
plasma	100001262	NS	normal	NS	plasma_untarg_gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid
plasma	100001263	NS	normal	NS	plasma_untarg_1-palmitoyl-GPC (16:0)	Lipid	Lysophospholipid
plasma	100001264	NS	normal	NS	plasma_untarg_1-margaroyl-GPC (17:0)	Lipid	Lysophospholipid
plasma	100001266	NS	normal	NS	plasma_untarg_N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100001267	NS	normal	NS	plasma_untarg_piperine	Xenobiotics	Food Component/Plant
plasma	100001269	NS	normal	NS	plasma_untarg_campesterol	Lipid	Sterol
plasma	100001270	NS	normal	NS	plasma_untarg_myristoylcarnitine (C14)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)
plasma	100001271	NS	normal	NS	plasma_untarg_1-stearoyl-GPC (18:0)	Lipid	Lysophospholipid
plasma	100001272	NS	normal	NS	plasma_untarg_1-oleoyl-GPC (18:1)	Lipid	Lysophospholipid
plasma	100001274	NS	normal	NS	plasma_untarg_N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	100001276	NS	normal	NS	plasma_untarg_N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001277	NS	normal	NS	plasma_untarg_nonadecenoate (19:1)	Lipid	Long Chain Monounsaturated Fatty Acid
plasma	100001278	NS	normal	NS	plasma_untarg_heptadecenoate (17:1)	Lipid	Long Chain Monounsaturated Fatty Acid
plasma	100001279	NS	normal	NS	plasma_untarg_hyocholate	Lipid	Secondary Bile Acid Metabolism
plasma	100001287	NS	normal	NS	plasma_untarg_epiandrosterone sulfate	Lipid	Androgenic Steroids
plasma	100001293	NS	normal	NS	plasma_untarg_N-acetylhistidine	Amino Acid	Histidine Metabolism
plasma	100001294	NS	normal	NS	plasma_untarg_gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid
plasma	100001295	NS	normal	NS	plasma_untarg_gamma-glutamyltryptophan	Peptide	Gamma-glutamyl Amino Acid
plasma	100001296	NS	normal	NS	plasma_untarg_stachydrine	Xenobiotics	Food Component/Plant
plasma	100001300	NS	normal	NS	plasma_untarg_alpha-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001313	NS	normal	NS	plasma_untarg_gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid
plasma	100001314	NS	normal	NS	plasma_untarg_gamma-glutamylthreonine	Peptide	Gamma-glutamyl Amino Acid
plasma	100001315	restored	normal	restored normal	plasma_untarg_p-cresol sulfate	Xenobiotics	Benzoate Metabolism
plasma	100001320	NS	normal	NS	plasma_untarg_erythronate*	Carbohydrate	Aminosugar Metabolism
plasma	100001323	NS	normal	NS	plasma_untarg_fibrinopeptide A, des-ala(1)*	Peptide	Fibrinogen Cleavage Peptide
plasma	100001332	NS	normal	NS	plasma_untarg_salicyluric glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics
plasma	100001334	NS	normal	NS	plasma_untarg_N-acetylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100001335	NS	normal	NS	plasma_untarg_eicosenoate (20:1n9 or 1n11)	Lipid	Long Chain Monounsaturated Fatty Acid
plasma	100001337	NS	normal	NS	plasma_untarg_linolenate (18:3n3 or 3n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100001359	NS	normal	NS	plasma_untarg_aconitate [cis or trans]	Energy	TCA Cycle
plasma	100001383	NS	normal	NS	plasma_untarg_1-myristoyl-GPC (14:0)	Lipid	Lysophospholipid
plasma	100001384	NS	normal	NS	plasma_untarg_1-arachidoyl-GPC (20:0)	Lipid	Lysophospholipid
plasma	100001386	NS	normal	NS	plasma_untarg_heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism
plasma	100001391	NS	normal	NS	plasma_untarg_stearoylcarnitine (C18)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)
plasma	100001392	NS	normal	NS	plasma_untarg_laurylcarnitine (C12)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)
plasma	100001393	NS	normal	NS	plasma_untarg_isovalerylcarnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001395	NS	normal	NS	plasma_untarg_1-linoleoyl-GPC (18:2)	Lipid	Lysophospholipid
plasma	100001396	NS	normal	NS	plasma_untarg_7-methylxanthine	Xenobiotics	Xanthine Metabolism
plasma	100001397	NS	normal	NS	plasma_untarg_1,3,7-trimethylurate	Xenobiotics	Xanthine Metabolism
plasma	100001398	NS	normal	NS	plasma_untarg_3,7-dimethylurate	Xenobiotics	Xanthine Metabolism
plasma	100001399	NS	normal	NS	plasma_untarg_1,7-dimethylurate	Xenobiotics	Xanthine Metabolism
plasma	100001400	NS	normal	NS	plasma_untarg_1-methylurate	Xenobiotics	Xanthine Metabolism
plasma	100001403	NS	normal	NS	plasma_untarg_5-acetylamino-6-amino-3-methyluracil	Xenobiotics	Xanthine Metabolism
plasma	100001404	NS	normal	NS	plasma_untarg_indolebutyrate	Amino Acid	Tryptophan Metabolism
plasma	100001405	NS	normal	NS	plasma_untarg_1-methylxanthine	Xenobiotics	Xanthine Metabolism
plasma	100001409	NS	normal	NS	plasma_untarg_N1-methylinosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing
plasma	100001411	NS	normal	NS	plasma_untarg_beta-guanidinopropanoate	Xenobiotics	Food Component/Plant
plasma	100001412	NS	normal	NS	plasma_untarg_N2,N2-dimethylguanosine	Nucleotide	Purine Metabolism, Guanine containing
plasma	100001413	NS	normal	NS	plasma_untarg_N4-acetylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing
plasma	100001415	NS	normal	NS	plasma_untarg_N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism, Adenine containing
plasma	100001416	NS	normal	NS	plasma_untarg_orotidine	Nucleotide	Pyrimidine Metabolism, Orotate containing
plasma	100001417	restored	normal	restored normal	plasma_untarg_phenylacetylglutamine	Peptide	Acetylated Peptides
plasma	100001423	restored	normal	restored normal	plasma_untarg_4-hydroxyhippurate	Xenobiotics	Benzoate Metabolism
plasma	100001425	NS	normal	NS	plasma_untarg_5,6-dihydrouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	100001426	NS	normal	NS	plasma_untarg_3-(3-amino-3-carboxypropyl)uridine*	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	100001429	NS	normal	NS	plasma_untarg_1-margaroylglycerol (17:0)	Lipid	Monoacylglycerol
plasma	100001433	NS	normal	NS	plasma_untarg_1-arachidonylglycerol (20:4)	Lipid	Monoacylglycerol
plasma	100001437	NS	normal	NS	plasma_untarg_cysteine-glutathione disulfide	Amino Acid	Glutathione Metabolism
plasma	100001446	NS	normal	NS	plasma_untarg_5-methyluridine (ribothymidine)	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	100001452	NS	normal	NS	plasma_untarg_isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001454	NS	normal	NS	plasma_untarg_3-hydroxydodecanedioate*	Lipid	Fatty Acid, Dicarboxylate
plasma	100001456	NS	normal	NS	plasma_untarg_7-methylguanine	Nucleotide	Purine Metabolism, Guanine containing
plasma	100001461	NS	normal	NS	plasma_untarg_1-stearoyl-GPE (18:0)	Lipid	Lysophospholipid
plasma	100001462	NS	normal	NS	plasma_untarg_1-stearoyl-GPG (18:0)	Lipid	Lysophospholipid
plasma	100001466	NS	normal	NS	plasma_untarg_3-methylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing
plasma	100001468	NS	normal	NS	plasma_untarg_N1-methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism
plasma	100001469	NS	normal	NS	plasma_untarg_N1-methyl-4-pyridone-3-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism
plasma	100001472	NS	normal	NS	plasma_untarg_mead acid (20:3n9)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100001485	NS	normal	NS	plasma_untarg_gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid
plasma	100001501	NS	normal	NS	plasma_untarg_oleoylcarnitine (C18:1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)
plasma	100001509	NS	normal	NS	plasma_untarg_2-methylbutyrylcarnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001510	NS	normal	NS	plasma_untarg_phenol sulfate	Amino Acid	Tyrosine Metabolism
plasma	100001511	NS	normal	NS	plasma_untarg_1-palmitoleoyl-GPC (16:1)*	Lipid	Lysophospholipid
plasma	100001540	NS	normal	NS	plasma_untarg_2-amino-4-cyanobutanoate	Amino Acid	Glutamate Metabolism
plasma	100001541	NS	normal	NS	plasma_untarg_2-hydroxy-3-methylvalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001550	depleted	normal	depleted normal	plasma_untarg_homostachydrine*	Xenobiotics	Food Component/Plant
plasma	100001551	NS	normal	NS	plasma_untarg_1-arachidonoyl-GPC (20:4n6)*	Lipid	Lysophospholipid
plasma	100001552	NS	normal	NS	plasma_untarg_1-dihomo-linolenoyl-GPC (20:3n3 or n6)*	Lipid	Lysophospholipid
plasma	100001553	NS	normal	NS	plasma_untarg_1-eicosadienoyl-GPC* (20:2)*	Lipid	Lysophospholipid
plasma	100001554	NS	normal	NS	plasma_untarg_2-arachidonoyl-GPC (20:4)*	Lipid	Lysophospholipid
plasma	100001555	NS	normal	NS	plasma_untarg_2-stearoyl-GPC* (18:0)*	Lipid	Lysophospholipid
plasma	100001556	NS	normal	NS	plasma_untarg_2-oleoyl-GPC (18:1)*	Lipid	Lysophospholipid
plasma	100001557	NS	normal	NS	plasma_untarg_2-linoleoyl-GPC (18:2)*	Lipid	Lysophospholipid
plasma	100001558	NS	normal	NS	plasma_untarg_2-dihomo-linolenoyl-GPC (20:3n3 or n6)*	Lipid	Lysophospholipid
plasma	100001561	NS	normal	NS	plasma_untarg_2-palmitoleoyl-GPC (16:1)*	Lipid	Lysophospholipid
plasma	100001562	NS	normal	NS	plasma_untarg_2-palmitoyl-GPC (16:0)*	Lipid	Lysophospholipid
plasma	100001563	NS	normal	NS	plasma_untarg_2-myristoyl-GPC (14:0)*	Lipid	Lysophospholipid
plasma	100001565	NS	normal	NS	plasma_untarg_2-docosahexaenoyl-GPC (22:6)*	Lipid	Lysophospholipid
plasma	100001566	NS	normal	NS	plasma_untarg_1-docosahexaenoyl-GPC (22:6)*	Lipid	Lysophospholipid
plasma	100001567	NS	normal	NS	plasma_untarg_1-palmitoyl-GPE (16:0)	Lipid	Lysophospholipid
plasma	100001569	NS	normal	NS	plasma_untarg_1-oleoyl-GPE (18:1)	Lipid	Lysophospholipid
plasma	100001570	NS	normal	NS	plasma_untarg_1-linoleoyl-GPE (18:2)*	Lipid	Lysophospholipid
plasma	100001571	NS	normal	NS	plasma_untarg_1-arachidonoyl-GPE (20:4n6)*	Lipid	Lysophospholipid
plasma	100001577	NS	normal	NS	plasma_untarg_N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100001579	NS	normal	NS	plasma_untarg_2-hydroxypalmitate	Lipid	Fatty Acid, Monohydroxy
plasma	100001580	NS	normal	NS	plasma_untarg_docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100001586	NS	normal	NS	plasma_untarg_gulonate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism
plasma	100001590	NS	normal	NS	plasma_untarg_isobutyrylglycine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001593	NS	normal	NS	plasma_untarg_glutarylcarnitine (C5-DC)	Amino Acid	Lysine Metabolism
plasma	100001594	NS	normal	NS	plasma_untarg_beta-hydroxyisovaleroylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001597	NS	normal	NS	plasma_untarg_tiglyl carnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100001604	NS	normal	NS	plasma_untarg_hydroquinone sulfate	Xenobiotics	Drug - Topical Agents
plasma	100001605	restored	normal	restored normal	plasma_untarg_catechol sulfate	Xenobiotics	Benzoate Metabolism
plasma	100001606	NS	normal	NS	plasma_untarg_cholesterol sulfate	Lipid	Sterol
