# Pathway	CRSAFR-001-4-913_Abundance
UNMAPPED	5727794.8062268505
UNINTEGRATED	20906187.5796275176
UNINTEGRATED|unclassified	1865838.1304077443
UNINTEGRATED|g__Blautia.s__Blautia_obeum	1399251.6649641180
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_catenulatum	1388487.0447808346
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	1246270.4608692795
UNINTEGRATED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	1169507.5901796245
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	1106205.3947294720
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	1101087.1819611285
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	967272.4306707147
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	888635.9763233123
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	859320.8047055011
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	700710.4492313968
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	685452.3749983567
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	587289.4319677192
UNINTEGRATED|g__Blautia.s__Blautia_sp	445447.6177717163
UNINTEGRATED|g__Gemmiger.s__Gemmiger_formicilis	428294.1276955081
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	412099.8225063208
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	397773.7392697302
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	370393.0609476140
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	286134.9315707660
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	269061.6265820250
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_sp_CAG_177	223813.8988953308
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_251	214471.8287467718
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	208100.5230300819
UNINTEGRATED|g__Subdoligranulum.s__Subdoligranulum_sp_APC924_74	179786.9960269481
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	155989.7512230575
UNINTEGRATED|g__Dialister.s__Dialister_sp_CAG_357	147188.4531766362
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_114	140451.8985331804
UNINTEGRATED|g__Intestinibacter.s__Intestinibacter_bartlettii	139508.6675775149
UNINTEGRATED|g__Blautia.s__Blautia_sp_CAG_52	139070.0729409331
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	124392.7857079985
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	120072.8650537948
UNINTEGRATED|g__Senegalimassilia.s__Senegalimassilia_anaerobia	113593.0707824258
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ventriosum	112792.1685721682
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bicirculans	107401.5844430789
UNINTEGRATED|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	97869.7391427425
UNINTEGRATED|g__Enterococcus.s__Enterococcus_hirae	96976.5770572883
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	94850.2444184449
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	88272.9041153193
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56	81922.6558653457
UNINTEGRATED|g__Hungatella.s__Hungatella_hathewayi	66267.7726857941
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	57348.6440640415
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_274	54997.1812310511
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	54294.9850342848
UNINTEGRATED|g__Blautia.s__Blautia_hydrogenotrophica	48489.9184658886
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	45256.2470442610
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	43510.5960764983
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	39888.2557568630
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_AF17_7	37207.3680003210
