"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.46377616140222	0.499745642254383	0.0380411873270223	0.101972474921982	0.0380411873270223	0.0807620445236387	NA	"abundance"	30	29
"PWY.5690..TCA.cycle.II..plants.and.fungi."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.88353345637096	0.666859909871455	0.0383187775336782	0.102530497132686	0.0383187775336782	0.0811902811109617	NA	"abundance"	30	21
"PWY.6731..starch.degradation.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.251326965094966	0.280462462003964	0.0399533865652185	0.106710943864065	0.0399533865652185	0.0843197704630844	NA	"abundance"	30	30
"PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.07861713557776	1.12006441431383	0.0403226828556983	0.107502892739831	0.0403226828556983	0.0849316351488133	NA	"abundance"	30	11
"PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.35566201414192	0.801220202917361	0.0405322963898435	0.10786703021225	0.0405322963898435	0.0852054167723625	NA	"abundance"	30	30
"X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	6.41028850439322	2.16895522398236	0.0409966118411632	0.108906467067263	0.0409966118411632	0.0860025187795888	NA	"abundance"	30	13
"P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.67463530779183	0.613500048965409	0.0412974096537022	0.109383638718757	0.0808893432632987	0.154280922088645	NA	"abundance"	30	29
"PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.58069424369651	0.566869379801833	0.0413243536933421	0.109383638718757	0.0413243536933421	0.0863614422888204	NA	"abundance"	30	30
"PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.757803609388885	0.523895109581817	0.0417136850493216	0.110019844317586	0.0816873385782492	0.154974206167955	NA	"abundance"	30	28
"PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.0689479075938727	0.118474159671596	0.0416504169263949	0.110019844317586	0.0416504169263949	0.0868731893006678	NA	"abundance"	30	30
"PWY.7616..methanol.oxidation.to.carbon.dioxide"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.38716885296828	1.7187941904094	0.0425694670188208	0.112076832062029	0.0425694670188208	0.0886173729769227	NA	"abundance"	30	12
"PWY.6168..flavin.biosynthesis.III..fungi."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.64307900233515	1.79902067050614	0.0428638172998171	0.112650993152722	6.44888731322321e-05	0.000327028882708476	NA	"prevalence"	30	24
"PWY.5845..superpathway.of.menaquinol.9.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.69212863713196	0.605551271100282	0.0432151282553184	0.113372547838553	0.0845627092005131	0.158917584689131	NA	"abundance"	30	25
"PWY.6922..L.N.delta..acetylornithine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.23672113540482	0.863826489431564	0.0439193128296314	0.115015647250648	0.0439193128296314	0.0903724321686645	NA	"abundance"	30	25
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.0265577226323678	0.145388876386955	0.0444954290572419	0.116318139323091	0.0444954290572419	0.091382167161706	NA	"abundance"	30	30
"PWY.7807..glyphosate.degradation.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.65271676545487	1.39747533112795	0.0449767361189456	0.117368620578945	0.0449767361189456	0.0921936928108655	NA	"abundance"	30	11
"FUCCAT.PWY..fucose.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.99655117605338	0.280146656683204	0.0467204000020005	0.121703758029903	0.0467204000020005	0.0955847571742649	NA	"abundance"	30	30
"ORNDEG.PWY..superpathway.of.ornithine.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.37529059379961	0.835957069071861	0.047814115843587	0.124333537149609	0.09334204201327	0.172714573437692	NA	"abundance"	30	26
"PWY.7883..anhydromuropeptides.recycling.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.97045498163685	1.22989964666572	0.047911823941115	0.124368653710065	0.0477855222913141	0.0975773069689048	NA	"abundance"	30	24
"LIPA.CORESYN.PWY..lipid.A.core.biosynthesis..E..coli.K.12."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.2333808720164	1.13065089533353	0.04823349549668	0.124548160974437	0.0941405209055318	0.172900905957598	NA	"prevalence"	30	9
"POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-2.2333808720164	1.13065089533353	0.0482334954966799	0.124548160974437	0.0341991973256953	0.0742254384147951	NA	"prevalence"	30	20
"PWY.7279..aerobic.respiration.II..cytochrome.c...yeast."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.23338087203996	1.13065320260146	0.0482339526590235	0.124548160974437	0.0941413911289341	0.172900905957598	NA	"prevalence"	30	7
"P108.PWY..pyruvate.fermentation.to.propanoate.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.10885056603088	0.814103117263279	0.0483735967599058	0.124690754649879	0.0483735967599058	0.0985899972059033	NA	"abundance"	30	22
"PWY66.409..superpathway.of.purine.nucleotide.salvage"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.710356853026822	0.237563432022321	0.0492765879315344	0.126797073823826	0.0492765879315344	0.100239446932969	NA	"abundance"	30	30
"PWY0.1533..methylphosphonate.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.66529724250928	1.43987894429031	0.0494045905804237	0.126905357021367	0.0494045905804237	0.100309130779987	NA	"abundance"	30	11
"LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.81347682618149	1.95691348748473	0.0513288491175431	0.130644048766792	0.0513288491175431	0.103236595029645	NA	"prevalence"	30	8
"PWY.5028..L.histidine.degradation.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.81347682618149	1.95691348748473	0.0513288491175431	0.130644048766792	0.0513288491175431	0.103236595029645	NA	"prevalence"	30	6
"PWY.5088..L.glutamate.degradation.VIII..to.propanoate."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.81347682618149	1.95691348748473	0.0513288491175431	0.130644048766792	0.0513288491175431	0.103236595029645	NA	"prevalence"	30	8
"PWY.5654..2.amino.3.carboxymuconate.semialdehyde.degradation.to.2.hydroxypentadienoate"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.81347682618149	1.95691348748473	0.051328849117543	0.130644048766792	0.051328849117543	0.103236595029645	NA	"prevalence"	30	6
"PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.81347682618149	1.95691348748473	0.0513288491175431	0.130644048766792	0.000130214624338451	0.000613786995780365	NA	"prevalence"	30	24
"PWY.7688..dTDP..alpha..D.ravidosamine.and.dTDP.4.acetyl..alpha..D.ravidosamine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.64307900233514	1.87563300560568	0.0520984053646853	0.130644048766792	0.0520984053646853	0.104587793133608	NA	"prevalence"	30	14
"PWY.622..starch.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.07283970575905	0.710113276438073	0.0529354921647416	0.131847760417071	0.10306881799876	0.188197329792957	NA	"abundance"	30	27
"PWY.6588..pyruvate.fermentation.to.acetone"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.133747071734335	0.559677273061496	0.0537697386005362	0.133700174937697	0.104648292411902	0.19075583114265	NA	"abundance"	30	29
"PWY.5973..cis.vaccenate.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.88523246102991	0.229149364992144	0.0543430955087668	0.134898742968821	0.0543430955087668	0.108686191017534	NA	"abundance"	30	30
"P122.PWY..heterolactic.fermentation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.29879229476509	1.41270869386632	0.0558668422094941	0.138448533462119	0.0328849364313345	0.0721042663555899	NA	"abundance"	30	16
"PWY.5004..superpathway.of.L.citrulline.metabolism"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.91959284073785	1.00515256418388	0.0561650598063589	0.138722062431425	0.109175605669666	0.198669894670991	NA	"prevalence"	30	14
"PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.71220530728501	0.659224557628739	0.0571845151226644	0.140769214726959	0.111098961475515	0.201484557252204	NA	"abundance"	30	25
"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.300679835879269	0.332465972626025	0.0574905059485853	0.141286983837039	0.0574905059485853	0.114552777215989	NA	"abundance"	30	30
"PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.25232405620798	1.28475695976343	0.0578067365588375	0.141828155975752	0.0578067365588375	0.114968788323339	NA	"abundance"	30	10
"PWY.6606..guanosine.nucleotides.degradation.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.624982322401822	0.30440597777448	0.0581275911553218	0.142378859264362	0.0581275911553218	0.115392435132086	NA	"abundance"	30	30
"PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.50712045607713	0.97237930213945	0.061310877783132	0.149927427956434	0.118862731831726	0.211267646278981	NA	"abundance"	30	10
"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.705817039847957	0.142166239051985	0.06199364549729	0.151346470081814	0.06199364549729	0.122839260522408	NA	"abundance"	30	30
"PANTO.PWY..phosphopantothenate.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.125911179864148	0.0992076161072047	0.062303955767177	0.151774005596034	0.062303955767177	0.123225938393492	NA	"abundance"	30	30
"PWY.7858...5Z..dodecenoate.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.22071841868787	0.91427496659623	0.0623742866599817	0.151774005596034	0.120858021683622	0.214457849422015	NA	"abundance"	30	19
"PWY0.1479..tRNA.processing"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0821301226689027	0.221949392650021	0.0626281216072773	0.152141012522942	0.0626281216072773	0.123638542656433	NA	"abundance"	30	30
"PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.436388679235658	0.407460484012202	0.0627497327769628	0.152186133516542	0.121561936590345	0.215349788330579	NA	"abundance"	30	24
"PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.60485626753875	1.94531485791947	0.0638685200918674	0.153888750694434	0.12365785232501	0.217621549321974	NA	"prevalence"	30	22
"PWY.7316..dTDP.N.acetylviosamine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.60485626753875	1.94531485791947	0.0638685200918675	0.153888750694434	0.0638685200918675	0.125623743563048	NA	"prevalence"	30	9
"PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.60485626753875	1.94531485791947	0.0638685200918674	0.153888750694434	0.12365785232501	0.217621549321974	NA	"prevalence"	30	22
"PWY1G.0..mycothiol.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.60485626753875	1.94531485791947	0.0638685200918673	0.153888750694434	0.0638685200918673	0.125623743563048	NA	"prevalence"	30	8
"PWY.5367..petroselinate.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.23221745688378	0.53653832395342	0.0653973887898138	0.157315868473217	0.126517959119102	0.22228935346049	NA	"abundance"	30	29
"PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.43186262601973	0.560701907670085	0.0662337603260047	0.159068721953673	0.0662337603260047	0.130036923942798	NA	"abundance"	30	30
"PWY.5855..ubiquinol.7.biosynthesis..early.decarboxylation."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.08867264264948	1.82058283018297	0.0666277575374989	0.159755191368321	0.128816257000522	0.225956385230424	NA	"abundance"	30	14
"PWY.6293..superpathway.of.L.cysteine.biosynthesis..fungi."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.73362033424062	0.709378882065037	0.0667837237092432	0.159869627096519	0.0667837237092432	0.130876528148151	NA	"abundance"	30	21
"PWY.8004..Entner.Doudoroff.pathway.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.832070699291257	0.188474125467878	0.0681840096545669	0.162957576472161	0.0681840096545669	0.133376399141475	NA	"abundance"	30	30
"GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.08361458822879	1.36184528284296	0.0710488386613695	0.169530104528017	0.13704973984761	0.239613107249906	NA	"abundance"	30	15
"PWY.5747..2.methylcitrate.cycle.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.09870581362633	1.86944096346502	0.0723905191477043	0.172452898034128	0.139540651032935	0.241209202916381	NA	"abundance"	30	14
"PWY.6906..chitin.derivatives.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.22489540661803	1.79902067050613	0.0730394900656672	0.173718722748777	0.140744213022282	0.242897270861035	NA	"prevalence"	30	18
"PWY66.399..gluconeogenesis.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.0149519314119183	0.175235889220454	0.0739097399503525	0.175505925894969	0.142356830241176	0.245284715552429	NA	"abundance"	30	23
"KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.60646657507356	1.68998212858599	0.0761798284463497	0.180122639604924	0.0761798284463497	0.147935420031931	NA	"abundance"	30	15
"P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.317374581086391	0.369263293662027	0.0760205996879793	0.180122639604924	0.0760205996879793	0.14789462121116	NA	"abundance"	30	30
"PWY.7434..terminal.O.glycans.residues.modification..via.type.2.precursor.disaccharide."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.35412617897161	1.01466830279785	0.0762198034888814	0.180122639604924	0.146630148533879	0.251836691703452	NA	"abundance"	30	15
"PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.74100365939228	1.15937681484441	0.0765865666013266	0.180700253786197	0.147307631018874	0.252594816009928	NA	"abundance"	30	11
"PWY.6922..L.N.delta..acetylornithine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.9429038550094	0.863826489431564	0.0768006221575087	0.180916298128613	0.0768006221575087	0.148870771211113	NA	"abundance"	30	25
"DHGLUCONATE.PYR.CAT.PWY..glucose.degradation..oxidative."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.43398720447659	1.95341916389912	0.0787582834121871	0.183190526928819	0.0787582834121871	0.15075378041331	NA	"prevalence"	30	6
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.43398720447659	1.95341916389911	0.0787582834121865	0.183190526928819	0.0210180704082323	0.0499763007484634	NA	"prevalence"	30	23
"P562.PWY..myo.inositol.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.43398720447659	1.95341916389911	0.0787582834121866	0.183190526928819	0.0787582834121866	0.15075378041331	NA	"prevalence"	30	5
"PWY.4361..S.methyl.5.thio..alpha..D.ribose.1.phosphate.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.43398720447659	1.95341916389911	0.0787582834121866	0.183190526928819	0.0787582834121866	0.15075378041331	NA	"prevalence"	30	5
"PWY.5514..UDP.N.acetyl.D.galactosamine.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.43398720447658	1.95341916389911	0.0787582834121869	0.183190526928819	0.0787582834121869	0.15075378041331	NA	"prevalence"	30	6
"PWY.5870..ubiquinol.8.biosynthesis..late.decarboxylation."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.43398720447659	1.95341916389912	0.0787582834121869	0.183190526928819	0.0787582834121869	0.15075378041331	NA	"prevalence"	30	6
"PWY.6396..superpathway.of.2.3.butanediol.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.43398720447659	1.95341916389912	0.0787582834121867	0.183190526928819	0.0787582834121867	0.15075378041331	NA	"prevalence"	30	7
"PWY.7527..L.methionine.salvage.cycle.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.43398720447659	1.95341916389911	0.0787582834121866	0.183190526928819	0.0787582834121866	0.15075378041331	NA	"prevalence"	30	5
"PWY0.1221..putrescine.degradation.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.60642952812436	1.60167450557669	0.079946991393387	0.185663060201309	0.079946991393387	0.152755858555222	NA	"abundance"	30	10
"PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.05513570231234	0.362911094744825	0.0814171281145675	0.188780373979931	0.0814171281145675	0.154974206167955	NA	"abundance"	30	30
"PWY.7456...beta...1.4..mannan.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.49209753840742	0.596956951782134	0.0815478161463211	0.188787028915543	0.0815478161463211	0.154974206167955	NA	"abundance"	30	21
"PWY.7688..dTDP..alpha..D.ravidosamine.and.dTDP.4.acetyl..alpha..D.ravidosamine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.57911698813782	0.629065300485908	0.0832843437556496	0.191736918028516	0.0832843437556496	0.157724332422204	NA	"abundance"	30	14
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.22489540661802	1.87563300560567	0.0855481577391953	0.191736918028516	1.70915150190747e-08	2.10205989315057e-07	NA	"prevalence"	30	23
"METHANOGENESIS.PWY..methanogenesis.from.H2.and.CO2"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391957	0.191736918028516	0.0855481577391957	0.158917584689131	NA	"prevalence"	30	5
"PWY.5198..factor.420.biosynthesis.II..mycobacteria."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391957	0.191736918028516	0.0855481577391957	0.158917584689131	NA	"prevalence"	30	5
"PWY.5209..methyl.coenzyme.M.oxidation.to.CO2"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391957	0.191736918028516	0.0855481577391957	0.158917584689131	NA	"prevalence"	30	5
"PWY.6160..3.dehydroquinate.biosynthesis.II..archaea."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391956	0.191736918028516	0.0855481577391956	0.158917584689131	NA	"prevalence"	30	7
"PWY.6165..chorismate.biosynthesis.II..archaea."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391956	0.191736918028516	0.0855481577391956	0.158917584689131	NA	"prevalence"	30	7
"PWY.6349..CDP.archaeol.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391957	0.191736918028516	0.0855481577391957	0.158917584689131	NA	"prevalence"	30	5
"PWY.6350..archaetidylinositol.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391957	0.191736918028516	0.0855481577391957	0.158917584689131	NA	"prevalence"	30	5
"PWY.7312..dTDP..beta..D.fucofuranose.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391956	0.191736918028516	0.0855481577391956	0.158917584689131	NA	"prevalence"	30	11
"PWY.8112..factor.420.biosynthesis.I..archaea."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391957	0.191736918028516	0.0855481577391957	0.158917584689131	NA	"prevalence"	30	5
"PWY.8113..3PG.factor.420.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.22489540661803	1.87563300560568	0.0855481577391957	0.191736918028516	0.0855481577391957	0.158917584689131	NA	"prevalence"	30	5
"RUMP.PWY..formaldehyde.oxidation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.05059609699531	0.794479432874898	0.0862152275515815	0.192939228929827	0.164997389641392	0.281574492689457	NA	"abundance"	30	26
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.24190447091928	0.918411015090133	0.090186098533908	0.201520223199065	0.172238664699048	0.286444569084327	NA	"abundance"	30	29
"PWY.6703..preQ0.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.665348547712051	0.137410924441636	0.0916351698455471	0.204448860818539	0.0916351698455471	0.169930037668519	NA	"abundance"	30	30
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.82329925734047	0.808681789815082	0.0927442675137078	0.206611286753765	0.176887035870761	0.286444569084327	NA	"abundance"	30	21
"PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.26311814141442	1.94531485791947	0.0934595682433864	0.20789123839681	0.0934595682433864	0.172714573437692	NA	"prevalence"	30	8
"PWY.6902..chitin.degradation.II..Vibrio."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.598350045684928	0.375999001252669	0.0940286844382401	0.20884265701546	0.0940286844382401	0.172900905957598	NA	"abundance"	30	30
"HSERMETANA.PWY..L.methionine.biosynthesis.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.3640548788216	0.422645828427611	0.0942067553021304	0.208923990362232	0.0942067553021304	0.172900905957598	NA	"abundance"	30	30
"PWY.6920..6.gingerol.analog.biosynthesis..engineered."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.830942800692902	0.658886753964868	0.0955107499978406	0.211498317461485	0.181899196630531	0.290495731932341	NA	"abundance"	30	14
"PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.55695958721515	0.937182891214785	0.0966494295585649	0.213061631519113	0.0562344534632072	0.112259076876179	NA	"prevalence"	30	18
"PWY.7858...5Z..dodecenoate.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.55695958721558	0.937183054200916	0.0966494875543708	0.213061631519113	0.120858021683622	0.214457849422015	NA	"prevalence"	30	19
"PWY490.3..nitrate.reduction.VI..assimilatory."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.55695958721558	0.937183054200916	0.096649487554371	0.213061631519113	0.183957851664219	0.293339721695663	NA	"prevalence"	30	11
"UDPNACETYLGALSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.85389125031149	1.12459213986435	0.0992499087329396	0.218468129953132	0.188649273082382	0.2999327224341	NA	"prevalence"	30	7
"PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.630981334957072	0.58701085383312	0.0995309993770491	0.218760842380806	0.189155578917104	0.300291497687391	NA	"abundance"	30	29
"PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.42051051335991	0.626652046587974	0.100284243613264	0.220088897201771	0.100284243613264	0.183739966894166	NA	"abundance"	30	26
"DARABCATK12.PWY..D.arabinose.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.30423941486028	2.2296778800006	0.104159947491931	0.223610817508113	0.0161083673319293	0.0399906103136069	NA	"abundance"	30	13
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.09307180811882	0.976242741340501	0.103870631922841	0.223610817508113	0.196952155669631	0.310766759789717	NA	"abundance"	30	16
"PWY.6435..4.hydroxybenzoate.biosynthesis.III..plants."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.10616968697587	0.837693698593875	0.102509965962862	0.223610817508113	0.194511638804017	0.307426076100883	NA	"abundance"	30	14
"PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.325760444365068	0.410384539048909	0.102685265242901	0.223610817508113	0.102685265242901	0.187817493692144	NA	"abundance"	30	30
"PWY.5845..superpathway.of.menaquinol.9.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.81712904761637	1.11776908366581	0.104018850536813	0.223610817508113	0.0845627092005131	0.158917584689131	NA	"prevalence"	30	25
"PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.81712904761637	1.11776908366581	0.104018850536813	0.223610817508113	0.111098961475515	0.201484557252204	NA	"prevalence"	30	25
"PWY.7286..7..3.amino.3.carboxypropyl..wyosine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.81712904554484	1.11774820018516	0.104012386338753	0.223610817508113	0.050063454001682	0.10145434807159	NA	"prevalence"	30	8
"PWY.7783..plasmalogen.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.81712904554484	1.11774820018516	0.104012386338753	0.223610817508113	0.197206196165624	0.310766759789717	NA	"prevalence"	30	6
