"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.3247732662758	0.404236803651678	0.977411642556453	1	0.977411642556453	1	NA	"abundance"	30	30
"PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.38380997884479	0.988721522519069	0.944261801852418	1	0.992120476614564	1	NA	"abundance"	30	13
"PWY.7385..1.3.propanediol.biosynthesis..engineered."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.400601477957902	1.46682945852863	0.989251405211836	1	0.988293543259787	1	NA	"abundance"	30	16
"PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.357005655013842	0.290491085748902	0.937970313373546	1	0.937970313373546	1	NA	"abundance"	30	30
"PWY.7992..superpathway.of.menaquinol.8.biosynthesis.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.39136543232563	0.945099111163643	0.935563922926016	1	0.992120476614564	1	NA	"abundance"	30	13
"PWY.822..fructan.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.349616987903574	1.06667197633563	0.977270241944808	1	0.712669107653408	0.820835247781643	NA	"abundance"	30	20
"PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.38014601742431	1.07265639671702	0.95058201712163	1	0.480559674233907	0.603355389740537	NA	"abundance"	30	22
"PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.301422421247698	1.66772693174402	0.96285583890856	1	0.950901591036227	1	NA	"abundance"	30	16
"URDEGR.PWY..superpathway.of.allantoin.degradation.in.plants"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0409116861052013	4.26000716758265	0.924424365666085	1	0.989057423329167	1	NA	"abundance"	30	9
"CENTFERM.PWY..pyruvate.fermentation.to.butanoate"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	7.94720036015448e-16	2.50121658757869	1	1	0.0694834646153873	0.135423145971702	NA	"prevalence"	30	27
"DENITRIFICATION.PWY..nitrate.reduction.I..denitrification."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"ERGOSTEROL.SYN.PWY..superpathway.of.ergosterol.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.000960774524032698	0.0035206463723116	NA	"prevalence"	30	29
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.172238664699048	0.286444569084327	NA	"prevalence"	30	29
"MANNOSYL.CHITO.DOLICHOL.BIOSYNTHESIS..protein.N.glycosylation.initial.phase..eukaryotic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.00438617700330982	0.0133709669331667	NA	"prevalence"	30	29
"METH.ACETATE.PWY..methanogenesis.from.acetate"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.22122474761183e-15	2.50121658757869	0.999999999999999	1	0.0145683601870314	0.0365918906106187	NA	"prevalence"	30	22
"METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.00250353559175614	0.00814219782121297	NA	"prevalence"	30	29
"NADSYN.PWY..NAD.de.novo.biosynthesis.II..from.tryptophan."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"P101.PWY..ectoine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"P124.PWY..Bifidobacterium.shunt"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	7.94720036015448e-16	2.50121658757869	1	1	0.0137853840192361	0.0348708295522049	NA	"prevalence"	30	27
"P164.PWY..purine.nucleobases.degradation.I..anaerobic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-4.02653093451479e-16	2.50121658757869	1	1	0.252006174309209	0.375552376756064	NA	"prevalence"	30	28
"P221.PWY..octane.oxidation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.038222734796392	0.874437448518667	0.96513458902015	1	0.987879617606685	1	NA	"prevalence"	30	19
"P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.0808893432632987	0.154280922088645	NA	"prevalence"	30	29
"P562.PWY..myo.inositol.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.97150886716839e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	5
"PWY.1501..mandelate.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.38416010804634e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	8.05306186902957e-16	2.50121658757869	1	1	0.0816873385782492	0.154974206167955	NA	"prevalence"	30	28
"PWY.2201..folate.transformations.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.3502..superpathway.of.NAD.biosynthesis.in.eukaryotes"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.4361..S.methyl.5.thio..alpha..D.ribose.1.phosphate.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.97150886716839e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	5
"PWY.4984..urea.cycle"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.0157933592035582	0.0393913621161008	NA	"prevalence"	30	29
"PWY.5028..L.histidine.degradation.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.94993308674289e-16	2.50121658757868	1	1	1	1	NA	"prevalence"	30	6
"PWY.5030..L.histidine.degradation.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.94993308674289e-16	2.50121658757869	1	1	0.000630468562163366	0.00248930391702879	NA	"prevalence"	30	26
"PWY.5067..glycogen.biosynthesis.II..from.UDP.D.Glucose."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.5079..L.phenylalanine.degradation.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.5080..very.long.chain.fatty.acid.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.57997323469716e-15	2.50121658757869	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	4
"PWY.5129..sphingolipid.biosynthesis..plants."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.5156..superpathway.of.fatty.acid.biosynthesis.II..plant."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.57997323469716e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	4
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.00320314676499077	0.0101401391672785	NA	"prevalence"	30	29
"PWY.5367..petroselinate.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.0374742483166467	0.0800348217541156	NA	"prevalence"	30	29
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0920188987202519	1.32168663233176	0.944494265795998	1	0.00916077834691876	0.0251754503260619	NA	"prevalence"	30	28
"PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.0382227347963926	0.874437448518667	0.96513458902015	1	0.97181597731258	1	NA	"prevalence"	30	19
"PWY.5647..2.nitrobenzoate.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.5651..L.tryptophan.degradation.to.2.amino.3.carboxymuconate.semialdehyde"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.5654..2.amino.3.carboxymuconate.semialdehyde.degradation.to.2.hydroxypentadienoate"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.18497992602287e-15	2.50121658757868	1	1	1	1	NA	"prevalence"	30	6
"PWY.5655..L.tryptophan.degradation.IX"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.5676..acetyl.CoA.fermentation.to.butanoate.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.0410722309311868	0.0860025187795888	NA	"prevalence"	30	29
"PWY.5873..ubiquinol.7.biosynthesis..late.decarboxylation."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.57997323469716e-15	2.50121658757869	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	4
"PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	4.76963346955448e-05	0.000256457679016246	NA	"prevalence"	30	29
"PWY.6075..ergosterol.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.6182..superpathway.of.salicylate.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-8.30985951202488e-16	2.50121658757868	1	1	1	1	NA	"prevalence"	30	9
"PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.968125595887743	1	NA	"prevalence"	30	29
"PWY.6309..L.tryptophan.degradation.XI..mammalian..via.kynurenine."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.6351..D.myo.inositol..1.4.5..trisphosphate.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.6352..3.phosphoinositide.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.97496654337145e-15	2.50121658757869	0.999999999999999	1	0.121561936590345	0.215349788330579	NA	"prevalence"	30	24
"PWY.6478..GDP.D.glycero..alpha..D.manno.heptose.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.092018898425461	1.32167757320789	0.944493886137031	1	0.393409697942747	0.518753713254533	NA	"prevalence"	30	7
"PWY.6549..L.glutamine.biosynthesis.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.0298986023682285	0.0682121631855105	NA	"prevalence"	30	29
"PWY.6588..pyruvate.fermentation.to.acetone"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.54837644978428e-16	2.55687469712299	1	1	0.104648292411902	0.19075583114265	NA	"prevalence"	30	29
"PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	7.94720036015448e-16	2.50121658757869	1	1	0.0685316152678385	0.133811730541218	NA	"prevalence"	30	27
"PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.719071444526034	0.826430124213595	NA	"prevalence"	30	29
"PWY.6596..adenosine.nucleotides.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.6598..sciadonate.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.6607..guanosine.nucleotides.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.723436603914191	0.827890017313566	NA	"prevalence"	30	29
"PWY.6749..CMP.legionaminate.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0382227347963933	0.874437448506432	0.965134589019662	1	0.706360163717632	0.815324029318087	NA	"prevalence"	30	13
"PWY.6829..tRNA.methylation..yeast."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.6842..glutathione.mediated.detoxification.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.6876..isopropanol.biosynthesis..engineered."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0382227344842443	0.874434370826807	0.965134466669233	1	0.568568850749005	0.681263908512246	NA	"prevalence"	30	16
"PWY.6920..6.gingerol.analog.biosynthesis..engineered."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0382227347963922	0.874437448506432	0.965134589019663	1	0.181899196630531	0.290495731932341	NA	"prevalence"	30	14
"PWY.6981..chitin.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.94993308674289e-16	2.50121658757868	1	1	1	1	NA	"prevalence"	30	4
"PWY.7031..protein.N.glycosylation..bacterial."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.0920188984254598	1.32167757320789	0.944493886137032	1	0.612575852446444	0.725062126236389	NA	"prevalence"	30	6
"PWY.7035...9Z..tricosene.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7036..very.long.chain.fatty.acid.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7053..docosahexaenoate.biosynthesis.I..lower.eukaryotes."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7156..superpathway.of.ergosterol.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0920188984254604	1.32167757320789	0.944493886137032	1	6.92098196113769e-06	4.87200703843245e-05	NA	"prevalence"	30	26
"PWY.7230..ubiquinol.6.biosynthesis.from.4.aminobenzoate..yeast."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.7235..superpathway.of.ubiquinol.6.biosynthesis..late.decarboxylation."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7254..TCA.cycle.VII..acetate.producers."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0382227347963921	0.874437448506432	0.965134589019663	1	0.960832019167542	1	NA	"prevalence"	30	14
"PWY.7283..wybutosine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-7.09675289956856e-16	2.55687469712299	1	1	0.0288146756111472	0.0661624525835353	NA	"prevalence"	30	29
"PWY.7317..superpathway.of.dTDP.glucose.derived.O.antigen.building.blocks.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-9.93545405939598e-16	2.55687469712299	1	1	1	1	NA	"prevalence"	30	3
"PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.118000450593878	1.05846108486327	0.911233320522643	1	0.992120476614564	1	NA	"prevalence"	30	13
"PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.58944007203089e-15	2.50121658757869	0.999999999999999	1	0.789480907904648	0.887336734724762	NA	"prevalence"	30	23
"PWY.7399..methylphosphonate.degradation.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.67740231965485e-16	2.556874697123	1	1	1	1	NA	"prevalence"	30	2
"PWY.7411..phosphatidate.biosynthesis..yeast."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.7420..monoacylglycerol.metabolism..yeast."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.7511..protein.ubiquitination"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.57997323469716e-15	2.50121658757869	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	4
"PWY.7527..L.methionine.salvage.cycle.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.97150886716839e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	5
"PWY.7528..L.methionine.salvage.cycle.I..bacteria.and.plants."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7546..diphthamide.biosynthesis.II..eukaryotes."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.7606..docosahexaenoate.biosynthesis.III..6.desaturase..mammals."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7619..juniperonate.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7717..3.hydroxy.4.methyl.anthranilate.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.7724..icosapentaenoate.biosynthesis.III..8.desaturase..mammals."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7725..arachidonate.biosynthesis.V..8.detaturase..mammals."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7726...4Z.7Z.10Z.13Z.16Z..docosapentaenoate.biosynthesis..6.desaturase."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7800..Ac.N.end.rule.pathway"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.7919..protein.N.glycosylation.processing.phase..plants.and.animals."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY.7992..superpathway.of.menaquinol.8.biosynthesis.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.118000450593878	1.05846108486327	0.911233320522643	1	0.992120476614564	1	NA	"prevalence"	30	13
"PWY.8041..ultra.long.chain.fatty.acid.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.8055..palmitoyl.ethanolamide.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY0.781..aspartate.superpathway"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.294119045978188	0.419099714300559	NA	"prevalence"	30	29
"PWY3DJ.12..ceramide.de.novo.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY3O.19..ubiquinol.6.biosynthesis..late.decarboxylation."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.029583266046801	0.0676369544232416	NA	"prevalence"	30	29
"PWY3O.4108..L.tyrosine.degradation.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY5F9.12..biphenyl.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.19208005402317e-15	2.50121658757868	1	1	1	1	NA	"prevalence"	30	3
"PWY66.388..ceramide.degradation.by..alpha..oxidation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.94993308674289e-16	2.50121658757868	1	1	1	1	NA	"prevalence"	30	4
"PWY66.389..phytol.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0382227347963917	0.874437448518667	0.965134589020151	1	0.978578219519986	1	NA	"prevalence"	30	21
"PWY66.398..TCA.cycle.III..animals."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"PWY66.399..gluconeogenesis.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.58944007203089e-15	2.50121658757869	0.999999999999999	1	0.142356830241176	0.245284715552429	NA	"prevalence"	30	23
"PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.0247542089257149	0.0580084085409026	NA	"prevalence"	30	29
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.00474352644115992	0.0141775790280478	NA	"prevalence"	30	29
"SPHINGOLIPID.SYN.PWY..sphingolipid.biosynthesis..yeast."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	3
"TCA..TCA.cycle.I..prokaryotic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0382227347963923	0.874437448518667	0.96513458902015	1	0.621906394129784	0.734481061499855	NA	"prevalence"	30	21
"THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.943565139493281	1	NA	"prevalence"	30	29
"TRIGLSYN.PWY..diacylglycerol.and.triacylglycerol.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.02653093451478e-16	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"URSIN.PWY..ureide.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.5894400720309e-15	2.50121658757868	0.999999999999999	1	0.999999999999999	1	NA	"prevalence"	30	7
"X4.HYDROXYMANDELATE.DEGRADATION.PWY..4.hydroxymandelate.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0	2.50121658757869	1	1	1	1	NA	"prevalence"	30	2
"PWY.7616..methanol.oxidation.to.carbon.dioxide"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.79980139904845	1.32167757320789	0.00404048434369684	0.0168972322248049	0.0425694670188208	0.0886173729769227	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	30	12
"PWY.5747..2.methylcitrate.cycle.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.28787845481165	1.99661575768627	0.00808688250025121	0.0298140307098604	0.00268605591504611	0.00868302063172007	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	30	14
