"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"model"	"N"	"N_not_zero"
"PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.293236648548013	0.31888883635092	0.000137563872562918	0.000872025063413862	0.000137563872562918	0.000642765692761233	"abundance"	30	30
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.52353622925231	0.216819075956594	0.000142231358117417	0.000897759469826604	0.000142231358117417	0.000661685013850593	"abundance"	30	30
"PWY.7663..gondoate.biosynthesis..anaerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.66836677321652	0.254903016291935	0.00014423084491666	0.000906506204008112	0.00014423084491666	0.000668082268661583	"abundance"	30	30
"PWY.5497..purine.nucleobases.degradation.II..anaerobic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.03925785049907	0.59178626998284	0.00015394812246905	0.000963480410537231	0.00015394812246905	0.000710019357939152	"abundance"	30	28
"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.175818990922133	0.198283439948724	0.000173934654037922	0.00108244482353834	0.000173934654037922	0.000795342221455454	"abundance"	30	30
"PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.21428113858071	0.408442828990609	0.000175155255806136	0.00108244482353834	0.000350279832248637	0.00147558826970882	"abundance"	30	28
"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.164519553162896	0.0903928736268428	0.000174689046418597	0.00108244482353834	0.000174689046418597	0.000795392679437866	"abundance"	30	30
"PWY.6608..guanosine.nucleotides.degradation.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.378630750118105	0.153762794187106	0.00019580658752405	0.00120502637405426	0.00019580658752405	0.000887767155299718	"abundance"	30	30
"PWY.7094..fatty.acid.salvage"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	6.73341326689388	1.0714182756644	0.000197587197803606	0.00121093896745197	0.000197587197803606	0.00089206034451417	"abundance"	30	17
"PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.00995395777836	0.311947256536294	0.000203132537723971	0.00123977999263763	0.000203132537723971	0.000913242921700207	"abundance"	30	30
"PWY.5920..superpathway.of.heme.b.biosynthesis.from.glycine"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.58839487456345	0.847210008710703	0.000217517470831652	0.00132211236386152	0.000217517470831652	0.000973822986568483	"abundance"	30	17
"PWY.6531..mannitol.cycle"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.08801811608605	0.865137170169459	0.000221462837981967	0.00134057627745642	0.000221462837981967	0.000987355152669604	"abundance"	30	29
"PWY.6527..stachyose.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.293090715080228	0.133706498152627	0.000227882796938861	0.00137380771868856	0.000227882796938861	0.00101176179553768	"abundance"	30	30
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.16543323516749	0.0960965764112334	0.00024078098668201	0.00144566470459077	0.00024078098668201	0.0010602290360072	"abundance"	30	30
"PWY.5989..stearate.biosynthesis.II..bacteria.and.plants."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.27499509238158	0.195496745921648	0.000262167529841539	0.0015676981440322	0.000262167529841539	0.00114497655889978	"abundance"	30	30
"ARGININE.SYN4.PWY..L.ornithine.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.06751768237998	0.636446893882619	0.000269862203653659	0.00160720352740506	0.000269862203653659	0.00116903869598954	"abundance"	30	30
"PWY.6353..purine.nucleotides.degradation.II..aerobic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.332845349515303	0.147816859984298	0.000294510920700208	0.00174590487426387	0.000294510920700208	0.00126988537458048	"abundance"	30	29
"PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.99950613986316	0.551411709747633	0.000295515381561251	0.00174590487426387	0.000295515381561251	0.00126988537458048	"abundance"	30	26
"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0609492913965207	0.0628470413316075	0.000299221436094399	0.00176075721558338	0.000299221436094399	0.00128066774648403	"abundance"	30	30
"PWY.5989..stearate.biosynthesis.II..bacteria.and.plants."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.40317994653714	0.199847020645596	0.000301847960900492	0.00176916443750011	0.000301847960900492	0.00128676222375907	"abundance"	30	30
"PWY.7237..myo...chiro..and.scyllo.inositol.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.399767927556649	0.164460400970523	0.000308897394623586	0.00180332589667604	0.000308897394623586	0.00131158814383824	"abundance"	30	27
"PWY.5030..L.histidine.degradation.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	4.1973198521752	0.897180283501161	0.000315283983076675	0.00183336394883563	0.000630468562163366	0.00248930391702879	"abundance"	30	26
"REDCITCYC..TCA.cycle.VI..Helicobacter."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.24202135353704	0.661082042445786	0.000324770628413074	0.00188112242418082	0.000324770628413074	0.0013735358592964	"abundance"	30	24
"AST.PWY..L.arginine.degradation.II..AST.pathway."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	6.9770143002973	1.17132091700755	0.000356811713149829	0.00205863632938398	0.000356811713149829	0.00149720993360909	"abundance"	30	16
"P108.PWY..pyruvate.fermentation.to.propanoate.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.68670900351722	0.76152373557596	0.000372734602013036	0.00213383336113665	0.000372734602013036	0.00155185223406206	"abundance"	30	22
"PWY0.1337..oleate..beta..oxidation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	6.97647233658872	1.17727053755983	0.000371630785881427	0.00213383336113665	0.000371630785881427	0.00155185223406206	"abundance"	30	16
"VALSYN.PWY..L.valine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.171969467761318	0.104334050114695	0.000381526686784373	0.00217573326787845	0.000381526686784373	0.00158230060022976	"abundance"	30	30
"PWY0.1261..anhydromuropeptides.recycling.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.98929878229131	0.390357777389605	0.000411046013921834	0.0023350575483175	0.000411046013921834	0.00169814376407862	"abundance"	30	30
"PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.35244278350674	0.47836383746137	0.000436798210472267	0.00247184274661892	0.000436798210472267	0.0017975926354051	"abundance"	30	30
"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.469293136835047	0.193967201286772	0.000443447522557538	0.00249989309472322	0.000443447522557538	0.00181796493922056	"abundance"	30	30
"FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.48468675851174	0.263988981022697	0.000472633167013736	0.00265429348927486	0.000472633167013736	0.00193021942253701	"abundance"	30	30
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.15227282306466	0.690350672329883	0.000480502703440355	0.00268047983273893	0.000960774524032698	0.0035206463723116	"abundance"	30	29
"ORNDEG.PWY..superpathway.of.ornithine.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.60804985939383	0.793058509315734	0.000482740443810803	0.00268047983273893	0.000482740443810803	0.00195656164726348	"abundance"	30	26
"PWY.1042..glycolysis.IV"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.145849290073183	0.100519436532461	0.0004810169272913	0.00268047983273893	0.0004810169272913	0.00195656164726348	"abundance"	30	30
"PWY.8113..3PG.factor.420.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.57683704937277	0.223525664050757	0.000487010664766085	0.00269406274104685	0.000487010664766085	0.00196642041999891	"abundance"	30	5
"PWY.5209..methyl.coenzyme.M.oxidation.to.CO2"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.42846425338888	0.216234695291603	0.000499531671826481	0.00275301596749146	0.000499531671826481	0.00200939431900126	"abundance"	30	5
"PWY0.1296..purine.ribonucleosides.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.209835765171333	0.124010894447827	0.000557721204528461	0.00306228334233657	0.000557721204528461	0.00223506250503915	"abundance"	30	30
"PWY.5198..factor.420.biosynthesis.II..mycobacteria."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.48486723278339	0.230881917783226	0.000566193974017581	0.00309729073934803	0.000566193974017581	0.00226055056790602	"abundance"	30	5
"PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.52724675362846	0.774425969837313	0.000618043141204172	0.00336844914966259	0.000618043141204172	0.00245838721594225	"abundance"	30	23
"PWY.7356..thiamine.diphosphate.salvage.IV..yeast."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0980883902947387	0.263440899806689	0.000629150054449967	0.00341637731773015	0.000629150054449967	0.00248930391702879	"abundance"	30	30
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.122735333062654	0.0975120993476446	0.000633524536597596	0.00342753018518187	0.000633524536597596	0.00249217372852731	"abundance"	30	30
"PWY.6629..superpathway.of.L.tryptophan.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.159482855988791	0.110176565044727	0.000671257688146687	0.00361842191749145	0.000671257688146687	0.00263093672643573	"abundance"	30	30
"GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	6.57879107860924	1.1555640413102	0.000711798112915107	0.00382300295554769	0.000711798112915107	0.00277964956503345	"abundance"	30	15
"COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.232483144659775	0.3676273118175	0.000729169818365571	0.00388863454673299	0.000729169818365571	0.00282729483310812	"abundance"	30	30
"PWY.7234..inosine.5..phosphate.biosynthesis.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0810565286697239	0.274864864485403	0.000729283527044711	0.00388863454673299	0.000729283527044711	0.00282729483310812	"abundance"	30	30
"PWY.8112..factor.420.biosynthesis.I..archaea."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.30655458100399	0.246650118648272	0.000774920030517157	0.00411711109738792	0.000774920030517157	0.00299337340308071	"abundance"	30	5
"PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.74997231576934	0.622929601520916	0.000803336095766771	0.00425278642812732	0.000803336095766771	0.00309197705924621	"abundance"	30	30
"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0689383554232382	0.0816135105569179	0.000824369809174774	0.00434855074339693	0.000824369809174774	0.00316156163375272	"abundance"	30	30
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.1420485150963	0.873178052871242	0.000853755117532828	0.00448753134731668	0.000853755117532828	0.00326256419914331	"abundance"	30	16
"METHANOGENESIS.PWY..methanogenesis.from.H2.and.CO2"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.47985118682806	0.271816989372019	0.000873473656214596	0.00457489571003177	0.000873473656214596	0.00332603847740078	"abundance"	30	5
"PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.69638491906889	0.823362931826774	0.000889529826762381	0.00464252845981638	0.000889529826762381	0.00337516636395655	"abundance"	30	20
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.06551285145209	0.621657078288732	0.000900713768097194	0.00467334282352192	0.000900713768097194	0.00340552555428975	"abundance"	30	23
"P124.PWY..Bifidobacterium.shunt"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-2.33331125786241	0.947493124829335	0.000901762156197528	0.00467334282352192	0.00180271113740871	0.0061429965510424	"abundance"	30	27
"SO4ASSIM.PWY..assimilatory.sulfate.reduction.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.56651402066898	0.576352633026916	0.000907712174559983	0.0046877303560318	0.000907712174559983	0.0034199015027436	"abundance"	30	29
"METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.00329313926991	0.427545526127079	0.000926091748475355	0.00473300177334982	0.000926091748475355	0.00345267655354923	"abundance"	30	30
"PWY.6350..archaetidylinositol.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.01643810990356	0.24155856868737	0.000925096986873153	0.00473300177334982	0.000925096986873153	0.00345267655354923	"abundance"	30	5
"PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	6.33852688781487	1.16572649959067	0.00092378236651447	0.00473300177334982	0.00092378236651447	0.00345267655354923	"abundance"	30	16
"TCA..TCA.cycle.I..prokaryotic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.6100327932868	0.816561905671577	0.000935264823224369	0.00476340049621515	0.000935264823224369	0.00347476861406276	"abundance"	30	21
"TRNA.CHARGING.PWY..tRNA.charging"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.0859319739710119	0.0895847046113254	0.000941003281688113	0.00477615755001149	0.000941003281688113	0.00348399138894907	"abundance"	30	30
"NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.88606430296245	0.908579365732202	0.000948507991970216	0.00479776131554797	0.000948507991970216	0.00349966741864873	"abundance"	30	23
"PWY.6151..S.adenosyl.L.methionine.salvage.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.228783216289617	0.140016911397962	0.000952465632082289	0.00480133699175952	0.000952465632082289	0.00350219321762216	"abundance"	30	30
"PWY.702..L.methionine.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.343357508634718	0.199980096659385	0.000968498569236864	0.00486555233592806	0.000968498569236864	0.00353683777844179	"abundance"	30	30
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.02855218088844	0.704380425214962	0.000978706251573591	0.00490016655448879	0.000978706251573591	0.00356195812647531	"abundance"	30	28
"GLUCONEO.PWY..gluconeogenesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.188250340208671	0.127654943074028	0.0010182858355553	0.00508110871322695	0.0010182858355553	0.00369344353913278	"abundance"	30	30
"PWY.5497..purine.nucleobases.degradation.II..anaerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.69666175201571	0.618853188603363	0.00103312186320648	0.00513778111769685	0.00103312186320648	0.00373459592442882	"abundance"	30	28
"PWY.6349..CDP.archaeol.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.03977791221571	0.254302700480482	0.001045462496438	0.00518170505784874	0.001045462496438	0.00376648104777326	"abundance"	30	5
"PWY.7286..7..3.amino.3.carboxypropyl..wyosine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.1600974257506	0.636253574686803	0.00105862229747045	0.00522938171693595	0.00105862229747045	0.00380109348420596	"abundance"	30	8
"PWY.5899..superpathway.of.menaquinol.13.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.88847145209717	0.403653740241606	0.00119096151627973	0.00586350053181721	0.0023805046432262	0.00788588225465027	"abundance"	30	28
"PWY.5897..superpathway.of.menaquinol.11.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.88847145209717	0.403653740241606	0.00120267750275893	0.00590151053679382	0.00240390857234222	0.00793883386545116	"abundance"	30	28
"PWY.5898..superpathway.of.menaquinol.12.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.88847145209717	0.403653740241606	0.00122586228187305	0.00599535957061752	0.00245022182541197	0.00804213912021722	"abundance"	30	28
"RUMP.PWY..formaldehyde.oxidation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.95246858671794	0.871398543530819	0.0012478610306792	0.00608280773040652	0.00249416490420651	0.00814219782121297	"abundance"	30	26
"METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.79006767995693	0.662691984274845	0.00125255223943432	0.00608559097909374	0.00250353559175614	0.00814219782121297	"abundance"	30	29
"PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.52462279121936	0.289211562595916	0.0012640497391796	0.00612131627792873	0.0012640497391796	0.00452352247800056	"abundance"	30	30
"PWY.5850..superpathway.of.menaquinol.6.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.25434573004962	0.747136493885072	0.0013016332766721	0.00628272009687807	0.0013016332766721	0.00464249202013048	"abundance"	30	20
"PWY.5896..superpathway.of.menaquinol.10.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.25434573004962	0.747136493885072	0.00132297822275296	0.0063649473452968	0.00132297822275296	0.00470294584167995	"abundance"	30	20
"PWY.6353..purine.nucleotides.degradation.II..aerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.488433416022608	0.15503163066026	0.001364561433013	0.00654369232649416	0.00272726083812154	0.00878966595418688	"abundance"	30	29
"PWY.2941..L.lysine.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.15795949576969	0.37568720469644	0.00138268705226385	0.00654638675125261	0.00138268705226385	0.00486686657016774	"abundance"	30	30
"PWY.5180..toluene.degradation.I..aerobic...via.o.cresol."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.64428813644679	0.655374723522033	0.00138084891668888	0.00654638675125261	0.00275979108964704	0.00885781647161669	"abundance"	30	8
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.13836767205151	0.19333083097193	0.00137937522816101	0.00654638675125261	0.00137937522816101	0.00486686657016774	"abundance"	30	30
"PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.13836767205151	0.19333083097193	0.00138489524713015	0.00654638675125261	0.00138489524713015	0.00486686657016774	"abundance"	30	30
"PWY0.42..2.methylcitrate.cycle.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	6.07582211785031	1.16395607995687	0.00138728439616931	0.00654638675125261	0.00138728439616931	0.00486686657016774	"abundance"	30	16
"PWY66.389..phytol.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.78317159490191	0.905952303030236	0.00142786892057845	0.00671644075061899	0.00142786892057845	0.00499287498372202	"abundance"	30	21
"PWY.5097..L.lysine.biosynthesis.VI"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.119724354950042	0.11211840381571	0.00147272586345482	0.00690544793753258	0.00147272586345482	0.00513295333516825	"abundance"	30	30
"PWY.5659..GDP.mannose.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.211525235688039	0.262814758988002	0.00151401295822717	0.00707657322563777	0.00151401295822717	0.0052597203418931	"abundance"	30	30
"PWY.5484..glycolysis.II..from.fructose.6.phosphate."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.387278823099952	0.201544832828716	0.00157392688507285	0.00733340696925111	0.00157392688507285	0.00545016753083479	"abundance"	30	30
"PWY0.41..allantoin.degradation.IV..anaerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	7.02112663095342	1.03450031128903	0.00158868698232184	0.00737890148707346	0.00158868698232184	0.00548353248736893	"abundance"	30	8
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.68473387614304	0.652169756056615	0.00160285795931425	0.00742138309061803	0.00320314676499077	0.0101401391672785	"abundance"	30	29
"PWY.801..homocysteine.and.cysteine.interconversion"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.89523218731614	0.682523642677272	0.00162700877329369	0.0075096623692337	0.00162700877329369	0.00559774722644454	"abundance"	30	22
"LIPASYN.PWY..phospholipases"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.19961479460568	0.98961648622465	0.00168872689091426	0.00777024803077995	0.00168872689091426	0.0057914672220457	"abundance"	30	17
"PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.65472010012615	0.834626058563976	0.00175267729748319	0.00803945456019461	0.00175267729748319	0.00599158053772207	"abundance"	30	16
"PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.0440278714293	0.42585452350719	0.00185269377976127	0.00847191551921795	0.00185269377976127	0.00629327728363353	"abundance"	30	18
"PWY.5675..nitrate.reduction.V..assimilatory."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.54938719456557	1.16652493208879	0.00206208203101077	0.00940029370309539	0.00206208203101077	0.00698236637082761	"abundance"	30	21
"PWY.5005..biotin.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.555362726821883	0.522858518579485	0.00216572737657439	0.00981220654969439	0.00216572737657439	0.00728719588973143	"abundance"	30	30
"PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.352520388188411	0.199253180175559	0.00216260671302371	0.00981220654969439	0.00216260671302371	0.00728719588973143	"abundance"	30	30
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.58430543160948	0.646979055137834	0.00219549860872537	0.00991667108589408	0.00438617700330982	0.0133709669331667	"abundance"	30	29
"PWY.5913..partial.TCA.cycle..obligate.autotrophs."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.3453117538386	0.503989711944261	0.00226824764171951	0.0102140297768894	0.00226824764171951	0.00760822876689617	"abundance"	30	30
"PWY.6160..3.dehydroquinate.biosynthesis.II..archaea."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.71926599765563	0.535470054409211	0.00228491700143696	0.0102578188787915	0.00228491700143696	0.00764019122355483	"abundance"	30	7
"RHAMCAT.PWY..L.rhamnose.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.85696965597543	0.112322889051422	0.00232554757353487	0.0104085871700333	0.00232554757353487	0.00775182524511623	"abundance"	30	30
"PWY.6165..chorismate.biosynthesis.II..archaea."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.69876804281193	0.532931257818223	0.0023333049509503	0.0104117565333945	0.0023333049509503	0.00775352887427584	"abundance"	30	7
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.451198331140831	0.231290232930757	0.00237458254170364	0.0105640313677599	0.00474352644115992	0.0141775790280478	"abundance"	30	29
"PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.85240188430494	0.937444903783424	0.00240742619363488	0.0106779834474436	0.00480905668639195	0.0143334001516418	"abundance"	30	17
"PWY.6168..flavin.biosynthesis.III..fungi."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.51287018467423	0.302757210526041	0.00242191094261868	0.0107100672522389	0.00242191094261868	0.00797367602646764	"abundance"	30	24
"PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.0479322869117654	0.370986743037925	0.00250009805925044	0.011022820398546	0.00250009805925044	0.00814219782121297	"abundance"	30	30
"PWY.5837..2.carboxy.1.4.naphthoquinol.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.92928983779426	0.453131416554744	0.00250764344840526	0.0110231826586148	0.00500899862114619	0.0148466164117076	"abundance"	30	28
"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.619579532743907	0.121110430075324	0.0025810820273221	0.0113123387369577	0.0025810820273221	0.00836896293707469	"abundance"	30	30
"PWY.5747..2.methylcitrate.cycle.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	7.88818801038085	1.69800407849977	0.00268605591504611	0.011737587534092	0.00268605591504611	0.00868302063172007	"abundance"	30	14
"P221.PWY..octane.oxidation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.10849019291615	1.06081764270054	0.00276496327244857	0.0120467573846801	0.00276496327244857	0.00885781647161669	"abundance"	30	19
"KETOGLUCONMET.PWY..ketogluconate.metabolism"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.78122379539997	0.982587005436594	0.00288060975140558	0.0125137076553707	0.00288060975140558	0.00920075353434022	"abundance"	30	20
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	7.12684095277757	1.59923388304509	0.00312854993837763	0.0135509333108028	0.00312854993837763	0.00996294176804782	"abundance"	30	16
"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	7.12684095277757	1.59923388304509	0.00313863012790505	0.0135548441488765	0.00313863012790505	0.00996538349216144	"abundance"	30	16
"PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.17326599753375	0.472320017771108	0.0032400718284108	0.0139521460366261	0.0032400718284108	0.0102267753876093	"abundance"	30	30
