"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"model"	"N"	"N_not_zero"
"GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.64080183550268	0.576438234038812	0.0361973988798161	0.0979186046620666	0.0361973988798161	0.0777735277136611	"abundance"	30	28
"PWY.7446..sulfoquinovose.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.56763587298632	1.76186759474095	0.0370088975734775	0.0999307892431924	0.0370088975734775	0.0793577563198816	"abundance"	30	13
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.804595953917899	0.173454484797839	0.0372720723475829	0.100457757039014	0.0372720723475829	0.0797622348238274	"abundance"	30	30
"HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.2197637474477	0.846485716831963	0.0376920905424956	0.101404768180812	0.0376920905424956	0.0803397149013352	"abundance"	30	25
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.804574738245411	0.173456807567023	0.037949980478895	0.10191294757696	0.037949980478895	0.0807285867046076	"abundance"	30	30
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.46377616140222	0.499745642254383	0.0380411873270223	0.101972474921982	0.0380411873270223	0.0807620445236387	"abundance"	30	29
"PWY.5690..TCA.cycle.II..plants.and.fungi."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.88353345637096	0.666859909871455	0.0383187775336782	0.102530497132686	0.0383187775336782	0.0811902811109617	"abundance"	30	21
"PWY.6731..starch.degradation.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.251326965094966	0.280462462003964	0.0399533865652185	0.106710943864065	0.0399533865652185	0.0843197704630844	"abundance"	30	30
"PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.07861713557776	1.12006441431383	0.0403226828556983	0.107502892739831	0.0403226828556983	0.0849316351488133	"abundance"	30	11
"PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.35566201414192	0.801220202917361	0.0405322963898435	0.10786703021225	0.0405322963898435	0.0852054167723625	"abundance"	30	30
"X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	6.41028850439322	2.16895522398236	0.0409966118411632	0.108906467067263	0.0409966118411632	0.0860025187795888	"abundance"	30	13
"PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.58069424369651	0.566869379801833	0.0413243536933421	0.109383638718757	0.0413243536933421	0.0863614422888204	"abundance"	30	30
"PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.0689479075938727	0.118474159671596	0.0416504169263949	0.110019844317586	0.0416504169263949	0.0868731893006678	"abundance"	30	30
"PWY.7616..methanol.oxidation.to.carbon.dioxide"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.38716885296828	1.7187941904094	0.0425694670188208	0.112076832062029	0.0425694670188208	0.0886173729769227	"abundance"	30	12
"PWY.6168..flavin.biosynthesis.III..fungi."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.64307900233515	1.79902067050614	0.0428638172998171	0.112650993152722	6.44888731322321e-05	0.000327028882708476	"prevalence"	30	24
"PWY.6922..L.N.delta..acetylornithine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.23672113540482	0.863826489431564	0.0439193128296314	0.115015647250648	0.0439193128296314	0.0903724321686645	"abundance"	30	25
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.0265577226323678	0.145388876386955	0.0444954290572419	0.116318139323091	0.0444954290572419	0.091382167161706	"abundance"	30	30
"PWY.7807..glyphosate.degradation.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.65271676545487	1.39747533112795	0.0449767361189456	0.117368620578945	0.0449767361189456	0.0921936928108655	"abundance"	30	11
"FUCCAT.PWY..fucose.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.99655117605338	0.280146656683204	0.0467204000020005	0.121703758029903	0.0467204000020005	0.0955847571742649	"abundance"	30	30
"PWY.7883..anhydromuropeptides.recycling.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.97045498163685	1.22989964666572	0.047911823941115	0.124368653710065	0.0477855222913141	0.0975773069689048	"abundance"	30	24
"POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-2.2333808720164	1.13065089533353	0.0482334954966799	0.124548160974437	0.0341991973256953	0.0742254384147951	"prevalence"	30	20
"P108.PWY..pyruvate.fermentation.to.propanoate.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.10885056603088	0.814103117263279	0.0483735967599058	0.124690754649879	0.0483735967599058	0.0985899972059033	"abundance"	30	22
"PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.81347682618149	1.95691348748473	0.0513288491175431	0.130644048766792	0.000130214624338451	0.000613786995780365	"prevalence"	30	24
"P122.PWY..heterolactic.fermentation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.29879229476509	1.41270869386632	0.0558668422094941	0.138448533462119	0.0328849364313345	0.0721042663555899	"abundance"	30	16
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-3.43398720447659	1.95341916389911	0.0787582834121865	0.183190526928819	0.0210180704082323	0.0499763007484634	"prevalence"	30	23
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.22489540661802	1.87563300560567	0.0855481577391953	0.191736918028516	1.70915150190747e-08	2.10205989315057e-07	"prevalence"	30	23
"DARABCATK12.PWY..D.arabinose.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.30423941486028	2.2296778800006	0.104159947491931	0.223610817508113	0.0161083673319293	0.0399906103136069	"abundance"	30	13
"PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.91102182615998	1.95079488153187	0.135640582471106	0.274439918232635	0.0361614590921257	0.0777735277136611	"prevalence"	30	26
"P124.PWY..Bifidobacterium.shunt"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-2.64552984411231	1.96906324587403	0.179094781978892	0.329418422145485	0.00180271113740871	0.0061429965510424	"prevalence"	30	27
"PWY.7237..myo...chiro..and.scyllo.inositol.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-2.64552984411232	1.96906324587402	0.179094781978891	0.329418422145485	3.59774358364141e-07	3.49962330408756e-06	"prevalence"	30	27
"RUMP.PWY..formaldehyde.oxidation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-2.64552984411231	1.96906324587402	0.179094781978892	0.329418422145485	0.00249416490420651	0.00814219782121297	"prevalence"	30	26
"HEME.BIOSYNTHESIS.II..heme.b.biosynthesis.I..aerobic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925734	1.84038226957226	0.215589413911263	0.37817762986572	0.01836997539306	0.0446478392420994	"prevalence"	30	28
"PWY.5837..2.carboxy.1.4.naphthoquinol.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925735	1.84038226957226	0.215589413911262	0.37817762986572	0.00500899862114619	0.0148466164117076	"prevalence"	30	28
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925735	1.84038226957226	0.215589413911262	0.37817762986572	0.00024999427065714	0.00109628635083254	"prevalence"	30	28
"PWY.5840..superpathway.of.menaquinol.7.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925735	1.84038226957226	0.215589413911262	0.37817762986572	0.0115381972085525	0.0297490867786776	"prevalence"	30	28
"PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925735	1.84038226957226	0.215589413911262	0.37817762986572	0.000350279832248637	0.00147558826970882	"prevalence"	30	28
"PWY.5897..superpathway.of.menaquinol.11.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925735	1.84038226957226	0.215589413911262	0.37817762986572	0.00240390857234222	0.00793883386545116	"prevalence"	30	28
"PWY.5898..superpathway.of.menaquinol.12.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925735	1.84038226957226	0.215589413911262	0.37817762986572	0.00245022182541197	0.00804213912021722	"prevalence"	30	28
"PWY.5899..superpathway.of.menaquinol.13.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925735	1.84038226957226	0.215589413911262	0.37817762986572	0.0023805046432262	0.00788588225465027	"prevalence"	30	28
"PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	2.27902197925734	1.84038226957227	0.215589413911263	0.37817762986572	0.000267465124386533	0.0011633645654211	"prevalence"	30	28
"PWY.5265..peptidoglycan.biosynthesis.II..staphylococci."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.73174116557597	1.14945105230488	0.243583904490957	0.40970090512049	0.0431251614396492	0.0889092923707608	"abundance"	30	15
"PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.87341605179437	2.91883984022146	0.268495905626859	0.446905177082691	0.0430389429546135	0.0889092923707608	"abundance"	30	9
"PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-2.1610215286637	1.99735271258227	0.279277913640707	0.446905177082691	0.0191224954148545	0.0458768387755478	"prevalence"	30	28
"PWY.622..starch.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-2.1610215286637	1.99735271258227	0.279277913640707	0.446905177082691	0.00971202644756863	0.0256589340713542	"prevalence"	30	27
"PWY.6920..6.gingerol.analog.biosynthesis..engineered."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.997549158222658	0.926067419013303	0.281396069445542	0.446905370506523	0.00950380956424886	0.0252334397859709	"prevalence"	30	14
"PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.984096162157075	0.956646421944622	0.303623624042631	0.465846292479483	0.00973828431423761	0.0256649364931878	"prevalence"	30	23
"PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.04830085865864	1.74425275797453	0.341979187451897	0.516465500885943	0.0161083673319295	0.0399906103136069	"abundance"	30	14
"PWY.7992..superpathway.of.menaquinol.8.biosynthesis.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.06108372426933	0.738817960932845	0.379812421490013	0.561544491031781	0.0315043004859933	0.0706011289378093	"abundance"	30	13
"PWY66.430..myristate.biosynthesis..mitochondria."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.80018881105189	1.68179495052647	0.398312079499598	0.585380041214832	0.00806464317366207	0.022732299736253	"abundance"	30	13
"PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.04926208789463	0.77291916855001	0.408553385306877	0.588656832673702	0.0315043004859933	0.0706011289378093	"abundance"	30	13
"PWY.6807..xyloglucan.degradation.II..exoglucanase."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.20158450874614	0.996467921109162	0.429557038525951	0.600810365438285	0.0142967960250372	0.0359942864630348	"abundance"	30	12
"FAO.PWY..fatty.acid..beta..oxidation.I..generic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.701240624431965	0.915308144910115	0.443601817177527	0.612909152452019	0.0237774941167581	0.056287430763122	"prevalence"	30	17
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.701240624431966	0.915308144910115	0.443601817177527	0.612909152452019	0.000237480448267093	0.00105001685804045	"prevalence"	30	23
"PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.701240624431965	0.915308144910115	0.443601817177527	0.612909152452019	0.00480905668639195	0.0143334001516418	"prevalence"	30	17
"PWY.7942..5.oxo.L.proline.metabolism"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.701240624431965	0.915308144910116	0.443601817177527	0.612909152452019	0.0128020097439063	0.0327706947989946	"prevalence"	30	17
"PWY.5692..allantoin.degradation.to.glyoxylate.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.84179648470818	3.22026272822182	0.461970048637994	0.633931508044715	0.0430389429546134	0.0889092923707608	"abundance"	30	9
"URDEGR.PWY..superpathway.of.allantoin.degradation.in.plants"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.84179648470818	3.22026272822182	0.461893875797878	0.633931508044715	0.0430389429546134	0.0889092923707608	"abundance"	30	9
"PWY0.1338..polymyxin.resistance"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.729047627367379	0.995518577859985	0.463967474743627	0.633931508044715	0.0276864798750496	0.0638459772980669	"prevalence"	30	15
"PWY.4984..urea.cycle"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.48807705542127	2.07315925269411	0.472891517102413	0.63438510945959	0.00841779706796569	0.0234558407883419	"prevalence"	30	29
"PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.40776635900166	2.06615990897838	0.495653633254142	0.63438510945959	0.0247549126891505	0.0580084085409026	"prevalence"	30	29
"PWY.5676..acetyl.CoA.fermentation.to.butanoate.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.48807705542127	2.07315925269411	0.472891517102413	0.63438510945959	7.06791435845088e-06	4.94292049904735e-05	"prevalence"	30	29
"PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.48807705542127	2.07315925269411	0.472891517102413	0.63438510945959	0.000156743514673194	0.00071980927339192	"prevalence"	30	29
"PWY.6353..purine.nucleotides.degradation.II..aerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.48807705542127	2.07315925269411	0.472891517102413	0.63438510945959	0.00272726083812154	0.00878966595418688	"prevalence"	30	29
"SO4ASSIM.PWY..assimilatory.sulfate.reduction.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.40776635900166	2.06615990897838	0.495653633254142	0.63438510945959	0.038903251473895	0.0822657689270113	"prevalence"	30	29
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.40776635900166	2.06615990897838	0.495653633254142	0.63438510945959	0.0174244120185436	0.04295880382452	"prevalence"	30	29
"ALLANTOINDEG.PWY..superpathway.of.allantoin.degradation.in.yeast"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.20745686300457	1.32093363953628	0.514952884839846	0.64951785730867	0.0431251614396494	0.0889092923707608	"abundance"	30	13
"PWY.6572..chondroitin.sulfate.degradation.I..bacterial."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	1.11205149926491	1.92053184339671	0.709196850151171	0.853694985878793	0.0119851727702805	0.0308272472697119	"abundance"	30	16
"PWY.6992..1.5.anhydrofructose.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.68655660458454	1.13609438723404	0.748414537102153	0.886454106896456	0.0188785578135874	0.0453933862034573	"abundance"	30	16
"ECASYN.PWY..enterobacterial.common.antigen.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-0.263705257365472	0.937183054200916	0.778418392090469	0.910311928042458	0.0113390194991082	0.0293061615073568	"prevalence"	30	16
"PWY.7456...beta...1.4..mannan.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.926766639625171	1.39998814728754	0.786295428639506	0.916620637806275	0.0188274183406006	0.045372382037033	"abundance"	30	21
"PWY.5180..toluene.degradation.I..aerobic...via.o.cresol."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-0.141830195439075	0.947693980053971	0.881034271392671	0.994985582897889	0.00275979108964704	0.00885781647161669	"prevalence"	30	8
"PWY.5677..succinate.fermentation.to.butanoate"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.337853096107835	1.50765595617578	0.978054252689048	1	0.0309205551468255	0.070009270113376	"abundance"	30	12
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.000960774524032698	0.0035206463723116	"prevalence"	30	29
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.00438617700330982	0.0133709669331667	"prevalence"	30	29
"METH.ACETATE.PWY..methanogenesis.from.acetate"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	3.22122474761183e-15	2.50121658757869	0.999999999999999	1	0.0145683601870314	0.0365918906106187	"prevalence"	30	22
"METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.00250353559175614	0.00814219782121297	"prevalence"	30	29
"P124.PWY..Bifidobacterium.shunt"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	7.94720036015448e-16	2.50121658757869	1	1	0.0137853840192361	0.0348708295522049	"prevalence"	30	27
"PWY.4984..urea.cycle"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.0157933592035582	0.0393913621161008	"prevalence"	30	29
"PWY.5030..L.histidine.degradation.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-3.94993308674289e-16	2.50121658757869	1	1	0.000630468562163366	0.00248930391702879	"prevalence"	30	26
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.00320314676499077	0.0101401391672785	"prevalence"	30	29
"PWY.5367..petroselinate.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.0374742483166467	0.0800348217541156	"prevalence"	30	29
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0920188987202519	1.32168663233176	0.944494265795998	1	0.00916077834691876	0.0251754503260619	"prevalence"	30	28
"PWY.5676..acetyl.CoA.fermentation.to.butanoate.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.0410722309311868	0.0860025187795888	"prevalence"	30	29
"PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	4.76963346955448e-05	0.000256457679016246	"prevalence"	30	29
"PWY.6549..L.glutamine.biosynthesis.III"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.0298986023682285	0.0682121631855105	"prevalence"	30	29
"PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0920188984254604	1.32167757320789	0.944493886137032	1	6.92098196113769e-06	4.87200703843245e-05	"prevalence"	30	26
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-7.09675289956856e-16	2.55687469712299	1	1	0.0288146756111472	0.0661624525835353	"prevalence"	30	29
"PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.029583266046801	0.0676369544232416	"prevalence"	30	29
"PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	-1.4903181089094e-15	2.55687469712299	1	1	0.0247542089257149	0.0580084085409026	"prevalence"	30	29
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.00474352644115992	0.0141775790280478	"prevalence"	30	29
"PWY.7616..methanol.oxidation.to.carbon.dioxide"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.79980139904845	1.32167757320789	0.00404048434369684	0.0168972322248049	0.0425694670188208	0.0886173729769227	"prevalence"	30	12
"PWY.5747..2.methylcitrate.cycle.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.28787845481165	1.99661575768627	0.00808688250025121	0.0298140307098604	0.00268605591504611	0.00868302063172007	"prevalence"	30	14
"PWY.5855..ubiquinol.7.biosynthesis..early.decarboxylation."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.28787845481165	1.99661575768627	0.00808688250025117	0.0298140307098604	0.00756240544072684	0.0215206750573875	"prevalence"	30	14
"PWY.7269..mitochondrial.NADPH.production..yeast."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.28787845481165	1.99661575768627	0.00808688250025112	0.0298140307098604	0.012836961220585	0.0327817386778662	"prevalence"	30	14
"X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	5.28787845481164	1.99661575768626	0.0080868825002511	0.0298140307098604	0.0409966118411632	0.0860025187795888	"prevalence"	30	13
"PWY.5705..allantoin.degradation.to.glyoxylate.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.12685692612431	1.19928260149888	0.0091266611466504	0.0328061916152511	0.00425967524021909	0.0130597493038236	"prevalence"	30	10
"PWY.7446..sulfoquinovose.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	3.1008753739559	1.19536300655186	0.00948425444801097	0.0328061916152511	0.0370088975734775	0.0793577563198816	"prevalence"	30	13
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.58895242969583	1.915340882706	0.0165799150064782	0.0530054858540445	0.000853755117532828	0.00326256419914331	"prevalence"	30	16
"GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.58895242969582	1.915340882706	0.0165799150064784	0.0530054858540445	0.000711798112915107	0.00277964956503345	"prevalence"	30	15
"PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.58895242969583	1.915340882706	0.0165799150064782	0.0530054858540445	0.00175267729748319	0.00599158053772207	"prevalence"	30	16
"PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.58895242969583	1.915340882706	0.0165799150064782	0.0530054858540445	0.00092378236651447	0.00345267655354923	"prevalence"	30	16
"PWY0.42..2.methylcitrate.cycle.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.58895242969583	1.915340882706	0.0165799150064784	0.0530054858540445	0.00138728439616931	0.00486686657016774	"prevalence"	30	16
"PWY.6328..L.lysine.degradation.X"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.64234861069933	1.15155387772577	0.021756402836675	0.0658464275463011	0.0359854912412645	0.0776652856215325	"prevalence"	30	8
"PWY0.41..allantoin.degradation.IV..anaerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.64234861069933	1.15155387772577	0.0217564028366751	0.0658464275463011	0.00158868698232184	0.00548353248736893	"prevalence"	30	8
"PWY.7204..pyridoxal.5..phosphate.salvage.II..plants."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.59253731366198	1.14842697919728	0.0239788382749168	0.0719852523009191	2.55098619539318e-06	2.03698151423187e-05	"prevalence"	30	18
"PWY.7385..1.3.propanediol.biosynthesis..engineered."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	2.59253731366198	1.14842697919728	0.0239788382749169	0.0719852523009191	0.0335241806873934	0.0730567685040956	"prevalence"	30	16
"AST.PWY..L.arginine.degradation.II..AST.pathway."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.08061436940164	1.88640458244247	0.0305280835681228	0.0867114989040724	0.000356811713149829	0.00149720993360909	"prevalence"	30	16
"ECASYN.PWY..enterobacterial.common.antigen.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.08061436940164	1.88640458244247	0.0305280835681227	0.0867114989040724	4.37173209628661e-05	0.000237449408275465	"prevalence"	30	16
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.08061436940164	1.88640458244247	0.030528083568123	0.0867114989040724	0.00312854993837763	0.00996294176804782	"prevalence"	30	16
"PWY.5850..superpathway.of.menaquinol.6.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.08061436940164	1.88640458244247	0.0305280835681227	0.0867114989040724	0.0013016332766721	0.00464249202013048	"prevalence"	30	20
"PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	4.08061436940164	1.88640458244247	0.0305280835681227	0.0867114989040724	0.000889529826762381	0.00337516636395655	"prevalence"	30	20
