#mpa_vJun23_CHOCOPhlAnSGB_202307
#/home/duboisl/.conda/envs/mpa4/bin/metaphlan /scratch/microbiota/projects/FMT_Cdiff_Rodrigo/reads//CRSAFR-001-Cosmic_53//CRSAFR-001-Cosmic_53_host_removed_R1.fastq.bz2,/scratch/microbiota/projects/FMT_Cdiff_Rodrigo/reads//CRSAFR-001-Cosmic_53//CRSAFR-001-Cosmic_53_host_removed_R2.fastq.bz2,/scratch/microbiota/projects/FMT_Cdiff_Rodrigo/reads//CRSAFR-001-Cosmic_53//CRSAFR-001-Cosmic_53_host_removed_UN.fastq.bz2 --nproc 8 --bowtie2db /scratch/microbiota/databases/metaphlan_database/ --input_type fastq --index mpa_vJun23_CHOCOPhlAnSGB_202307 --bowtie2out /scratch/microbiota/projects/FMT_Cdiff_Rodrigo/mpa_vJun23_CHOCOPhlAnSGB_202307/CRSAFR-001-Cosmic_53/CRSAFR-001-Cosmic_53.bowtie2.bz2 --samout /scratch/microbiota/projects/FMT_Cdiff_Rodrigo/mpa_vJun23_CHOCOPhlAnSGB_202307/CRSAFR-001-Cosmic_53/CRSAFR-001-Cosmic_53.sam.bz2 --force -o /scratch/microbiota/projects/FMT_Cdiff_Rodrigo/mpa_vJun23_CHOCOPhlAnSGB_202307/CRSAFR-001-Cosmic_53/CRSAFR-001-Cosmic_53_profile.tsv
#50486759 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.97247	
k__Archaea	2157	0.02753	
k__Bacteria|p__Firmicutes	2|1239	56.42571	
k__Bacteria|p__Bacteroidota	2|976	20.52928	
k__Bacteria|p__Proteobacteria	2|1224	18.2119	
k__Bacteria|p__Bacillota	2|1239	2.33585	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	1.82983	
k__Bacteria|p__Actinobacteria	2|201174	0.38078	
k__Bacteria|p__Verrucomicrobia	2|74201	0.22703	
k__Bacteria|p__Bacteria_unclassified	2|	0.03209	
k__Archaea|p__Euryarchaeota	2157|28890	0.02753	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	20.51528	
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	14.92661	
k__Bacteria|p__Bacillota|c__Clostridia	2|1239|186801	2.33585	
k__Bacteria|p__Proteobacteria|c__CFGB2403	2|1224|	1.6862	
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	1.66233	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.44941	
k__Bacteria|p__Firmicutes|c__CFGB2880	2|1239|	0.74119	
k__Bacteria|p__Firmicutes|c__CFGB72924	2|1239|	0.48509	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.40007	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.26289	
