#mpa_vJun23_CHOCOPhlAnSGB_202307
#/home/duboisl/.conda/envs/mpa4/bin/metaphlan /scratch/microbiota/projects/FMT_Cdiff_Rodrigo/reads//CRSAFR-001-Cosmic_57//CRSAFR-001-Cosmic_57_host_removed_R1.fastq.bz2,/scratch/microbiota/projects/FMT_Cdiff_Rodrigo/reads//CRSAFR-001-Cosmic_57//CRSAFR-001-Cosmic_57_host_removed_R2.fastq.bz2,/scratch/microbiota/projects/FMT_Cdiff_Rodrigo/reads//CRSAFR-001-Cosmic_57//CRSAFR-001-Cosmic_57_host_removed_UN.fastq.bz2 --nproc 8 --bowtie2db /scratch/microbiota/databases/metaphlan_database/ --input_type fastq --index mpa_vJun23_CHOCOPhlAnSGB_202307 --bowtie2out /scratch/microbiota/projects/FMT_Cdiff_Rodrigo/mpa_vJun23_CHOCOPhlAnSGB_202307/CRSAFR-001-Cosmic_57/CRSAFR-001-Cosmic_57.bowtie2.bz2 --samout /scratch/microbiota/projects/FMT_Cdiff_Rodrigo/mpa_vJun23_CHOCOPhlAnSGB_202307/CRSAFR-001-Cosmic_57/CRSAFR-001-Cosmic_57.sam.bz2 --force -o /scratch/microbiota/projects/FMT_Cdiff_Rodrigo/mpa_vJun23_CHOCOPhlAnSGB_202307/CRSAFR-001-Cosmic_57/CRSAFR-001-Cosmic_57_profile.tsv
#51221547 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.89948	
k__Archaea	2157	0.10052	
k__Bacteria|p__Bacteroidota	2|976	42.81663	
k__Bacteria|p__Firmicutes	2|1239	41.24517	
k__Bacteria|p__Actinobacteria	2|201174	9.76531	
k__Bacteria|p__Proteobacteria	2|1224	4.55793	
k__Bacteria|p__Bacillota	2|1239	1.45989	
k__Archaea|p__Euryarchaeota	2157|28890	0.10052	
k__Bacteria|p__Lentisphaerae	2|256845	0.02183	
k__Bacteria|p__Bacteria_unclassified	2|	0.01813	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.01165	
k__Bacteria|p__Verrucomicrobia	2|74201	0.00226	
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.00069	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	41.7337	
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	7.23078	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	5.56106	
k__Bacteria|p__Proteobacteria|c__CFGB2404	2|1224|	2.55599	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.32179	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.65355	
k__Bacteria|p__Bacillota|c__Clostridia	2|1239|186801	1.45989	
k__Bacteria|p__Bacteroidota|c__CFGB602	2|976|	0.56775	
k__Bacteria|p__Bacteroidota|c__CFGB1670	2|976|	0.51518	
